date,total_kwh,peak_hour_kwh,off_peak_kwh,energy_efficiency_score
2024-10-01,216.82,123.76,93.06,0.5755
2024-10-02,202.07,101.64,100.43,0.7211
2024-10-03,203.88,103.75,100.13,0.7594
2024-10-04,168.61,102.73,65.88,0.6768
2024-10-05,189.16,132.51,56.65,0.5932
2024-10-06,201.34,120.98,80.36,0.6018
2024-10-07,193.94,127.31,66.63,0.447
2024-10-08,181.33,101.54,79.79,0.4245
2024-10-09,162.01,97.19,64.82,0.7031
2024-10-10,196.18,125.74,70.44,0.7508
2024-10-11,184.13,110.86,73.27,0.5074
2024-10-12,208.24,124.25,83.99,0.8112
2024-10-13,179.19,112.16,67.03,0.4518
2024-10-14,172.53,122.48,50.05,0.7082
2024-10-15,183.91,101.55,82.36,0.7799
2024-10-16,169.43,99.43,70.0,0.5789
2024-10-17,204.03,127.22,76.81,0.6368
2024-10-18,209.2,147.74,61.46,0.6983
2024-10-19,205.95,145.73,60.22,0.697
2024-10-20,210.43,116.76,93.67,0.5774
2024-10-21,231.52,117.8,113.72,0.6496
2024-10-22,190.23,118.95,71.28,0.4929
2024-10-23,174.57,104.18,70.39,0.5886
2024-10-24,247.66,126.23,121.43,0.5599
2024-10-25,132.23,89.49,42.74,0.6599
2024-10-26,178.78,111.57,67.21,0.5848
2024-10-27,194.21,115.69,78.52,0.6379
2024-10-28,164.26,112.82,51.44,0.5735
2024-10-29,152.74,96.96,55.78,0.6549
2024-10-30,204.63,112.07,92.56,0.6996
2024-10-31,173.84,115.79,58.05,0.5959
2024-11-01,159.49,105.76,53.73,0.377
2024-11-02,172.45,99.12,73.33,0.619
2024-11-03,135.13,81.93,53.2,0.7174
2024-11-04,185.13,103.05,82.08,0.6484
2024-11-05,207.12,129.64,77.48,0.5757
2024-11-06,203.65,132.91,70.74,0.5355
2024-11-07,165.04,101.78,63.26,0.4853
2024-11-08,148.57,105.06,43.51,0.6314
2024-11-09,152.07,93.63,58.44,0.4939
2024-11-10,156.58,105.34,51.24,0.6139
2024-11-11,234.47,161.81,72.66,0.5856
2024-11-12,162.26,87.81,74.45,0.735
2024-11-13,208.43,126.13,82.3,0.5601
2024-11-14,198.5,128.68,69.82,0.6871
2024-11-15,186.29,122.73,63.56,0.5893
2024-11-16,233.84,127.77,106.07,0.5073
2024-11-17,169.02,90.54,78.48,0.5864
2024-11-18,187.82,125.63,62.19,0.4268
2024-11-19,220.42,110.39,110.03,0.6771
2024-11-20,134.49,83.73,50.76,0.861
2024-11-21,191.49,102.35,89.14,0.7269
2024-11-22,171.95,98.6,73.35,0.7849
2024-11-23,146.61,92.09,54.52,0.4367
2024-11-24,180.32,91.91,88.41,0.6152
2024-11-25,147.65,98.08,49.57,0.5994
2024-11-26,220.01,148.92,71.09,0.6097
2024-11-27,188.51,113.17,75.34,0.8151
2024-11-28,206.48,113.24,93.24,0.694
2024-11-29,223.73,149.14,74.59,0.6242
2024-11-30,222.18,122.12,100.06,0.5576
2024-12-01,158.58,93.84,64.74,0.6944
2024-12-02,158.41,87.96,70.45,0.7391
2024-12-03,222.27,118.5,103.77,0.4457
2024-12-04,192.55,110.13,82.42,0.6145
2024-12-05,227.8,145.01,82.79,0.601
2024-12-06,193.94,101.29,92.65,0.6644
2024-12-07,167.2,88.93,78.27,0.6411
2024-12-08,210.63,138.73,71.9,0.6959
2024-12-09,203.58,113.96,89.62,0.5649
2024-12-10,175.06,101.46,73.6,0.7809
2024-12-11,173.76,93.22,80.54,0.6016
2024-12-12,156.26,100.81,55.45,0.5679
2024-12-13,189.97,136.14,53.83,0.5895
2024-12-14,175.6,115.36,60.24,0.6121
2024-12-15,204.11,145.95,58.16,0.5024
2024-12-16,193.64,113.69,79.95,0.5079
2024-12-17,198.64,142.41,56.23,0.4674
2024-12-18,203.58,123.76,79.82,0.8924
2024-12-19,154.62,82.33,72.29,0.7728
2024-12-20,158.52,91.17,67.35,0.8232
2024-12-21,199.68,102.81,96.87,0.6411
2024-12-22,173.44,103.04,70.4,0.7924
2024-12-23,179.12,127.68,51.44,0.5981
2024-12-24,160.84,98.26,62.58,0.8059
2024-12-25,227.95,155.08,72.87,0.7732
2024-12-26,227.28,117.4,109.88,0.5463
2024-12-27,203.17,137.36,65.81,0.7787
2024-12-28,178.67,100.46,78.21,0.6333
2024-12-29,173.48,124.68,48.8,0.8747
2024-12-30,233.78,162.77,71.01,0.6077
