date,total_kwh,peak_hour_kwh,off_peak_kwh,energy_efficiency_score
2024-10-01,105.66,62.71,42.95,0.6502
2024-10-02,97.11,62.0,35.11,0.6395
2024-10-03,81.64,50.01,31.63,0.7285
2024-10-04,103.98,63.58,40.4,0.4376
2024-10-05,98.92,53.0,45.92,0.4871
2024-10-06,77.31,48.08,29.23,0.5711
2024-10-07,96.52,51.79,44.73,0.8108
2024-10-08,92.3,58.29,34.01,0.7256
2024-10-09,88.17,56.5,31.67,0.5744
2024-10-10,86.64,61.48,25.16,0.6331
2024-10-11,94.5,60.96,33.54,0.4734
2024-10-12,97.38,65.81,31.57,0.7355
2024-10-13,72.8,39.46,33.34,0.796
2024-10-14,90.37,62.02,28.35,0.526
2024-10-15,83.39,42.33,41.06,0.5438
2024-10-16,71.1,40.95,30.15,0.4285
2024-10-17,83.59,59.52,24.07,0.7082
2024-10-18,92.42,49.86,42.56,0.5428
2024-10-19,78.21,55.24,22.97,0.6507
2024-10-20,93.41,63.64,29.77,0.6938
2024-10-21,87.57,56.65,30.92,0.5449
2024-10-22,88.56,56.5,32.06,0.3234
2024-10-23,71.54,47.93,23.61,0.8097
2024-10-24,102.39,70.63,31.76,0.5058
2024-10-25,92.97,50.0,42.97,0.7037
2024-10-26,73.89,40.63,33.26,0.9351
2024-10-27,84.24,43.17,41.07,0.7219
2024-10-28,73.02,45.1,27.92,0.5506
2024-10-29,107.28,64.16,43.12,0.8118
2024-10-30,110.36,76.28,34.08,0.6026
2024-10-31,86.51,59.83,26.68,0.9387
2024-11-01,90.75,45.59,45.16,0.6558
2024-11-02,85.43,53.98,31.45,0.6547
2024-11-03,94.16,54.13,40.03,0.7383
2024-11-04,98.47,63.55,34.92,0.5976
2024-11-05,100.83,50.99,49.84,0.703
2024-11-06,92.53,57.76,34.77,0.6925
2024-11-07,92.94,57.8,35.14,0.7134
2024-11-08,76.79,53.06,23.73,0.4619
2024-11-09,93.82,57.04,36.78,0.8337
2024-11-10,89.26,46.67,42.59,0.5411
2024-11-11,81.2,58.4,22.8,0.8334
2024-11-12,73.78,49.06,24.72,0.826
2024-11-13,87.3,47.02,40.28,0.5065
2024-11-14,86.68,54.32,32.36,0.9307
2024-11-15,110.48,62.21,48.27,0.5751
2024-11-16,100.26,71.82,28.44,0.6968
2024-11-17,99.46,54.96,44.5,0.6713
2024-11-18,85.15,54.16,30.99,0.5641
2024-11-19,63.54,41.64,21.9,0.6286
2024-11-20,103.49,56.7,46.79,0.4803
2024-11-21,85.08,54.37,30.71,0.6012
2024-11-22,100.12,56.48,43.64,0.5758
2024-11-23,71.86,41.24,30.62,0.5013
2024-11-24,100.02,61.32,38.7,0.7025
2024-11-25,100.83,63.14,37.69,0.6202
2024-11-26,92.67,48.38,44.29,0.5332
2024-11-27,86.97,47.28,39.69,0.6041
2024-11-28,107.81,62.52,45.29,0.615
2024-11-29,105.06,65.96,39.1,0.8314
2024-11-30,78.38,39.49,38.89,0.4641
2024-12-01,114.74,61.69,53.05,0.6284
2024-12-02,111.63,69.93,41.7,0.802
2024-12-03,89.21,60.09,29.12,0.8765
2024-12-04,92.88,62.48,30.4,0.7022
2024-12-05,76.12,39.61,36.51,0.4856
2024-12-06,89.85,47.83,42.02,0.6297
2024-12-07,71.11,40.48,30.63,0.4626
2024-12-08,89.35,46.78,42.57,0.7411
2024-12-09,93.25,54.73,38.52,0.4505
2024-12-10,84.1,42.81,41.29,0.5976
2024-12-11,98.68,60.21,38.47,0.5702
2024-12-12,83.48,45.63,37.85,0.5756
2024-12-13,89.3,50.48,38.82,0.5184
2024-12-14,100.11,65.11,35.0,0.7575
2024-12-15,100.99,68.15,32.84,0.6785
2024-12-16,92.7,56.32,36.38,0.4868
2024-12-17,97.69,51.05,46.64,0.6677
2024-12-18,106.87,59.59,47.28,0.6607
2024-12-19,88.91,51.96,36.95,0.8296
2024-12-20,75.31,44.7,30.61,0.7301
2024-12-21,93.75,58.65,35.1,0.48
2024-12-22,105.51,71.03,34.48,0.8565
2024-12-23,95.82,65.73,30.09,0.7821
2024-12-24,90.65,45.39,45.26,0.5413
2024-12-25,106.33,66.51,39.82,0.6317
2024-12-26,97.78,67.92,29.86,0.8019
2024-12-27,96.21,58.75,37.46,0.7414
2024-12-28,91.77,47.33,44.44,0.6839
2024-12-29,97.63,66.64,30.99,0.7227
2024-12-30,86.16,46.38,39.78,0.6153
