date,total_kwh,peak_hour_kwh,off_peak_kwh,energy_efficiency_score
2024-10-01,73.09,47.11,25.98,0.6217
2024-10-02,54.28,30.27,24.01,0.566
2024-10-03,51.62,28.34,23.28,0.5773
2024-10-04,48.92,34.49,14.43,0.7755
2024-10-05,60.29,39.66,20.63,0.4903
2024-10-06,70.03,38.01,32.02,0.861
2024-10-07,53.52,37.51,16.01,0.4879
2024-10-08,43.68,29.05,14.63,0.5769
2024-10-09,57.27,31.28,25.99,0.7669
2024-10-10,61.16,42.9,18.26,0.7588
2024-10-11,72.27,50.13,22.14,0.5626
2024-10-12,49.87,32.38,17.49,0.6431
2024-10-13,61.7,33.82,27.88,0.7899
2024-10-14,74.79,38.02,36.77,0.5576
2024-10-15,68.89,43.44,25.45,0.5578
2024-10-16,67.88,39.22,28.66,0.5105
2024-10-17,66.69,45.03,21.66,0.7523
2024-10-18,69.58,44.29,25.29,0.5543
2024-10-19,55.31,33.62,21.69,0.754
2024-10-20,47.08,32.25,14.83,0.7767
2024-10-21,56.0,32.12,23.88,0.7986
2024-10-22,64.49,37.18,27.31,0.6583
2024-10-23,46.77,28.63,18.14,0.4395
2024-10-24,55.06,38.11,16.95,0.609
2024-10-25,45.55,28.64,16.91,0.8837
2024-10-26,67.57,42.29,25.28,0.687
2024-10-27,42.09,28.26,13.83,0.66
2024-10-28,64.24,39.28,24.96,0.4164
2024-10-29,73.95,44.09,29.86,0.5652
2024-10-30,65.79,46.48,19.31,0.5633
2024-10-31,76.99,44.59,32.4,0.7649
2024-11-01,57.87,36.99,20.88,0.695
2024-11-02,57.43,34.83,22.6,0.3858
2024-11-03,66.57,40.7,25.87,0.5947
2024-11-04,60.48,35.84,24.64,0.6055
2024-11-05,85.06,48.06,37.0,0.7342
2024-11-06,69.12,36.39,32.73,0.8092
2024-11-07,62.86,42.84,20.02,0.6812
2024-11-08,57.41,32.52,24.89,0.5942
2024-11-09,69.3,40.32,28.98,0.4806
2024-11-10,77.19,46.37,30.82,0.7384
2024-11-11,58.26,40.01,18.25,0.6731
2024-11-12,53.68,37.57,16.11,0.4161
2024-11-13,73.78,46.87,26.91,0.8172
2024-11-14,49.59,26.79,22.8,0.7194
2024-11-15,51.84,33.41,18.43,0.6117
2024-11-16,43.64,22.71,20.93,0.493
2024-11-17,51.53,32.11,19.42,0.7142
2024-11-18,47.07,25.41,21.66,0.7688
2024-11-19,50.45,29.42,21.03,0.7749
2024-11-20,84.18,47.93,36.25,0.789
2024-11-21,53.38,37.97,15.41,0.5767
2024-11-22,51.98,28.79,23.19,0.7043
2024-11-23,66.43,45.31,21.12,0.5809
2024-11-24,63.61,37.65,25.96,0.587
2024-11-25,56.71,33.65,23.06,0.7477
2024-11-26,72.21,41.71,30.5,0.6171
2024-11-27,58.76,36.01,22.75,0.6685
2024-11-28,67.39,39.39,28.0,0.4505
2024-11-29,55.56,39.07,16.49,0.5948
2024-11-30,45.46,25.76,19.7,0.6744
2024-12-01,61.05,43.24,17.81,0.519
2024-12-02,59.83,32.17,27.66,0.5653
2024-12-03,56.47,35.21,21.26,0.8507
2024-12-04,60.65,37.11,23.54,0.6146
2024-12-05,53.14,29.89,23.25,0.5573
2024-12-06,49.81,30.05,19.76,0.5424
2024-12-07,64.27,41.86,22.41,0.6134
2024-12-08,74.36,53.18,21.18,0.6594
2024-12-09,65.13,38.89,26.24,0.8621
2024-12-10,62.71,36.14,26.57,0.5891
2024-12-11,69.5,45.73,23.77,0.693
2024-12-12,60.8,38.32,22.48,0.6823
2024-12-13,44.6,28.58,16.02,0.6014
2024-12-14,62.17,35.95,26.22,0.7206
2024-12-15,63.9,45.43,18.47,0.6197
2024-12-16,68.05,36.67,31.38,0.5544
2024-12-17,43.03,27.33,15.7,0.8298
2024-12-18,68.9,49.29,19.61,0.6402
2024-12-19,59.93,30.26,29.67,0.3452
2024-12-20,73.29,39.88,33.41,0.7409
2024-12-21,66.88,40.42,26.46,0.7646
2024-12-22,70.28,38.0,32.28,0.6854
2024-12-23,48.24,25.65,22.59,0.6554
2024-12-24,75.42,48.76,26.66,0.4532
2024-12-25,63.12,31.78,31.34,0.441
2024-12-26,83.7,59.78,23.92,0.7136
2024-12-27,57.11,39.41,17.7,0.6926
2024-12-28,75.17,45.97,29.2,0.5396
2024-12-29,57.56,33.65,23.91,0.6427
2024-12-30,68.21,41.96,26.25,0.5942
