date,total_kwh,peak_hour_kwh,off_peak_kwh,energy_efficiency_score
2024-10-01,54.97,37.62,17.35,0.464
2024-10-02,64.83,44.13,20.7,0.5835
2024-10-03,57.76,38.94,18.82,0.5494
2024-10-04,55.96,35.86,20.1,0.5707
2024-10-05,46.83,32.51,14.32,0.6842
2024-10-06,46.9,26.63,20.27,0.6642
2024-10-07,58.24,36.11,22.13,0.4995
2024-10-08,55.83,38.72,17.11,0.5408
2024-10-09,68.98,37.37,31.61,0.5242
2024-10-10,62.71,32.86,29.85,0.7641
2024-10-11,48.85,32.11,16.74,0.6975
2024-10-12,41.92,24.15,17.77,0.5635
2024-10-13,73.6,51.33,22.27,0.5105
2024-10-14,65.3,36.97,28.33,0.5713
2024-10-15,57.22,30.29,26.93,0.7485
2024-10-16,58.49,40.69,17.8,0.5709
2024-10-17,69.75,47.89,21.86,0.5704
2024-10-18,64.12,40.79,23.33,0.6724
2024-10-19,55.64,36.91,18.73,0.637
2024-10-20,42.72,24.0,18.72,0.5807
2024-10-21,44.17,26.48,17.69,0.4995
2024-10-22,71.49,42.08,29.41,0.5728
2024-10-23,59.13,31.73,27.4,0.5322
2024-10-24,49.56,34.15,15.41,0.6954
2024-10-25,54.23,31.62,22.61,0.7648
2024-10-26,72.94,37.93,35.01,0.64
2024-10-27,44.38,22.79,21.59,0.677
2024-10-28,71.91,46.26,25.65,0.7789
2024-10-29,61.97,42.84,19.13,0.4728
2024-10-30,62.78,40.55,22.23,0.7108
2024-10-31,65.46,39.56,25.9,0.6291
2024-11-01,53.7,30.26,23.44,0.5461
2024-11-02,47.39,26.07,21.32,0.8255
2024-11-03,61.64,32.29,29.35,0.5825
2024-11-04,54.6,36.97,17.63,0.6082
2024-11-05,50.44,28.42,22.02,0.6172
2024-11-06,48.78,33.54,15.24,0.6085
2024-11-07,50.04,26.78,23.26,0.6275
2024-11-08,62.66,37.97,24.69,0.732
2024-11-09,42.92,22.45,20.47,0.6326
2024-11-10,47.75,34.29,13.46,0.5341
2024-11-11,49.19,25.16,24.03,0.8242
2024-11-12,67.39,41.77,25.62,0.645
2024-11-13,78.93,39.79,39.14,0.6306
2024-11-14,52.31,32.74,19.57,0.7255
2024-11-15,77.82,52.75,25.07,0.5622
2024-11-16,70.28,38.08,32.2,0.5746
2024-11-17,57.16,32.98,24.18,0.425
2024-11-18,56.61,36.67,19.94,0.4961
2024-11-19,69.75,38.21,31.54,0.5716
2024-11-20,77.97,46.01,31.96,0.6001
2024-11-21,47.67,27.18,20.49,0.3745
2024-11-22,48.0,25.51,22.49,0.6843
2024-11-23,43.47,23.35,20.12,0.8945
2024-11-24,76.53,48.4,28.13,0.6067
2024-11-25,81.09,57.27,23.82,0.6323
2024-11-26,69.32,43.58,25.74,0.7846
2024-11-27,51.2,33.43,17.77,0.2665
2024-11-28,50.52,25.48,25.04,0.873
2024-11-29,69.33,43.05,26.28,0.7298
2024-11-30,60.62,32.23,28.39,0.7148
2024-12-01,52.56,29.92,22.64,0.737
2024-12-02,77.98,48.24,29.74,0.6088
2024-12-03,69.48,40.9,28.58,0.6857
2024-12-04,76.62,48.92,27.7,0.5611
2024-12-05,44.32,26.7,17.62,0.4976
2024-12-06,56.38,28.99,27.39,0.5762
2024-12-07,74.66,43.49,31.17,0.8386
2024-12-08,60.26,39.97,20.29,0.6707
2024-12-09,55.59,33.77,21.82,0.7447
2024-12-10,51.97,30.55,21.42,0.5891
2024-12-11,59.83,31.71,28.12,0.6237
2024-12-12,68.43,42.16,26.27,0.5661
2024-12-13,53.1,29.38,23.72,0.7841
2024-12-14,78.2,41.95,36.25,0.6786
2024-12-15,64.32,32.29,32.03,0.7394
2024-12-16,76.07,38.96,37.11,0.6501
2024-12-17,61.77,35.83,25.94,0.7073
2024-12-18,76.14,51.55,24.59,0.7557
2024-12-19,65.94,46.86,19.08,0.6405
2024-12-20,49.55,33.96,15.59,0.6195
2024-12-21,61.6,40.9,20.7,0.6413
2024-12-22,77.64,38.9,38.74,0.697
2024-12-23,43.85,25.52,18.33,0.8699
2024-12-24,49.47,35.11,14.36,0.5794
2024-12-25,64.5,33.22,31.28,0.5376
2024-12-26,59.82,38.59,21.23,0.6217
2024-12-27,51.52,31.21,20.31,0.8321
2024-12-28,70.5,37.65,32.85,0.626
2024-12-29,46.86,30.81,16.05,0.564
2024-12-30,47.82,30.86,16.96,0.5691
