date,total_kwh,peak_hour_kwh,off_peak_kwh,energy_efficiency_score
2024-10-01,36.78,19.87,16.91,0.5131
2024-10-02,51.54,31.27,20.27,0.7713
2024-10-03,42.24,27.86,14.38,0.5945
2024-10-04,55.5,36.65,18.85,0.7556
2024-10-05,52.67,33.39,19.28,0.5181
2024-10-06,44.01,24.37,19.64,0.8594
2024-10-07,53.29,32.18,21.11,0.444
2024-10-08,55.7,35.41,20.29,0.6763
2024-10-09,32.55,23.41,9.14,0.6134
2024-10-10,57.39,35.52,21.87,0.5828
2024-10-11,51.41,31.51,19.9,0.7237
2024-10-12,60.44,42.26,18.18,0.616
2024-10-13,45.64,24.36,21.28,0.5478
2024-10-14,51.54,30.74,20.8,0.5755
2024-10-15,59.26,30.27,28.99,0.6109
2024-10-16,34.4,18.87,15.53,0.5507
2024-10-17,41.68,26.39,15.29,0.4939
2024-10-18,55.86,37.86,18.0,0.3471
2024-10-19,48.66,31.04,17.62,0.6345
2024-10-20,31.76,18.14,13.62,0.6539
2024-10-21,58.51,32.33,26.18,0.5548
2024-10-22,49.16,25.31,23.85,0.7231
2024-10-23,49.97,28.24,21.73,0.6802
2024-10-24,31.09,17.68,13.41,0.5029
2024-10-25,49.61,25.03,24.58,0.5485
2024-10-26,36.8,25.48,11.32,0.4018
2024-10-27,51.16,26.14,25.02,0.5481
2024-10-28,44.21,24.48,19.73,0.7182
2024-10-29,32.66,21.93,10.73,0.7765
2024-10-30,46.2,24.74,21.46,0.7941
2024-10-31,33.38,22.6,10.78,0.8218
2024-11-01,52.47,30.73,21.74,0.8417
2024-11-02,46.02,24.38,21.64,0.579
2024-11-03,58.53,33.01,25.52,0.6609
2024-11-04,35.93,20.58,15.35,0.7037
2024-11-05,47.87,24.53,23.34,0.6605
2024-11-06,33.0,20.31,12.69,0.8176
2024-11-07,54.32,33.68,20.64,0.6
2024-11-08,45.78,23.58,22.2,0.6222
2024-11-09,34.67,19.35,15.32,0.6208
2024-11-10,53.82,34.97,18.85,0.6643
2024-11-11,60.46,42.64,17.82,0.8766
2024-11-12,35.23,18.79,16.44,0.6585
2024-11-13,45.55,27.98,17.57,0.7396
2024-11-14,61.01,43.68,17.33,0.5063
2024-11-15,61.8,34.01,27.79,0.7738
2024-11-16,50.87,32.99,17.88,0.5791
2024-11-17,53.2,32.2,21.0,0.6071
2024-11-18,39.41,20.18,19.23,0.5804
2024-11-19,39.32,19.99,19.33,0.7787
2024-11-20,59.45,36.08,23.37,0.7528
2024-11-21,53.19,26.88,26.31,0.6191
2024-11-22,49.77,29.08,20.69,0.5515
2024-11-23,34.57,20.55,14.02,0.6281
2024-11-24,31.46,21.44,10.02,0.4952
2024-11-25,63.92,39.4,24.52,0.6493
2024-11-26,34.9,18.57,16.33,0.5855
2024-11-27,49.66,33.57,16.09,0.8615
2024-11-28,32.29,16.95,15.34,0.7912
2024-11-29,40.71,28.16,12.55,0.7164
2024-11-30,61.4,37.23,24.17,0.6916
2024-12-01,51.53,34.22,17.31,0.5939
2024-12-02,39.44,21.25,18.19,0.7646
2024-12-03,62.71,34.55,28.16,0.6511
2024-12-04,59.27,31.42,27.85,0.6184
2024-12-05,33.96,20.8,13.16,0.7376
2024-12-06,63.44,40.04,23.4,0.6409
2024-12-07,51.55,31.61,19.94,0.6663
2024-12-08,59.29,41.64,17.65,0.7645
2024-12-09,47.3,29.92,17.38,0.7356
2024-12-10,40.7,25.27,15.43,0.6344
2024-12-11,45.17,24.99,20.18,0.5877
2024-12-12,48.31,29.82,18.49,0.7048
2024-12-13,52.91,33.19,19.72,0.6527
2024-12-14,48.47,31.7,16.77,0.8551
2024-12-15,44.58,24.44,20.14,0.6038
2024-12-16,56.94,32.75,24.19,0.7007
2024-12-17,50.83,34.19,16.64,0.5247
2024-12-18,45.51,27.23,18.28,0.5201
2024-12-19,45.34,28.18,17.16,0.5125
2024-12-20,36.87,23.01,13.86,0.7134
2024-12-21,39.32,23.34,15.98,0.6059
2024-12-22,49.93,30.85,19.08,0.7487
2024-12-23,36.09,19.24,16.85,0.7428
2024-12-24,47.5,28.41,19.09,0.706
2024-12-25,51.11,36.1,15.01,0.7154
2024-12-26,59.34,32.0,27.34,0.507
2024-12-27,42.96,25.4,17.56,0.7889
2024-12-28,44.56,26.85,17.71,0.61
2024-12-29,39.41,21.16,18.25,0.5934
2024-12-30,45.61,22.87,22.74,0.6701
