date,total_kwh,peak_hour_kwh,off_peak_kwh,energy_efficiency_score
2024-10-01,194.83,100.56,94.27,0.5169
2024-10-02,181.26,100.4,80.86,0.6831
2024-10-03,195.74,121.28,74.46,0.5115
2024-10-04,190.03,123.36,66.67,0.5805
2024-10-05,195.55,101.04,94.51,0.5309
2024-10-06,217.05,133.5,83.55,0.6317
2024-10-07,202.1,127.72,74.38,0.417
2024-10-08,177.21,110.33,66.88,0.5939
2024-10-09,178.68,97.87,80.81,0.6613
2024-10-10,145.53,82.14,63.39,0.7747
2024-10-11,221.47,146.19,75.28,0.565
2024-10-12,172.83,123.53,49.3,0.7205
2024-10-13,189.41,100.49,88.92,0.4676
2024-10-14,177.76,115.21,62.55,0.6412
2024-10-15,176.44,111.1,65.34,0.73
2024-10-16,201.26,107.42,93.84,0.5982
2024-10-17,169.57,102.07,67.5,0.8553
2024-10-18,214.24,131.06,83.18,0.4938
2024-10-19,147.43,85.67,61.76,0.7019
2024-10-20,196.05,120.64,75.41,0.6405
2024-10-21,198.53,129.19,69.34,0.4259
2024-10-22,238.03,131.89,106.14,0.5756
2024-10-23,186.78,97.2,89.58,0.397
2024-10-24,178.95,117.72,61.23,0.852
2024-10-25,156.42,110.23,46.19,0.6217
2024-10-26,220.32,127.03,93.29,0.4452
2024-10-27,169.87,122.12,47.75,0.8452
2024-10-28,187.9,122.05,65.85,0.6415
2024-10-29,246.72,140.78,105.94,0.5155
2024-10-30,199.13,133.55,65.58,0.6501
2024-10-31,197.0,139.88,57.12,0.8562
2024-11-01,179.25,106.33,72.92,0.7575
2024-11-02,216.25,111.69,104.56,0.6165
2024-11-03,181.65,126.06,55.59,0.832
2024-11-04,154.29,90.15,64.14,0.6561
2024-11-05,215.15,135.91,79.24,0.9411
2024-11-06,148.52,99.66,48.86,0.6925
2024-11-07,155.8,93.45,62.35,0.5674
2024-11-08,193.9,127.15,66.75,0.6981
2024-11-09,203.04,124.18,78.86,0.7163
2024-11-10,141.84,95.96,45.88,0.5941
2024-11-11,191.84,118.34,73.5,0.8351
2024-11-12,162.55,105.14,57.41,0.8043
2024-11-13,145.25,77.02,68.23,0.4706
2024-11-14,185.46,94.91,90.55,0.7296
2024-11-15,182.2,115.15,67.05,0.6381
2024-11-16,191.71,129.13,62.58,0.5941
2024-11-17,182.08,103.95,78.13,0.701
2024-11-18,183.05,116.91,66.14,0.7099
2024-11-19,159.31,107.21,52.1,0.6891
2024-11-20,185.27,105.51,79.76,0.5596
2024-11-21,211.67,113.8,97.87,0.6653
2024-11-22,162.3,115.17,47.13,0.6416
2024-11-23,171.87,114.45,57.42,0.71
2024-11-24,194.99,119.22,75.77,0.6656
2024-11-25,143.51,71.87,71.64,0.677
2024-11-26,144.43,72.34,72.09,0.7407
2024-11-27,165.9,103.23,62.67,0.4626
2024-11-28,175.75,120.8,54.95,0.4726
2024-11-29,190.73,95.82,94.91,0.6728
2024-11-30,204.68,123.43,81.25,0.8511
2024-12-01,175.9,98.07,77.83,0.7099
2024-12-02,200.81,110.2,90.61,0.4098
2024-12-03,188.85,118.22,70.63,0.7848
2024-12-04,225.67,127.17,98.5,0.8582
2024-12-05,191.36,135.06,56.3,0.6317
2024-12-06,192.67,105.78,86.89,0.86
2024-12-07,186.27,131.42,54.85,0.5851
2024-12-08,175.66,111.54,64.12,0.621
2024-12-09,165.42,105.96,59.46,0.5549
2024-12-10,201.2,131.68,69.52,0.8011
2024-12-11,181.94,110.71,71.23,0.7047
2024-12-12,168.75,102.79,65.96,0.5565
2024-12-13,169.39,96.02,73.37,0.8694
2024-12-14,217.31,153.5,63.81,0.6707
2024-12-15,210.22,116.3,93.92,0.6354
2024-12-16,221.84,116.62,105.22,0.5921
2024-12-17,185.81,99.38,86.43,0.5621
2024-12-18,212.9,128.57,84.33,0.6504
2024-12-19,157.08,94.99,62.09,0.8968
2024-12-20,219.52,116.21,103.31,0.7105
2024-12-21,191.98,116.77,75.21,0.5657
2024-12-22,198.72,103.28,95.44,0.777
2024-12-23,192.54,121.98,70.56,0.8097
2024-12-24,190.62,102.17,88.45,0.8404
2024-12-25,197.52,106.97,90.55,0.6578
2024-12-26,205.68,112.04,93.64,0.6197
2024-12-27,197.0,114.74,82.26,0.5268
2024-12-28,198.48,137.37,61.11,0.6806
2024-12-29,140.36,71.57,68.79,0.8178
2024-12-30,211.74,127.24,84.5,0.5638
