date,total_kwh,peak_hour_kwh,off_peak_kwh,energy_efficiency_score
2024-10-01,45.87,29.75,16.12,0.5421
2024-10-02,78.49,45.9,32.59,0.5981
2024-10-03,73.5,44.43,29.07,0.7685
2024-10-04,69.24,35.18,34.06,0.5308
2024-10-05,77.71,55.55,22.16,0.5926
2024-10-06,65.65,37.26,28.39,0.6686
2024-10-07,82.41,49.46,32.95,0.9261
2024-10-08,51.61,27.12,24.49,0.851
2024-10-09,57.22,34.45,22.77,0.6845
2024-10-10,58.61,31.08,27.53,0.7526
2024-10-11,63.36,33.97,29.39,0.605
2024-10-12,67.05,44.34,22.71,0.8048
2024-10-13,64.16,42.17,21.99,0.5598
2024-10-14,79.71,55.71,24.0,0.5944
2024-10-15,50.4,27.37,23.03,0.5907
2024-10-16,56.72,32.42,24.3,0.3301
2024-10-17,77.69,44.26,33.43,0.6107
2024-10-18,65.95,44.99,20.96,0.5433
2024-10-19,63.53,37.58,25.95,0.5371
2024-10-20,71.77,46.68,25.09,0.6697
2024-10-21,44.61,23.23,21.38,0.6007
2024-10-22,58.88,38.77,20.11,0.4367
2024-10-23,49.06,27.27,21.79,0.513
2024-10-24,66.25,37.34,28.91,0.7967
2024-10-25,72.63,42.82,29.81,0.7723
2024-10-26,67.46,37.87,29.59,0.8683
2024-10-27,56.82,31.19,25.63,0.9
2024-10-28,71.21,40.86,30.35,0.7603
2024-10-29,53.88,33.37,20.51,0.7411
2024-10-30,67.57,45.14,22.43,0.6938
2024-10-31,56.09,30.69,25.4,0.7494
2024-11-01,69.62,39.07,30.55,0.6575
2024-11-02,50.12,35.4,14.72,0.615
2024-11-03,49.87,30.65,19.22,0.5888
2024-11-04,57.56,38.04,19.52,0.6693
2024-11-05,53.72,32.65,21.07,0.6237
2024-11-06,66.39,41.96,24.43,0.7539
2024-11-07,60.1,37.91,22.19,0.4584
2024-11-08,72.42,40.97,31.45,0.5777
2024-11-09,44.46,27.58,16.88,0.5717
2024-11-10,51.04,31.95,19.09,0.5717
2024-11-11,70.89,49.13,21.76,0.5986
2024-11-12,55.66,37.74,17.92,0.5887
2024-11-13,69.06,41.33,27.73,0.7072
2024-11-14,67.0,40.31,26.69,0.7283
2024-11-15,52.88,34.72,18.16,0.6829
2024-11-16,79.67,56.68,22.99,0.7502
2024-11-17,42.69,28.2,14.49,0.8929
2024-11-18,69.41,39.58,29.83,0.5656
2024-11-19,54.19,31.56,22.63,0.5145
2024-11-20,65.44,46.55,18.89,0.6371
2024-11-21,71.41,47.05,24.36,0.8549
2024-11-22,65.1,43.13,21.97,0.6202
2024-11-23,78.49,48.3,30.19,0.728
2024-11-24,53.05,29.14,23.91,0.5759
2024-11-25,66.87,42.76,24.11,0.6911
2024-11-26,74.82,53.71,21.11,0.4775
2024-11-27,73.85,39.2,34.65,0.5769
2024-11-28,49.48,31.79,17.69,0.5526
2024-11-29,62.97,36.53,26.44,0.7702
2024-11-30,81.22,44.83,36.39,0.569
2024-12-01,46.66,31.91,14.75,0.6074
2024-12-02,53.61,30.51,23.1,0.4856
2024-12-03,61.9,43.96,17.94,0.64
2024-12-04,52.67,28.24,24.43,0.5805
2024-12-05,68.93,36.69,32.24,0.5859
2024-12-06,53.56,36.23,17.33,0.6915
2024-12-07,72.89,46.04,26.85,0.6626
2024-12-08,63.69,36.01,27.68,0.6533
2024-12-09,54.28,34.28,20.0,0.7009
2024-12-10,70.98,48.91,22.07,0.5013
2024-12-11,55.18,29.96,25.22,0.6665
2024-12-12,58.56,33.95,24.61,0.7948
2024-12-13,62.71,36.96,25.75,0.7115
2024-12-14,65.75,42.73,23.02,0.4359
2024-12-15,71.84,46.26,25.58,0.5834
2024-12-16,67.79,41.84,25.95,0.7126
2024-12-17,66.69,35.39,31.3,0.5833
2024-12-18,50.93,27.07,23.86,0.6671
2024-12-19,73.53,52.42,21.11,0.6946
2024-12-20,68.27,48.84,19.43,0.6339
2024-12-21,59.74,36.2,23.54,0.617
2024-12-22,50.87,26.95,23.92,0.4827
2024-12-23,77.91,44.5,33.41,0.6871
2024-12-24,57.62,40.13,17.49,0.6095
2024-12-25,56.59,30.81,25.78,0.6217
2024-12-26,63.55,45.47,18.08,0.5007
2024-12-27,59.77,38.37,21.4,0.6833
2024-12-28,67.67,34.06,33.61,0.6806
2024-12-29,71.67,42.95,28.72,0.657
2024-12-30,54.73,31.7,23.03,0.6909
