date,total_kwh,peak_hour_kwh,off_peak_kwh,energy_efficiency_score
2024-10-01,108.75,62.56,46.19,0.5997
2024-10-02,82.4,50.74,31.66,0.7845
2024-10-03,60.68,32.85,27.83,0.7167
2024-10-04,82.08,57.34,24.74,0.7321
2024-10-05,81.97,43.16,38.81,0.6243
2024-10-06,109.07,65.63,43.44,0.694
2024-10-07,117.87,65.7,52.17,0.7571
2024-10-08,112.7,77.52,35.18,0.6004
2024-10-09,84.17,43.84,40.33,0.9884
2024-10-10,90.21,60.89,29.32,0.7641
2024-10-11,105.53,74.89,30.64,0.902
2024-10-12,64.71,38.56,26.15,0.6905
2024-10-13,99.45,57.12,42.33,0.7397
2024-10-14,95.64,53.25,42.39,0.5002
2024-10-15,106.42,75.44,30.98,0.7616
2024-10-16,80.57,48.12,32.45,0.9311
2024-10-17,109.03,74.17,34.86,0.6682
2024-10-18,93.11,56.44,36.67,0.726
2024-10-19,107.39,71.96,35.43,0.7529
2024-10-20,70.74,48.12,22.62,0.4761
2024-10-21,79.57,47.56,32.01,0.5941
2024-10-22,93.74,58.7,35.04,0.8283
2024-10-23,116.38,77.04,39.34,0.8402
2024-10-24,86.2,49.47,36.73,0.4726
2024-10-25,94.9,66.2,28.7,0.7881
2024-10-26,82.41,45.52,36.89,0.7046
2024-10-27,103.39,73.78,29.61,0.678
2024-10-28,92.89,61.59,31.3,0.7704
2024-10-29,78.42,50.45,27.97,0.626
2024-10-30,75.4,50.9,24.5,0.8142
2024-10-31,100.47,58.59,41.88,0.7112
2024-11-01,95.97,63.23,32.74,0.8281
2024-11-02,69.8,39.24,30.56,0.6355
2024-11-03,89.92,52.92,37.0,0.4971
2024-11-04,87.75,56.79,30.96,0.6896
2024-11-05,99.34,52.91,46.43,0.669
2024-11-06,115.15,59.66,55.49,0.5517
2024-11-07,94.43,60.62,33.81,0.6126
2024-11-08,88.76,51.2,37.56,0.6568
2024-11-09,87.37,45.53,41.84,0.514
2024-11-10,73.53,49.46,24.07,0.6847
2024-11-11,91.67,57.49,34.18,0.6807
2024-11-12,105.36,65.39,39.97,0.6019
2024-11-13,89.41,49.97,39.44,0.6867
2024-11-14,77.9,55.85,22.05,0.6887
2024-11-15,98.05,56.49,41.56,0.5153
2024-11-16,81.44,49.76,31.68,0.7076
2024-11-17,94.18,59.36,34.82,0.475
2024-11-18,107.34,65.01,42.33,0.5686
2024-11-19,105.15,59.34,45.81,0.6169
2024-11-20,83.36,52.61,30.75,0.5681
2024-11-21,111.63,63.07,48.56,0.8296
2024-11-22,111.56,57.75,53.81,0.7484
2024-11-23,92.9,62.97,29.93,0.6865
2024-11-24,71.6,49.33,22.27,0.8616
2024-11-25,72.42,43.13,29.29,0.6067
2024-11-26,105.9,64.33,41.57,0.6543
2024-11-27,93.01,52.16,40.85,0.6181
2024-11-28,99.77,68.57,31.2,0.577
2024-11-29,106.04,62.06,43.98,0.8239
2024-11-30,87.63,57.59,30.04,0.5316
2024-12-01,120.3,83.11,37.19,0.5466
2024-12-02,103.47,60.16,43.31,0.753
2024-12-03,90.89,56.76,34.13,0.5956
2024-12-04,94.1,57.63,36.47,0.8193
2024-12-05,82.45,43.52,38.93,0.7442
2024-12-06,92.23,48.37,43.86,0.5684
2024-12-07,89.59,61.13,28.46,0.6455
2024-12-08,101.09,60.31,40.78,0.5919
2024-12-09,90.48,57.81,32.67,0.6018
2024-12-10,83.25,56.45,26.8,0.7794
2024-12-11,85.9,53.61,32.29,0.7583
2024-12-12,79.71,51.07,28.64,0.4313
2024-12-13,77.9,50.1,27.8,0.704
2024-12-14,74.17,53.0,21.17,0.8842
2024-12-15,116.47,79.86,36.61,0.4987
2024-12-16,102.38,65.07,37.31,0.6031
2024-12-17,99.18,54.62,44.56,0.7175
2024-12-18,101.3,63.55,37.75,0.7744
2024-12-19,78.72,41.6,37.12,0.6744
2024-12-20,83.51,59.07,24.44,0.5052
2024-12-21,86.59,57.54,29.05,0.4735
2024-12-22,111.29,76.23,35.06,0.6252
2024-12-23,90.02,48.59,41.43,0.4891
2024-12-24,95.23,50.92,44.31,0.6838
2024-12-25,96.67,64.43,32.24,0.5754
2024-12-26,75.03,46.24,28.79,0.5301
2024-12-27,89.18,62.1,27.08,0.5072
2024-12-28,78.44,44.84,33.6,0.678
2024-12-29,96.61,50.74,45.87,0.5916
2024-12-30,88.41,59.12,29.29,0.6216
