date,total_kwh,peak_hour_kwh,off_peak_kwh,energy_efficiency_score
2024-10-01,122.39,67.15,55.24,0.5343
2024-10-02,101.49,64.43,37.06,0.5828
2024-10-03,104.3,69.35,34.95,0.5993
2024-10-04,106.61,63.36,43.25,0.7313
2024-10-05,103.59,73.41,30.18,0.9185
2024-10-06,119.02,65.43,53.59,0.8295
2024-10-07,105.18,65.84,39.34,0.6378
2024-10-08,118.23,69.84,48.39,0.639
2024-10-09,83.9,43.58,40.32,0.624
2024-10-10,133.4,94.76,38.64,0.832
2024-10-11,109.64,69.39,40.25,0.7332
2024-10-12,98.44,53.76,44.68,0.7357
2024-10-13,125.55,89.69,35.86,0.6356
2024-10-14,126.25,76.46,49.79,0.7085
2024-10-15,139.4,84.96,54.44,0.4838
2024-10-16,110.33,76.81,33.52,0.5594
2024-10-17,119.9,60.69,59.21,0.4339
2024-10-18,88.99,54.13,34.86,0.6451
2024-10-19,102.04,69.65,32.39,0.7118
2024-10-20,93.1,56.38,36.72,0.6551
2024-10-21,109.95,59.22,50.73,0.7126
2024-10-22,84.58,60.44,24.14,0.6788
2024-10-23,121.43,69.89,51.54,0.7342
2024-10-24,137.66,84.25,53.41,0.4124
2024-10-25,136.99,69.09,67.9,0.5079
2024-10-26,91.65,51.95,39.7,0.8259
2024-10-27,115.02,79.23,35.79,0.7209
2024-10-28,117.97,65.31,52.66,0.6143
2024-10-29,87.6,56.17,31.43,0.6446
2024-10-30,100.37,64.91,35.46,0.6235
2024-10-31,113.62,58.25,55.37,0.6796
2024-11-01,112.25,75.64,36.61,0.6808
2024-11-02,90.16,57.46,32.7,0.785
2024-11-03,99.66,67.89,31.77,0.5643
2024-11-04,96.52,51.16,45.36,0.414
2024-11-05,82.84,51.9,30.94,0.5369
2024-11-06,93.65,55.92,37.73,0.6372
2024-11-07,113.58,80.7,32.88,0.6365
2024-11-08,118.75,83.04,35.71,0.6601
2024-11-09,126.97,86.85,40.12,0.7554
2024-11-10,124.05,80.03,44.02,0.6968
2024-11-11,88.17,46.03,42.14,0.4768
2024-11-12,101.82,56.06,45.76,0.7891
2024-11-13,114.69,74.18,40.51,0.6477
2024-11-14,131.92,73.4,58.52,0.6344
2024-11-15,99.37,64.05,35.32,0.7112
2024-11-16,128.69,70.67,58.02,0.7072
2024-11-17,140.51,81.98,58.53,0.4381
2024-11-18,124.03,82.68,41.35,0.6841
2024-11-19,100.37,56.44,43.93,0.5925
2024-11-20,135.61,97.17,38.44,0.7692
2024-11-21,103.31,65.43,37.88,0.4813
2024-11-22,105.2,69.09,36.11,0.7154
2024-11-23,127.85,82.58,45.27,0.8041
2024-11-24,129.79,67.66,62.13,0.7787
2024-11-25,136.6,72.22,64.38,0.6959
2024-11-26,135.74,93.94,41.8,0.6046
2024-11-27,92.54,53.03,39.51,0.616
2024-11-28,81.93,49.68,32.25,0.6582
2024-11-29,126.2,67.1,59.1,0.5099
2024-11-30,137.55,77.74,59.81,0.4689
2024-12-01,97.85,68.81,29.04,0.6522
2024-12-02,135.74,94.2,41.54,0.5789
2024-12-03,86.77,47.95,38.82,0.6169
2024-12-04,85.11,51.18,33.93,0.5886
2024-12-05,118.53,82.03,36.5,0.8287
2024-12-06,122.3,69.73,52.57,0.6409
2024-12-07,129.72,78.84,50.88,0.4594
2024-12-08,133.33,73.66,59.67,0.9849
2024-12-09,90.4,47.17,43.23,0.8597
2024-12-10,88.52,49.03,39.49,0.5886
2024-12-11,134.17,85.23,48.94,0.7296
2024-12-12,95.77,68.46,27.31,0.6048
2024-12-13,121.45,79.7,41.75,0.6745
2024-12-14,120.53,83.05,37.48,0.6992
2024-12-15,119.31,79.32,39.99,0.7196
2024-12-16,129.92,75.29,54.63,0.4897
2024-12-17,103.83,64.7,39.13,0.759
2024-12-18,102.26,60.43,41.83,0.6123
2024-12-19,138.34,86.5,51.84,0.6843
2024-12-20,86.48,60.71,25.77,0.6151
2024-12-21,139.14,89.78,49.36,0.6992
2024-12-22,118.2,62.67,55.53,0.7331
2024-12-23,130.56,77.75,52.81,0.5343
2024-12-24,117.73,66.21,51.52,0.7196
2024-12-25,122.42,84.33,38.09,0.6452
2024-12-26,83.98,48.24,35.74,0.4773
2024-12-27,93.21,47.23,45.98,0.8214
2024-12-28,109.12,60.79,48.33,0.7899
2024-12-29,96.75,49.03,47.72,0.7543
2024-12-30,136.6,98.3,38.3,0.6816
