date,total_kwh,peak_hour_kwh,off_peak_kwh,energy_efficiency_score
2024-10-01,40.29,22.78,17.51,0.9301
2024-10-02,48.97,25.76,23.21,0.7049
2024-10-03,56.16,29.93,26.23,0.5784
2024-10-04,40.86,20.62,20.24,0.8367
2024-10-05,37.22,19.61,17.61,0.6328
2024-10-06,59.11,32.05,27.06,0.2991
2024-10-07,57.57,40.28,17.29,0.6733
2024-10-08,49.24,28.65,20.59,0.8248
2024-10-09,63.43,32.19,31.24,0.622
2024-10-10,32.41,22.19,10.22,0.4697
2024-10-11,56.64,31.92,24.72,0.7592
2024-10-12,59.06,39.84,19.22,0.7037
2024-10-13,63.26,41.83,21.43,0.9307
2024-10-14,44.41,24.31,20.1,0.6692
2024-10-15,40.98,29.12,11.86,0.6454
2024-10-16,44.96,28.97,15.99,0.5609
2024-10-17,43.7,24.62,19.08,0.4214
2024-10-18,48.92,31.42,17.5,0.9409
2024-10-19,38.79,27.89,10.9,0.5834
2024-10-20,48.2,29.86,18.34,0.7352
2024-10-21,50.66,31.37,19.29,0.8059
2024-10-22,37.3,25.46,11.84,0.7072
2024-10-23,44.46,24.59,19.87,0.7147
2024-10-24,62.28,44.48,17.8,0.5183
2024-10-25,54.67,34.66,20.01,0.5072
2024-10-26,36.3,20.5,15.8,0.6023
2024-10-27,40.75,25.3,15.45,0.5053
2024-10-28,39.62,20.24,19.38,0.7707
2024-10-29,44.9,27.34,17.56,0.6743
2024-10-30,34.06,22.79,11.27,0.8093
2024-10-31,58.26,35.34,22.92,0.476
2024-11-01,54.35,27.38,26.97,0.6053
2024-11-02,36.69,25.35,11.34,0.5732
2024-11-03,35.25,24.25,11.0,0.6137
2024-11-04,35.17,19.15,16.02,0.7446
2024-11-05,45.93,29.87,16.06,0.6289
2024-11-06,39.73,27.24,12.49,0.7695
2024-11-07,54.35,29.78,24.57,0.6052
2024-11-08,61.04,35.36,25.68,0.5482
2024-11-09,58.07,39.68,18.39,0.6531
2024-11-10,46.66,23.62,23.04,0.736
2024-11-11,44.36,26.51,17.85,0.6426
2024-11-12,60.14,30.58,29.56,0.5772
2024-11-13,56.36,34.46,21.9,0.8658
2024-11-14,42.99,30.27,12.72,0.627
2024-11-15,56.52,39.75,16.77,0.4632
2024-11-16,60.23,34.68,25.55,0.607
2024-11-17,59.07,35.47,23.6,0.6105
2024-11-18,43.25,25.81,17.44,0.6851
2024-11-19,57.71,32.06,25.65,0.6463
2024-11-20,55.18,34.03,21.15,0.9021
2024-11-21,57.37,40.23,17.14,0.5443
2024-11-22,54.22,34.34,19.88,0.7058
2024-11-23,48.07,29.89,18.18,0.4941
2024-11-24,60.6,40.99,19.61,0.7256
2024-11-25,45.02,31.0,14.02,0.4581
2024-11-26,37.12,23.14,13.98,0.4553
2024-11-27,49.83,27.84,21.99,0.6469
2024-11-28,42.36,21.67,20.69,0.8276
2024-11-29,37.59,26.32,11.27,0.7384
2024-11-30,35.82,22.15,13.67,0.912
2024-12-01,58.72,40.91,17.81,0.7106
2024-12-02,45.45,25.67,19.78,0.6
2024-12-03,43.03,21.97,21.06,0.6642
2024-12-04,47.49,28.37,19.12,0.7517
2024-12-05,36.76,25.47,11.29,0.6485
2024-12-06,52.98,30.85,22.13,0.4931
2024-12-07,55.37,34.54,20.83,0.5082
2024-12-08,37.92,22.87,15.05,0.6259
2024-12-09,34.14,24.48,9.66,0.6842
2024-12-10,36.91,23.84,13.07,0.6829
2024-12-11,60.03,42.83,17.2,0.6771
2024-12-12,58.09,41.15,16.94,0.5728
2024-12-13,64.99,42.86,22.13,0.5246
2024-12-14,47.89,32.42,15.47,0.6858
2024-12-15,57.55,40.94,16.61,0.7635
2024-12-16,59.76,39.21,20.55,0.6064
2024-12-17,40.19,21.54,18.65,0.469
2024-12-18,34.17,19.8,14.37,0.7532
2024-12-19,58.36,41.21,17.15,0.7006
2024-12-20,35.4,21.25,14.15,0.7141
2024-12-21,47.56,30.16,17.4,0.7521
2024-12-22,57.38,35.8,21.58,0.7443
2024-12-23,43.61,29.01,14.6,0.6473
2024-12-24,47.93,32.91,15.02,0.5787
2024-12-25,49.11,27.3,21.81,0.4817
2024-12-26,55.55,30.39,25.16,0.6051
2024-12-27,56.84,36.95,19.89,0.5979
2024-12-28,38.4,25.09,13.31,0.5566
2024-12-29,56.42,37.67,18.75,0.7151
2024-12-30,42.15,29.8,12.35,0.5222
