date,total_kwh,peak_hour_kwh,off_peak_kwh,energy_efficiency_score
2024-10-01,34.67,19.06,15.61,0.4195
2024-10-02,45.89,28.57,17.32,0.7792
2024-10-03,50.21,26.67,23.54,0.6286
2024-10-04,55.99,30.5,25.49,0.6685
2024-10-05,56.83,29.65,27.18,0.7011
2024-10-06,61.22,35.98,25.24,0.8061
2024-10-07,46.38,28.12,18.26,0.9021
2024-10-08,39.19,25.45,13.74,0.5697
2024-10-09,34.48,19.05,15.43,0.557
2024-10-10,39.7,26.23,13.47,0.6794
2024-10-11,44.81,31.13,13.68,0.6515
2024-10-12,47.36,30.82,16.54,0.4485
2024-10-13,39.85,27.66,12.19,0.6275
2024-10-14,40.4,23.17,17.23,0.3776
2024-10-15,58.71,38.16,20.55,0.4693
2024-10-16,54.02,34.11,19.91,0.6418
2024-10-17,46.59,23.91,22.68,0.6204
2024-10-18,43.63,24.8,18.83,0.5662
2024-10-19,56.29,35.71,20.58,0.6686
2024-10-20,65.15,36.22,28.93,0.6664
2024-10-21,57.9,34.27,23.63,0.6117
2024-10-22,41.23,21.41,19.82,0.8124
2024-10-23,38.34,21.48,16.86,0.6421
2024-10-24,43.55,25.51,18.04,0.5719
2024-10-25,51.73,33.78,17.95,0.4987
2024-10-26,41.62,21.83,19.79,0.6114
2024-10-27,60.79,36.51,24.28,0.5312
2024-10-28,49.88,34.3,15.58,0.6338
2024-10-29,34.99,19.33,15.66,0.7676
2024-10-30,50.32,33.82,16.5,0.4903
2024-10-31,44.71,24.37,20.34,0.3909
2024-11-01,59.66,36.05,23.61,0.7348
2024-11-02,59.98,35.11,24.87,0.6313
2024-11-03,35.62,20.87,14.75,0.5101
2024-11-04,57.2,29.82,27.38,0.7901
2024-11-05,52.78,31.07,21.71,0.5797
2024-11-06,58.0,30.87,27.13,0.8312
2024-11-07,59.51,33.55,25.96,0.6599
2024-11-08,51.47,27.92,23.55,0.6161
2024-11-09,32.29,16.82,15.47,0.5733
2024-11-10,54.78,30.02,24.76,0.7596
2024-11-11,57.71,40.7,17.01,0.8387
2024-11-12,36.75,26.0,10.75,0.654
2024-11-13,57.78,39.18,18.6,0.8631
2024-11-14,62.75,41.8,20.95,0.7244
2024-11-15,56.01,28.09,27.92,0.5511
2024-11-16,62.12,32.31,29.81,0.805
2024-11-17,56.18,29.24,26.94,0.6132
2024-11-18,30.47,19.3,11.17,0.6616
2024-11-19,48.25,34.08,14.17,0.5413
2024-11-20,52.11,34.9,17.21,0.7198
2024-11-21,42.75,24.19,18.56,0.7074
2024-11-22,40.4,24.6,15.8,0.7751
2024-11-23,36.3,18.97,17.33,0.6096
2024-11-24,51.06,30.34,20.72,0.5695
2024-11-25,48.03,25.41,22.62,0.586
2024-11-26,35.64,23.26,12.38,0.6058
2024-11-27,35.19,24.9,10.29,0.613
2024-11-28,39.36,23.22,16.14,0.6237
2024-11-29,55.45,37.24,18.21,0.7873
2024-11-30,43.69,27.5,16.19,0.657
2024-12-01,46.39,31.57,14.82,0.6218
2024-12-02,40.32,24.98,15.34,0.8228
2024-12-03,44.37,22.2,22.17,0.6337
2024-12-04,39.72,21.07,18.65,0.793
2024-12-05,49.84,28.44,21.4,0.5079
2024-12-06,38.31,27.53,10.78,0.6694
2024-12-07,37.68,24.23,13.45,0.6308
2024-12-08,44.09,27.04,17.05,0.6425
2024-12-09,45.87,32.27,13.6,0.5599
2024-12-10,39.67,21.19,18.48,0.7139
2024-12-11,37.37,20.67,16.7,0.4423
2024-12-12,35.23,22.36,12.87,0.6603
2024-12-13,45.97,24.15,21.82,0.7192
2024-12-14,34.82,22.55,12.27,0.4849
2024-12-15,58.17,39.03,19.14,0.866
2024-12-16,54.89,34.96,19.93,0.5926
2024-12-17,59.85,34.86,24.99,0.5169
2024-12-18,43.23,23.81,19.42,0.5334
2024-12-19,60.29,37.57,22.72,0.4978
2024-12-20,53.83,33.98,19.85,0.527
2024-12-21,51.3,30.57,20.73,0.7404
2024-12-22,45.38,23.2,22.18,0.6831
2024-12-23,60.38,35.24,25.14,0.423
2024-12-24,56.72,32.84,23.88,0.656
2024-12-25,33.95,18.12,15.83,0.4791
2024-12-26,57.08,39.57,17.51,0.8305
2024-12-27,30.32,21.61,8.71,0.68
2024-12-28,37.78,27.15,10.63,0.4598
2024-12-29,48.13,33.23,14.9,0.5315
2024-12-30,35.85,24.53,11.32,0.4234
