date,total_kwh,peak_hour_kwh,off_peak_kwh,energy_efficiency_score
2024-10-01,79.69,39.85,39.84,0.6655
2024-10-02,91.98,59.73,32.25,0.7519
2024-10-03,84.41,44.72,39.69,0.5373
2024-10-04,108.26,69.51,38.75,0.604
2024-10-05,88.59,60.74,27.85,0.5585
2024-10-06,100.52,60.73,39.79,0.6253
2024-10-07,87.01,44.5,42.51,0.4729
2024-10-08,91.62,46.79,44.83,0.4521
2024-10-09,93.05,60.02,33.03,0.7181
2024-10-10,112.28,73.44,38.84,0.3631
2024-10-11,74.21,41.3,32.91,0.595
2024-10-12,72.96,44.92,28.04,0.6725
2024-10-13,105.88,72.3,33.58,0.7017
2024-10-14,102.65,51.73,50.92,0.5685
2024-10-15,79.01,56.36,22.65,0.7885
2024-10-16,93.78,63.95,29.83,0.4649
2024-10-17,73.46,46.51,26.95,0.5549
2024-10-18,116.56,72.23,44.33,0.7226
2024-10-19,100.41,68.93,31.48,0.5433
2024-10-20,94.79,63.52,31.27,0.6273
2024-10-21,104.64,66.68,37.96,0.7443
2024-10-22,86.03,47.42,38.61,0.5862
2024-10-23,79.22,45.0,34.22,0.558
2024-10-24,103.64,70.09,33.55,0.6908
2024-10-25,92.92,61.83,31.09,0.6779
2024-10-26,105.34,69.28,36.06,0.655
2024-10-27,81.8,45.69,36.11,0.6579
2024-10-28,88.52,54.57,33.95,0.9024
2024-10-29,101.44,63.64,37.8,0.7704
2024-10-30,83.9,46.64,37.26,0.734
2024-10-31,96.67,67.17,29.5,0.77
2024-11-01,77.03,39.82,37.21,0.6341
2024-11-02,86.5,59.18,27.32,0.5483
2024-11-03,91.52,47.84,43.68,0.6517
2024-11-04,89.28,51.78,37.5,0.7795
2024-11-05,76.52,54.53,21.99,0.5725
2024-11-06,82.01,46.72,35.29,0.7224
2024-11-07,98.61,59.5,39.11,0.7892
2024-11-08,74.51,37.9,36.61,0.6197
2024-11-09,107.45,62.58,44.87,0.7154
2024-11-10,74.24,49.71,24.53,0.6151
2024-11-11,100.21,70.08,30.13,0.6222
2024-11-12,73.98,39.78,34.2,0.6354
2024-11-13,85.25,54.57,30.68,0.8402
2024-11-14,102.06,56.26,45.8,0.578
2024-11-15,103.75,67.81,35.94,0.4539
2024-11-16,95.55,61.51,34.04,0.6596
2024-11-17,93.33,50.9,42.43,0.7664
2024-11-18,96.79,56.72,40.07,0.7852
2024-11-19,92.52,50.41,42.11,0.6477
2024-11-20,91.19,49.15,42.04,0.6096
2024-11-21,96.43,53.89,42.54,0.7628
2024-11-22,114.02,66.13,47.89,0.5852
2024-11-23,93.53,67.11,26.42,0.4781
2024-11-24,84.28,51.93,32.35,0.7344
2024-11-25,100.72,53.37,47.35,0.6213
2024-11-26,97.36,60.98,36.38,0.5797
2024-11-27,82.12,49.59,32.53,0.4138
2024-11-28,77.64,51.5,26.14,0.7287
2024-11-29,111.93,66.36,45.57,0.8393
2024-11-30,71.64,41.38,30.26,0.5576
2024-12-01,108.05,62.56,45.49,0.694
2024-12-02,93.07,46.58,46.49,0.9169
2024-12-03,106.67,61.03,45.64,0.5498
2024-12-04,85.23,60.7,24.53,0.7036
2024-12-05,96.23,66.74,29.49,0.6761
2024-12-06,120.26,63.06,57.2,0.6709
2024-12-07,97.12,59.84,37.28,0.5947
2024-12-08,108.74,59.42,49.32,0.7741
2024-12-09,94.08,58.19,35.89,0.7735
2024-12-10,89.77,59.72,30.05,0.6772
2024-12-11,80.18,46.44,33.74,0.6248
2024-12-12,87.44,62.74,24.7,0.6274
2024-12-13,98.24,68.6,29.64,0.5788
2024-12-14,91.99,65.42,26.57,0.8327
2024-12-15,87.42,53.02,34.4,0.6227
2024-12-16,74.99,45.01,29.98,0.658
2024-12-17,93.48,54.32,39.16,0.6322
2024-12-18,101.54,50.86,50.68,0.7802
2024-12-19,95.85,54.97,40.88,0.7801
2024-12-20,85.93,59.6,26.33,0.8999
2024-12-21,83.4,52.19,31.21,0.5275
2024-12-22,97.49,52.71,44.78,0.6736
2024-12-23,98.89,52.73,46.16,0.5295
2024-12-24,87.38,54.62,32.76,0.6759
2024-12-25,117.58,68.08,49.5,0.6351
2024-12-26,81.09,48.47,32.62,0.7592
2024-12-27,80.13,49.77,30.36,0.8112
2024-12-28,82.72,48.83,33.89,0.6325
2024-12-29,94.25,62.08,32.17,0.5972
2024-12-30,105.72,60.31,45.41,0.5914
