date,total_kwh,peak_hour_kwh,off_peak_kwh,energy_efficiency_score
2024-10-01,72.09,48.6,23.49,0.4923
2024-10-02,64.47,33.91,30.56,0.664
2024-10-03,70.91,37.87,33.04,0.6214
2024-10-04,65.11,39.27,25.84,0.71
2024-10-05,53.2,34.16,19.04,0.7297
2024-10-06,72.53,52.14,20.39,0.4972
2024-10-07,76.8,47.24,29.56,0.674
2024-10-08,61.99,32.56,29.43,0.6569
2024-10-09,50.29,26.24,24.05,0.6763
2024-10-10,56.65,33.14,23.51,0.7584
2024-10-11,46.61,30.58,16.03,0.494
2024-10-12,44.35,25.09,19.26,0.5954
2024-10-13,60.21,40.17,20.04,0.5661
2024-10-14,77.33,54.94,22.39,0.58
2024-10-15,67.21,44.05,23.16,0.7077
2024-10-16,55.91,30.41,25.5,0.7493
2024-10-17,75.64,48.79,26.85,0.7464
2024-10-18,62.74,42.66,20.08,0.6457
2024-10-19,61.41,40.75,20.66,0.6328
2024-10-20,56.8,29.08,27.72,0.6569
2024-10-21,73.01,52.29,20.72,0.5696
2024-10-22,57.22,35.68,21.54,0.5797
2024-10-23,48.54,27.0,21.54,0.7669
2024-10-24,58.38,31.32,27.06,0.6205
2024-10-25,65.18,37.85,27.33,0.7545
2024-10-26,54.05,38.11,15.94,0.4368
2024-10-27,42.53,28.06,14.47,0.6571
2024-10-28,67.59,35.37,32.22,0.5323
2024-10-29,57.87,38.78,19.09,0.6592
2024-10-30,45.44,31.98,13.46,0.5566
2024-10-31,49.63,33.97,15.66,0.524
2024-11-01,63.61,34.72,28.89,0.7171
2024-11-02,76.71,40.41,36.3,0.4127
2024-11-03,75.61,47.29,28.32,0.4769
2024-11-04,63.72,43.85,19.87,0.5039
2024-11-05,62.77,44.88,17.89,0.7231
2024-11-06,70.57,39.09,31.48,0.7396
2024-11-07,62.36,43.96,18.4,0.6117
2024-11-08,56.01,36.84,19.17,0.7638
2024-11-09,73.53,44.69,28.84,0.4564
2024-11-10,46.37,30.39,15.98,0.4946
2024-11-11,68.04,47.28,20.76,0.4567
2024-11-12,82.49,48.31,34.18,0.6142
2024-11-13,60.95,34.0,26.95,0.783
2024-11-14,59.74,39.31,20.43,0.7573
2024-11-15,65.78,44.78,21.0,0.9389
2024-11-16,55.21,38.49,16.72,0.8617
2024-11-17,48.38,33.08,15.3,0.9514
2024-11-18,69.55,39.09,30.46,0.5145
2024-11-19,43.08,23.09,19.99,0.7493
2024-11-20,57.31,34.62,22.69,0.601
2024-11-21,79.62,49.19,30.43,0.9597
2024-11-22,77.76,43.01,34.75,0.5828
2024-11-23,77.68,42.55,35.13,0.337
2024-11-24,71.25,45.12,26.13,0.926
2024-11-25,60.74,37.93,22.81,0.6712
2024-11-26,74.37,38.36,36.01,0.6585
2024-11-27,61.04,43.32,17.72,0.685
2024-11-28,64.02,40.54,23.48,0.736
2024-11-29,63.73,42.83,20.9,0.7084
2024-11-30,47.23,33.22,14.01,0.6321
2024-12-01,55.15,37.68,17.47,0.607
2024-12-02,66.79,35.24,31.55,0.7713
2024-12-03,73.32,49.68,23.64,0.6242
2024-12-04,59.11,34.48,24.63,0.4389
2024-12-05,74.37,51.06,23.31,0.6184
2024-12-06,56.2,39.47,16.73,0.6886
2024-12-07,64.53,38.47,26.06,0.9544
2024-12-08,59.7,36.07,23.63,0.4755
2024-12-09,76.73,38.81,37.92,0.4685
2024-12-10,58.05,37.63,20.42,0.4697
2024-12-11,66.01,42.8,23.21,0.7796
2024-12-12,66.16,42.37,23.79,0.7261
2024-12-13,65.24,34.68,30.56,0.5802
2024-12-14,56.38,36.46,19.92,0.4676
2024-12-15,65.54,41.55,23.99,0.7593
2024-12-16,48.01,33.9,14.11,0.605
2024-12-17,63.82,38.01,25.81,0.5375
2024-12-18,47.4,24.46,22.94,0.7177
2024-12-19,49.29,32.72,16.57,0.6118
2024-12-20,62.32,37.94,24.38,0.9509
2024-12-21,46.1,27.16,18.94,0.6511
2024-12-22,67.49,39.27,28.22,0.7776
2024-12-23,82.51,57.3,25.21,0.5992
2024-12-24,72.67,44.68,27.99,0.505
2024-12-25,47.52,33.94,13.58,0.6621
2024-12-26,58.17,29.88,28.29,0.6946
2024-12-27,61.48,38.74,22.74,0.7719
2024-12-28,66.07,40.72,25.35,0.6753
2024-12-29,70.57,40.32,30.25,0.5755
2024-12-30,67.62,37.05,30.57,0.6583
