date,total_kwh,peak_hour_kwh,off_peak_kwh,energy_efficiency_score
2024-10-01,47.45,25.49,21.96,0.99
2024-10-02,51.0,35.69,15.31,0.5326
2024-10-03,54.92,32.71,22.21,0.9453
2024-10-04,51.42,26.51,24.91,0.5033
2024-10-05,56.66,40.76,15.9,0.5109
2024-10-06,59.94,36.73,23.21,0.6327
2024-10-07,31.64,21.16,10.48,0.5409
2024-10-08,40.49,24.24,16.25,0.6873
2024-10-09,37.99,23.82,14.17,0.508
2024-10-10,46.75,28.06,18.69,0.8111
2024-10-11,61.29,41.38,19.91,0.6851
2024-10-12,42.22,22.55,19.67,0.5266
2024-10-13,46.81,24.13,22.68,0.6124
2024-10-14,54.15,35.19,18.96,0.7982
2024-10-15,32.78,17.67,15.11,0.8352
2024-10-16,35.87,22.41,13.46,0.7619
2024-10-17,33.49,24.06,9.43,0.6895
2024-10-18,40.58,20.32,20.26,0.7302
2024-10-19,44.47,29.45,15.02,0.6428
2024-10-20,48.9,33.68,15.22,0.7896
2024-10-21,56.85,30.57,26.28,0.8007
2024-10-22,51.63,29.02,22.61,0.6601
2024-10-23,38.15,25.89,12.26,0.7713
2024-10-24,40.37,24.04,16.33,0.5277
2024-10-25,34.34,17.27,17.07,0.5606
2024-10-26,54.5,33.99,20.51,0.5459
2024-10-27,59.93,34.98,24.95,0.6425
2024-10-28,50.25,32.88,17.37,0.6146
2024-10-29,54.69,28.96,25.73,0.6394
2024-10-30,55.68,32.99,22.69,0.646
2024-10-31,60.41,38.97,21.44,0.5007
2024-11-01,57.89,41.4,16.49,0.7307
2024-11-02,39.81,21.21,18.6,0.7022
2024-11-03,39.87,25.33,14.54,0.7157
2024-11-04,35.01,21.13,13.88,0.4792
2024-11-05,58.92,41.97,16.95,0.8605
2024-11-06,40.81,29.07,11.74,0.5991
2024-11-07,47.86,30.82,17.04,0.6592
2024-11-08,42.26,25.68,16.58,0.7054
2024-11-09,39.69,22.59,17.1,0.6796
2024-11-10,38.17,24.52,13.65,0.5767
2024-11-11,33.18,23.07,10.11,0.5831
2024-11-12,37.03,18.87,18.16,0.7384
2024-11-13,32.97,16.51,16.46,0.3889
2024-11-14,35.95,24.53,11.42,0.5729
2024-11-15,46.63,28.89,17.74,0.5897
2024-11-16,43.38,22.92,20.46,0.7241
2024-11-17,33.5,20.75,12.75,0.8864
2024-11-18,41.97,29.14,12.83,0.8148
2024-11-19,57.09,31.81,25.28,0.7749
2024-11-20,42.65,27.92,14.73,0.6076
2024-11-21,30.65,15.83,14.82,0.5516
2024-11-22,38.93,27.05,11.88,0.498
2024-11-23,35.57,17.95,17.62,0.6373
2024-11-24,48.25,33.87,14.38,0.649
2024-11-25,50.92,32.34,18.58,0.5658
2024-11-26,39.81,21.23,18.58,0.5618
2024-11-27,37.23,21.77,15.46,0.6559
2024-11-28,64.74,34.53,30.21,0.6538
2024-11-29,50.06,31.5,18.56,0.5428
2024-11-30,45.3,29.96,15.34,0.3623
2024-12-01,37.91,21.95,15.96,0.7665
2024-12-02,59.95,31.41,28.54,0.6586
2024-12-03,47.27,24.99,22.28,0.7693
2024-12-04,35.19,24.57,10.62,0.448
2024-12-05,60.53,41.95,18.58,0.4909
2024-12-06,48.01,29.24,18.77,0.7457
2024-12-07,55.55,30.42,25.13,0.6886
2024-12-08,51.47,32.92,18.55,0.613
2024-12-09,37.25,22.47,14.78,0.6873
2024-12-10,36.45,20.43,16.02,0.6411
2024-12-11,42.39,27.31,15.08,0.7919
2024-12-12,53.99,28.03,25.96,0.587
2024-12-13,53.17,26.69,26.48,0.5761
2024-12-14,43.32,22.13,21.19,0.5644
2024-12-15,45.38,29.84,15.54,0.8016
2024-12-16,38.25,23.62,14.63,0.5653
2024-12-17,53.65,38.36,15.29,0.8432
2024-12-18,44.79,29.33,15.46,0.7327
2024-12-19,37.22,18.63,18.59,0.4931
2024-12-20,44.05,23.11,20.94,0.7629
2024-12-21,34.0,22.93,11.07,0.5372
2024-12-22,53.98,27.04,26.94,0.5558
2024-12-23,46.21,31.21,15.0,0.4426
2024-12-24,40.52,24.08,16.44,0.5795
2024-12-25,33.02,19.91,13.11,0.5167
2024-12-26,46.44,32.63,13.81,0.5647
2024-12-27,42.94,27.42,15.52,0.5239
2024-12-28,46.78,27.0,19.78,0.7546
2024-12-29,44.66,25.94,18.72,0.746
2024-12-30,32.62,23.11,9.51,0.6954
