date,total_kwh,peak_hour_kwh,off_peak_kwh,energy_efficiency_score
2024-10-01,48.81,24.47,24.34,0.6782
2024-10-02,40.31,22.18,18.13,0.6506
2024-10-03,39.33,22.92,16.41,0.3854
2024-10-04,39.55,26.18,13.37,0.7923
2024-10-05,54.71,29.31,25.4,0.7638
2024-10-06,36.1,20.26,15.84,0.8577
2024-10-07,38.05,23.99,14.06,0.6593
2024-10-08,56.52,39.56,16.96,0.5833
2024-10-09,32.83,22.56,10.27,0.8278
2024-10-10,57.33,31.31,26.02,0.8223
2024-10-11,55.27,39.36,15.91,0.603
2024-10-12,41.83,26.84,14.99,0.6932
2024-10-13,42.25,24.7,17.55,0.6744
2024-10-14,43.66,27.82,15.84,0.7662
2024-10-15,54.21,33.89,20.32,0.8277
2024-10-16,37.76,26.39,11.37,0.7881
2024-10-17,30.71,18.8,11.91,0.6255
2024-10-18,29.34,14.93,14.41,0.6257
2024-10-19,33.23,19.85,13.38,0.5069
2024-10-20,55.8,38.05,17.75,0.6683
2024-10-21,33.93,22.15,11.78,0.6712
2024-10-22,46.09,30.25,15.84,0.4383
2024-10-23,33.92,24.16,9.76,0.7152
2024-10-24,37.84,23.6,14.24,0.6849
2024-10-25,52.61,33.99,18.62,0.6429
2024-10-26,46.99,29.63,17.36,0.552
2024-10-27,31.94,22.05,9.89,0.4779
2024-10-28,35.44,22.91,12.53,0.6309
2024-10-29,48.13,30.1,18.03,0.4213
2024-10-30,51.7,28.32,23.38,0.5159
2024-10-31,56.03,39.17,16.86,0.7858
2024-11-01,42.55,29.41,13.14,0.5642
2024-11-02,41.18,21.05,20.13,0.8929
2024-11-03,52.84,29.55,23.29,0.6649
2024-11-04,39.03,25.1,13.93,0.8704
2024-11-05,37.6,25.9,11.7,0.6375
2024-11-06,41.34,20.8,20.54,0.5403
2024-11-07,36.02,22.36,13.66,0.6843
2024-11-08,49.25,30.19,19.06,0.6153
2024-11-09,53.53,33.39,20.14,0.63
2024-11-10,51.68,35.27,16.41,0.7656
2024-11-11,54.06,38.65,15.41,0.5817
2024-11-12,40.78,26.33,14.45,0.62
2024-11-13,42.43,29.25,13.18,0.778
2024-11-14,46.39,33.3,13.09,0.5438
2024-11-15,38.23,26.16,12.07,0.6095
2024-11-16,45.12,28.37,16.75,0.3031
2024-11-17,44.14,25.38,18.76,0.513
2024-11-18,45.49,29.86,15.63,0.6083
2024-11-19,29.99,15.41,14.58,0.3695
2024-11-20,31.51,19.69,11.82,0.904
2024-11-21,49.92,25.72,24.2,0.6647
2024-11-22,41.47,27.06,14.41,0.7506
2024-11-23,39.57,20.81,18.76,0.6765
2024-11-24,55.92,30.55,25.37,0.756
2024-11-25,31.1,20.48,10.62,0.8222
2024-11-26,47.17,23.82,23.35,0.5966
2024-11-27,31.7,18.62,13.08,0.752
2024-11-28,48.58,29.36,19.22,0.6473
2024-11-29,32.01,20.05,11.96,0.8951
2024-11-30,33.44,18.02,15.42,0.5465
2024-12-01,55.9,37.83,18.07,0.8509
2024-12-02,32.24,20.17,12.07,0.5502
2024-12-03,52.76,27.85,24.91,0.6247
2024-12-04,54.5,32.91,21.59,0.6577
2024-12-05,38.02,20.14,17.88,0.4402
2024-12-06,60.66,30.46,30.2,0.7163
2024-12-07,36.62,24.04,12.58,0.7095
2024-12-08,41.3,26.18,15.12,0.5358
2024-12-09,35.5,19.92,15.58,0.4233
2024-12-10,55.93,31.48,24.45,0.6496
2024-12-11,25.97,14.5,11.47,0.659
2024-12-12,54.32,32.53,21.79,0.651
2024-12-13,27.61,18.65,8.96,0.6153
2024-12-14,48.02,34.22,13.8,0.5472
2024-12-15,44.48,27.64,16.84,0.4448
2024-12-16,60.26,40.97,19.29,0.5383
2024-12-17,36.95,21.55,15.4,0.5491
2024-12-18,30.73,16.08,14.65,0.5874
2024-12-19,45.2,27.46,17.74,0.8367
2024-12-20,34.72,21.07,13.65,0.608
2024-12-21,33.22,22.77,10.45,0.9111
2024-12-22,48.2,32.06,16.14,0.7543
2024-12-23,46.47,30.18,16.29,0.3652
2024-12-24,39.55,27.53,12.02,0.6893
2024-12-25,49.62,26.87,22.75,0.7593
2024-12-26,46.74,26.64,20.1,0.5021
2024-12-27,35.45,21.46,13.99,0.6857
2024-12-28,36.73,21.27,15.46,0.5919
2024-12-29,46.69,29.2,17.49,0.6595
2024-12-30,34.39,21.34,13.05,0.5656
