date,total_kwh,peak_hour_kwh,off_peak_kwh,energy_efficiency_score
2024-10-01,95.14,62.61,32.53,0.5465
2024-10-02,64.74,35.61,29.13,0.5808
2024-10-03,91.37,55.45,35.92,0.5157
2024-10-04,92.41,62.6,29.81,0.8263
2024-10-05,107.42,77.3,30.12,0.5454
2024-10-06,101.14,67.72,33.42,0.7042
2024-10-07,95.98,67.43,28.55,0.7582
2024-10-08,94.19,53.04,41.15,0.7511
2024-10-09,105.09,57.43,47.66,0.6079
2024-10-10,80.33,48.37,31.96,0.6617
2024-10-11,101.18,69.5,31.68,0.7501
2024-10-12,91.1,49.23,41.87,0.601
2024-10-13,73.44,51.89,21.55,0.817
2024-10-14,90.29,45.5,44.79,0.5696
2024-10-15,73.36,42.35,31.01,0.6932
2024-10-16,116.09,66.21,49.88,0.7144
2024-10-17,77.74,43.23,34.51,0.7435
2024-10-18,73.3,47.29,26.01,0.6873
2024-10-19,97.61,65.93,31.68,0.7146
2024-10-20,97.38,57.54,39.84,0.8061
2024-10-21,105.78,61.02,44.76,0.7503
2024-10-22,87.0,47.15,39.85,0.6659
2024-10-23,92.15,47.34,44.81,0.6899
2024-10-24,81.06,48.78,32.28,0.6442
2024-10-25,93.41,54.8,38.61,0.6007
2024-10-26,86.81,48.82,37.99,0.7867
2024-10-27,72.3,40.28,32.02,0.5674
2024-10-28,85.43,53.16,32.27,0.5681
2024-10-29,70.65,39.87,30.78,0.5816
2024-10-30,100.0,56.86,43.14,0.8385
2024-10-31,74.42,50.66,23.76,0.5524
2024-11-01,107.91,65.76,42.15,0.616
2024-11-02,94.66,48.01,46.65,0.5128
2024-11-03,86.45,49.92,36.53,0.6325
2024-11-04,96.38,61.92,34.46,0.6169
2024-11-05,95.49,59.98,35.51,0.4893
2024-11-06,89.37,46.12,43.25,0.8047
2024-11-07,80.2,47.88,32.32,0.6912
2024-11-08,61.95,42.72,19.23,0.5602
2024-11-09,93.85,56.27,37.58,0.6034
2024-11-10,78.62,52.07,26.55,0.5602
2024-11-11,94.16,59.29,34.87,0.7151
2024-11-12,101.18,62.2,38.98,0.7991
2024-11-13,94.77,56.2,38.57,0.6565
2024-11-14,107.47,58.58,48.89,0.8469
2024-11-15,93.51,47.54,45.97,0.6053
2024-11-16,121.26,68.19,53.07,0.7038
2024-11-17,93.44,60.48,32.96,0.7598
2024-11-18,69.97,46.06,23.91,0.4583
2024-11-19,91.05,55.13,35.92,0.6033
2024-11-20,110.58,60.49,50.09,0.7065
2024-11-21,110.54,69.85,40.69,0.6088
2024-11-22,99.77,54.88,44.89,0.689
2024-11-23,76.58,52.94,23.64,0.5308
2024-11-24,93.73,61.38,32.35,0.561
2024-11-25,99.53,68.67,30.86,0.4875
2024-11-26,76.79,52.41,24.38,0.6888
2024-11-27,90.25,55.11,35.14,0.6928
2024-11-28,108.76,68.5,40.26,0.7579
2024-11-29,101.85,67.63,34.22,0.7946
2024-11-30,76.66,46.17,30.49,0.7765
2024-12-01,91.35,52.83,38.52,0.6547
2024-12-02,75.5,40.79,34.71,0.8613
2024-12-03,81.59,45.81,35.78,0.6045
2024-12-04,99.96,64.72,35.24,0.6528
2024-12-05,80.85,42.52,38.33,0.6685
2024-12-06,106.0,61.86,44.14,0.7687
2024-12-07,94.62,66.69,27.93,0.6616
2024-12-08,105.38,66.98,38.4,0.6717
2024-12-09,90.69,63.05,27.64,0.5217
2024-12-10,77.1,51.94,25.16,0.7549
2024-12-11,108.9,59.6,49.3,0.6785
2024-12-12,81.18,48.66,32.52,0.4789
2024-12-13,89.64,45.48,44.16,0.7915
2024-12-14,108.1,57.75,50.35,0.8551
2024-12-15,102.35,53.0,49.35,0.3595
2024-12-16,70.65,36.22,34.43,0.6794
2024-12-17,60.54,38.41,22.13,0.7556
2024-12-18,90.46,51.53,38.93,0.6721
2024-12-19,95.14,58.37,36.77,0.6345
2024-12-20,90.87,58.19,32.68,0.7271
2024-12-21,107.78,75.76,32.02,0.6511
2024-12-22,99.54,61.82,37.72,0.367
2024-12-23,101.55,70.68,30.87,0.5004
2024-12-24,95.02,54.27,40.75,0.4479
2024-12-25,95.53,61.51,34.02,0.6591
2024-12-26,99.43,69.01,30.42,0.6771
2024-12-27,97.42,63.76,33.66,0.8185
2024-12-28,66.19,42.71,23.48,0.5037
2024-12-29,87.49,47.38,40.11,0.5183
2024-12-30,94.64,59.95,34.69,0.8298
