date,total_kwh,peak_hour_kwh,off_peak_kwh,energy_efficiency_score
2024-10-01,77.74,49.99,27.75,0.8212
2024-10-02,82.02,55.13,26.89,0.8513
2024-10-03,75.86,38.88,36.98,0.6541
2024-10-04,108.62,68.7,39.92,0.6993
2024-10-05,83.53,58.67,24.86,0.5807
2024-10-06,74.22,48.89,25.33,0.7553
2024-10-07,106.31,57.72,48.59,0.5425
2024-10-08,104.33,74.29,30.04,0.4951
2024-10-09,88.37,59.28,29.09,0.6987
2024-10-10,88.36,53.28,35.08,0.7146
2024-10-11,98.7,61.17,37.53,0.6656
2024-10-12,107.71,76.05,31.66,0.6832
2024-10-13,116.16,76.24,39.92,0.7117
2024-10-14,94.46,63.45,31.01,0.4694
2024-10-15,83.43,42.87,40.56,0.7111
2024-10-16,95.4,56.23,39.17,0.8048
2024-10-17,107.01,75.52,31.49,0.5
2024-10-18,108.89,76.31,32.58,0.7546
2024-10-19,77.54,47.33,30.21,0.6526
2024-10-20,93.62,61.04,32.58,0.5704
2024-10-21,88.33,47.3,41.03,0.8184
2024-10-22,78.76,56.67,22.09,0.4833
2024-10-23,81.61,49.72,31.89,0.6293
2024-10-24,95.84,59.61,36.23,0.534
2024-10-25,89.01,58.23,30.78,0.7226
2024-10-26,81.72,56.93,24.79,0.7529
2024-10-27,86.89,52.2,34.69,0.7167
2024-10-28,92.91,52.75,40.16,0.5671
2024-10-29,96.84,62.37,34.47,0.7566
2024-10-30,84.36,44.07,40.29,0.5304
2024-10-31,84.53,46.06,38.47,0.7034
2024-11-01,82.44,57.34,25.1,0.597
2024-11-02,84.21,51.9,32.31,0.5838
2024-11-03,81.0,43.66,37.34,0.459
2024-11-04,111.46,78.76,32.7,0.5951
2024-11-05,92.55,53.2,39.35,0.4466
2024-11-06,83.24,56.13,27.11,0.7224
2024-11-07,101.24,55.55,45.69,0.6139
2024-11-08,93.49,56.28,37.21,0.7441
2024-11-09,99.03,58.54,40.49,0.959
2024-11-10,85.33,51.54,33.79,0.6242
2024-11-11,81.52,53.39,28.13,0.8282
2024-11-12,116.92,66.67,50.25,0.8348
2024-11-13,85.73,52.79,32.94,0.6924
2024-11-14,85.48,44.1,41.38,0.6923
2024-11-15,98.65,65.54,33.11,0.7995
2024-11-16,74.45,38.4,36.05,0.7361
2024-11-17,97.79,62.21,35.58,0.6312
2024-11-18,93.31,60.9,32.41,0.6751
2024-11-19,105.04,62.09,42.95,0.5897
2024-11-20,92.0,55.42,36.58,0.5365
2024-11-21,106.82,76.29,30.53,0.5875
2024-11-22,92.93,50.76,42.17,0.8209
2024-11-23,71.68,45.77,25.91,0.4853
2024-11-24,89.22,47.66,41.56,0.6786
2024-11-25,91.35,55.67,35.68,0.6517
2024-11-26,87.04,45.59,41.45,0.5405
2024-11-27,72.57,36.67,35.9,0.6715
2024-11-28,93.75,63.21,30.54,0.5508
2024-11-29,93.4,54.18,39.22,0.6363
2024-11-30,60.54,30.29,30.25,0.5464
2024-12-01,77.19,55.27,21.92,0.8219
2024-12-02,88.5,55.04,33.46,0.4516
2024-12-03,93.54,63.16,30.38,0.6757
2024-12-04,75.18,44.47,30.71,0.6566
2024-12-05,96.91,60.66,36.25,0.6996
2024-12-06,82.0,53.02,28.98,0.434
2024-12-07,96.22,55.36,40.86,0.6286
2024-12-08,104.1,65.65,38.45,0.4719
2024-12-09,96.05,50.56,45.49,0.7421
2024-12-10,102.79,59.78,43.01,0.6526
2024-12-11,79.58,52.56,27.02,0.7294
2024-12-12,83.96,60.26,23.7,0.5995
2024-12-13,117.57,67.56,50.01,0.5023
2024-12-14,81.33,52.99,28.34,0.612
2024-12-15,102.87,53.64,49.23,0.6464
2024-12-16,69.95,46.93,23.02,0.5574
2024-12-17,82.54,49.62,32.92,0.502
2024-12-18,92.87,48.75,44.12,0.6394
2024-12-19,124.8,77.68,47.12,0.8622
2024-12-20,91.53,51.36,40.17,0.837
2024-12-21,127.5,64.9,62.6,0.7566
2024-12-22,102.98,65.65,37.33,0.8705
2024-12-23,90.04,59.38,30.66,0.8185
2024-12-24,116.28,77.02,39.26,0.6125
2024-12-25,107.68,74.82,32.86,0.53
2024-12-26,85.49,47.63,37.86,0.5618
2024-12-27,95.15,64.67,30.48,0.7247
2024-12-28,75.58,39.05,36.53,0.5685
2024-12-29,93.6,53.28,40.32,0.6599
2024-12-30,82.31,49.44,32.87,0.609
