date,total_kwh,peak_hour_kwh,off_peak_kwh,energy_efficiency_score
2024-10-01,255.8,164.18,91.62,0.7398
2024-10-02,274.65,165.24,109.41,0.6693
2024-10-03,226.83,115.63,111.2,0.6881
2024-10-04,212.57,139.82,72.75,0.5374
2024-10-05,236.22,145.97,90.25,0.4826
2024-10-06,289.0,200.54,88.46,0.9424
2024-10-07,294.37,167.22,127.15,0.6773
2024-10-08,289.61,202.64,86.97,0.4616
2024-10-09,304.85,210.8,94.05,0.7612
2024-10-10,266.57,156.86,109.71,0.5248
2024-10-11,233.71,159.49,74.22,0.7517
2024-10-12,304.18,161.31,142.87,0.7494
2024-10-13,314.92,207.38,107.54,0.5892
2024-10-14,266.53,169.89,96.64,0.7439
2024-10-15,293.85,151.0,142.85,0.6491
2024-10-16,241.85,140.89,100.96,0.508
2024-10-17,287.46,189.72,97.74,0.5909
2024-10-18,305.93,175.04,130.89,0.7043
2024-10-19,211.83,106.8,105.03,0.6017
2024-10-20,348.77,174.44,174.33,0.7365
2024-10-21,344.3,212.44,131.86,0.6254
2024-10-22,211.69,132.39,79.3,0.8335
2024-10-23,338.17,198.36,139.81,0.5046
2024-10-24,322.64,202.27,120.37,0.7123
2024-10-25,299.96,204.04,95.92,0.6217
2024-10-26,286.56,193.38,93.18,0.4836
2024-10-27,310.6,162.88,147.72,0.6297
2024-10-28,330.67,198.48,132.19,0.6195
2024-10-29,226.05,116.58,109.47,0.607
2024-10-30,253.76,131.17,122.59,0.8633
2024-10-31,203.77,136.09,67.68,0.7879
2024-11-01,281.28,166.9,114.38,0.6017
2024-11-02,237.14,170.62,66.52,0.6788
2024-11-03,326.76,187.86,138.9,0.5497
2024-11-04,327.17,226.13,101.04,0.6916
2024-11-05,302.67,154.69,147.98,0.5935
2024-11-06,336.68,241.91,94.77,0.5614
2024-11-07,285.71,191.76,93.95,0.7073
2024-11-08,269.96,142.45,127.51,0.7053
2024-11-09,234.74,161.97,72.77,0.7311
2024-11-10,255.81,132.78,123.03,0.6639
2024-11-11,330.83,174.02,156.81,0.7185
2024-11-12,270.36,170.2,100.16,0.7415
2024-11-13,285.57,174.74,110.83,0.6772
2024-11-14,219.06,141.43,77.63,0.7519
2024-11-15,246.0,131.94,114.06,0.495
2024-11-16,329.84,166.45,163.39,0.5406
2024-11-17,289.46,179.3,110.16,0.6018
2024-11-18,293.82,200.55,93.27,0.4756
2024-11-19,349.15,234.43,114.72,0.4728
2024-11-20,273.25,191.23,82.02,0.6809
2024-11-21,271.34,141.93,129.41,0.7868
2024-11-22,308.96,156.89,152.07,0.7046
2024-11-23,247.03,140.71,106.32,0.4873
2024-11-24,295.15,180.42,114.73,0.4783
2024-11-25,255.67,145.83,109.84,0.5125
2024-11-26,276.74,178.42,98.32,0.9006
2024-11-27,238.17,157.11,81.06,0.661
2024-11-28,258.46,139.74,118.72,0.6978
2024-11-29,248.69,157.47,91.22,0.5048
2024-11-30,226.38,139.52,86.86,0.6365
2024-12-01,310.13,180.52,129.61,0.7183
2024-12-02,239.84,127.87,111.97,0.5609
2024-12-03,244.35,126.67,117.68,0.4681
2024-12-04,213.68,141.65,72.03,0.7391
2024-12-05,272.52,142.91,129.61,0.4834
2024-12-06,301.93,216.38,85.55,0.9187
2024-12-07,346.14,182.64,163.5,0.5376
2024-12-08,236.4,167.33,69.07,0.4066
2024-12-09,299.99,196.32,103.67,0.3918
2024-12-10,304.05,191.89,112.16,0.6413
2024-12-11,210.51,128.11,82.4,0.8104
2024-12-12,269.53,150.05,119.48,0.7239
2024-12-13,276.0,161.91,114.09,0.8242
2024-12-14,343.45,223.82,119.63,0.5635
2024-12-15,264.23,153.84,110.39,0.514
2024-12-16,218.2,127.57,90.63,0.5704
2024-12-17,271.69,193.78,77.91,0.77
2024-12-18,337.1,226.15,110.95,0.6825
2024-12-19,240.51,149.05,91.46,0.9102
2024-12-20,242.73,149.79,92.94,0.8521
2024-12-21,300.82,209.54,91.28,0.6197
2024-12-22,259.18,146.08,113.1,0.8641
2024-12-23,276.54,147.76,128.78,0.5039
2024-12-24,225.2,155.49,69.71,0.6355
2024-12-25,204.03,118.65,85.38,0.7589
2024-12-26,320.72,162.82,157.9,0.7574
2024-12-27,244.32,131.4,112.92,0.6808
2024-12-28,217.8,153.98,63.82,0.813
2024-12-29,317.26,183.88,133.38,0.8013
2024-12-30,341.53,182.4,159.13,0.7666
