date,total_kwh,peak_hour_kwh,off_peak_kwh,energy_efficiency_score
2024-10-01,61.47,40.88,20.59,0.7728
2024-10-02,38.81,20.3,18.51,0.5757
2024-10-03,46.55,24.96,21.59,0.5698
2024-10-04,39.6,27.89,11.71,0.8838
2024-10-05,41.3,21.78,19.52,0.5626
2024-10-06,53.93,31.05,22.88,0.8127
2024-10-07,56.97,30.15,26.82,0.6939
2024-10-08,45.37,25.66,19.71,0.782
2024-10-09,39.83,24.53,15.3,0.7481
2024-10-10,56.52,36.09,20.43,0.4633
2024-10-11,37.01,21.0,16.01,0.6123
2024-10-12,38.84,25.22,13.62,0.4125
2024-10-13,47.97,29.83,18.14,0.8541
2024-10-14,34.61,23.27,11.34,0.5617
2024-10-15,35.51,20.16,15.35,0.6748
2024-10-16,52.16,35.21,16.95,0.614
2024-10-17,40.24,25.25,14.99,0.5007
2024-10-18,35.71,24.22,11.49,0.4545
2024-10-19,45.88,30.27,15.61,0.753
2024-10-20,56.98,35.65,21.33,0.6458
2024-10-21,38.8,20.57,18.23,0.7983
2024-10-22,44.04,30.87,13.17,0.7029
2024-10-23,52.11,32.79,19.32,0.7614
2024-10-24,33.87,19.43,14.44,0.6068
2024-10-25,50.63,36.15,14.48,0.6316
2024-10-26,47.84,24.84,23.0,0.7104
2024-10-27,37.74,26.06,11.68,0.5724
2024-10-28,45.49,23.33,22.16,0.5766
2024-10-29,58.97,37.64,21.33,0.6962
2024-10-30,45.53,31.65,13.88,0.6371
2024-10-31,35.97,18.69,17.28,0.6131
2024-11-01,44.59,26.79,17.8,0.4312
2024-11-02,36.99,20.89,16.1,0.3738
2024-11-03,35.02,20.91,14.11,0.5721
2024-11-04,48.5,24.94,23.56,0.8444
2024-11-05,48.66,33.43,15.23,0.6291
2024-11-06,50.68,35.07,15.61,0.857
2024-11-07,35.54,20.5,15.04,0.7057
2024-11-08,58.62,35.4,23.22,0.6347
2024-11-09,60.6,34.21,26.39,0.5149
2024-11-10,58.71,37.96,20.75,0.584
2024-11-11,45.96,32.43,13.53,0.7617
2024-11-12,38.48,22.48,16.0,0.4971
2024-11-13,56.05,35.39,20.66,0.786
2024-11-14,30.83,18.39,12.44,0.6458
2024-11-15,35.01,23.47,11.54,0.4237
2024-11-16,56.6,35.21,21.39,0.7771
2024-11-17,39.65,22.57,17.08,0.6943
2024-11-18,40.35,24.25,16.1,0.7123
2024-11-19,53.53,29.77,23.76,0.5695
2024-11-20,63.05,33.69,29.36,0.6231
2024-11-21,53.27,27.46,25.81,0.5658
2024-11-22,53.9,33.79,20.11,0.7175
2024-11-23,46.5,32.96,13.54,0.6188
2024-11-24,37.54,24.03,13.51,0.5531
2024-11-25,54.08,28.92,25.16,0.8735
2024-11-26,64.0,36.72,27.28,0.8028
2024-11-27,42.5,29.48,13.02,0.6643
2024-11-28,55.69,33.88,21.81,0.3727
2024-11-29,49.78,31.95,17.83,0.665
2024-11-30,40.13,27.26,12.87,0.5419
2024-12-01,43.51,27.54,15.97,0.7127
2024-12-02,65.87,36.96,28.91,0.6919
2024-12-03,56.95,40.29,16.66,0.6725
2024-12-04,50.25,33.36,16.89,0.6181
2024-12-05,51.56,27.03,24.53,0.7336
2024-12-06,41.66,21.11,20.55,0.5263
2024-12-07,39.22,20.94,18.28,0.3944
2024-12-08,44.37,26.6,17.77,0.4967
2024-12-09,39.81,25.54,14.27,0.462
2024-12-10,55.16,27.91,27.25,0.6915
2024-12-11,40.86,24.12,16.74,0.6386
2024-12-12,61.89,33.6,28.29,0.5455
2024-12-13,42.45,27.67,14.78,0.7092
2024-12-14,41.47,29.56,11.91,0.667
2024-12-15,41.9,21.5,20.4,0.6139
2024-12-16,61.8,37.83,23.97,0.6177
2024-12-17,62.44,34.56,27.88,0.5938
2024-12-18,42.76,30.16,12.6,0.583
2024-12-19,33.99,17.5,16.49,0.6542
2024-12-20,51.82,27.41,24.41,0.5443
2024-12-21,30.8,18.13,12.67,0.7457
2024-12-22,61.97,33.98,27.99,0.6531
2024-12-23,49.36,31.52,17.84,0.7552
2024-12-24,40.91,27.11,13.8,0.6115
2024-12-25,55.28,31.39,23.89,0.5663
2024-12-26,37.1,25.89,11.21,0.4918
2024-12-27,34.28,24.0,10.28,0.6363
2024-12-28,53.59,28.0,25.59,0.4616
2024-12-29,62.08,35.8,26.28,0.8432
2024-12-30,34.09,19.81,14.28,0.6472
