date,total_kwh,peak_hour_kwh,off_peak_kwh,energy_efficiency_score
2024-10-01,93.74,67.27,26.47,0.6975
2024-10-02,105.99,66.15,39.84,0.6617
2024-10-03,87.27,48.04,39.23,0.3706
2024-10-04,85.08,60.64,24.44,0.7453
2024-10-05,87.27,56.24,31.03,0.6489
2024-10-06,98.55,58.86,39.69,0.6785
2024-10-07,107.24,59.84,47.4,0.6693
2024-10-08,99.83,63.84,35.99,0.689
2024-10-09,107.04,58.13,48.91,0.6368
2024-10-10,73.41,37.03,36.38,0.5813
2024-10-11,99.4,64.17,35.23,0.7094
2024-10-12,101.59,62.88,38.71,0.5603
2024-10-13,105.34,69.4,35.94,0.6224
2024-10-14,77.36,40.24,37.12,0.5849
2024-10-15,82.84,57.31,25.53,0.5768
2024-10-16,74.97,45.37,29.6,0.863
2024-10-17,110.59,78.63,31.96,0.7079
2024-10-18,104.76,63.86,40.9,0.5933
2024-10-19,103.41,67.97,35.44,0.8332
2024-10-20,117.49,75.02,42.47,0.7894
2024-10-21,100.58,54.8,45.78,0.7088
2024-10-22,88.9,53.07,35.83,0.713
2024-10-23,104.7,52.92,51.78,0.6449
2024-10-24,90.4,63.97,26.43,0.6833
2024-10-25,92.95,66.55,26.4,0.7329
2024-10-26,76.84,39.85,36.99,0.7454
2024-10-27,73.39,43.68,29.71,0.5346
2024-10-28,102.53,51.54,50.99,0.7299
2024-10-29,94.82,58.79,36.03,0.7029
2024-10-30,105.78,57.75,48.03,0.54
2024-10-31,81.78,44.54,37.24,0.5813
2024-11-01,93.32,47.86,45.46,0.5157
2024-11-02,100.89,69.16,31.73,0.4074
2024-11-03,90.97,56.18,34.79,0.4857
2024-11-04,71.76,38.21,33.55,0.6515
2024-11-05,93.27,66.94,26.33,0.6657
2024-11-06,70.54,38.93,31.61,0.6046
2024-11-07,85.82,44.48,41.34,0.56
2024-11-08,88.06,61.19,26.87,0.6785
2024-11-09,74.36,41.58,32.78,0.5362
2024-11-10,93.52,49.45,44.07,0.7998
2024-11-11,86.79,48.36,38.43,0.4869
2024-11-12,82.55,54.96,27.59,0.7078
2024-11-13,84.92,45.9,39.02,0.5028
2024-11-14,94.09,53.71,40.38,0.6309
2024-11-15,82.64,41.38,41.26,0.6181
2024-11-16,94.64,66.73,27.91,0.7563
2024-11-17,75.2,46.77,28.43,0.5499
2024-11-18,85.48,47.15,38.33,0.896
2024-11-19,76.66,47.98,28.68,0.6865
2024-11-20,70.03,50.24,19.79,0.6698
2024-11-21,84.19,46.23,37.96,0.6351
2024-11-22,111.08,58.57,52.51,0.6559
2024-11-23,85.15,59.4,25.75,0.5292
2024-11-24,80.05,56.91,23.14,0.647
2024-11-25,82.75,53.89,28.86,0.8228
2024-11-26,77.03,46.13,30.9,0.7263
2024-11-27,96.77,65.24,31.53,0.6252
2024-11-28,83.07,49.5,33.57,0.4914
2024-11-29,84.93,53.07,31.86,0.5784
2024-11-30,75.97,39.36,36.61,0.6655
2024-12-01,100.37,60.6,39.77,0.7743
2024-12-02,79.48,50.96,28.52,0.7094
2024-12-03,82.09,55.29,26.8,0.9419
2024-12-04,83.15,44.27,38.88,0.7332
2024-12-05,86.92,56.73,30.19,0.5538
2024-12-06,75.75,49.71,26.04,0.7091
2024-12-07,82.04,54.45,27.59,0.6134
2024-12-08,80.37,43.58,36.79,0.7193
2024-12-09,92.34,63.94,28.4,0.5014
2024-12-10,78.8,48.39,30.41,0.5713
2024-12-11,76.84,53.71,23.13,0.7308
2024-12-12,84.11,48.66,35.45,0.651
2024-12-13,100.88,55.14,45.74,0.7507
2024-12-14,115.26,73.41,41.85,0.7327
2024-12-15,105.89,72.95,32.94,0.476
2024-12-16,87.74,58.69,29.05,0.6011
2024-12-17,108.11,57.52,50.59,0.6101
2024-12-18,80.75,46.79,33.96,0.6024
2024-12-19,92.97,59.74,33.23,0.7246
2024-12-20,79.83,53.48,26.35,0.6663
2024-12-21,74.08,42.66,31.42,0.5545
2024-12-22,89.92,46.78,43.14,0.8888
2024-12-23,79.5,53.07,26.43,0.6962
2024-12-24,97.13,63.02,34.11,0.5149
2024-12-25,76.09,49.18,26.91,0.6336
2024-12-26,88.98,44.71,44.27,0.5664
2024-12-27,88.51,53.9,34.61,0.4575
2024-12-28,102.55,56.06,46.49,0.6225
2024-12-29,92.36,54.5,37.86,0.8729
2024-12-30,89.41,63.89,25.52,0.9143
