transaction_id,timestamp,amount_sar,payment_method
biz_0315-000016,2024-10-01 13:22:47,175.59,mada
biz_0315-000014,2024-10-01 15:33:16,458.25,cash
biz_0315-000017,2024-10-01 15:41:54,547.24,credit_card
biz_0315-000006,2024-10-01 16:29:40,148.04,mada
biz_0315-000018,2024-10-01 17:03:27,138.6,mada
biz_0315-000012,2024-10-01 17:29:12,817.96,mada
biz_0315-000004,2024-10-01 17:46:30,471.46,mada
biz_0315-000013,2024-10-01 18:07:35,334.33,mada
biz_0315-000008,2024-10-01 18:30:32,426.13,mada
biz_0315-000010,2024-10-01 19:07:49,152.55,credit_card
biz_0315-000007,2024-10-01 19:16:44,117.98,credit_card
biz_0315-000003,2024-10-01 19:23:40,243.95,cash
biz_0315-000005,2024-10-01 19:38:00,127.13,mada
biz_0315-000009,2024-10-01 19:43:30,245.4,mada
biz_0315-000015,2024-10-01 20:22:43,418.09,mada
biz_0315-000002,2024-10-01 20:55:31,146.17,mada
biz_0315-000011,2024-10-01 21:23:44,146.54,mada
biz_0315-000001,2024-10-01 22:27:59,86.98,mada
biz_0315-000021,2024-10-02 13:00:37,350.67,mada
biz_0315-000026,2024-10-02 13:09:10,715.55,mada
biz_0315-000028,2024-10-02 13:20:16,466.5,mada
biz_0315-000024,2024-10-02 13:42:36,215.33,cash
biz_0315-000027,2024-10-02 15:28:43,485.69,mada
biz_0315-000030,2024-10-02 15:31:47,605.66,mada
biz_0315-000020,2024-10-02 16:12:08,319.25,mada
biz_0315-000023,2024-10-02 16:33:48,481.77,cash
biz_0315-000034,2024-10-02 17:24:23,427.22,cash
biz_0315-000032,2024-10-02 17:31:31,353.29,mada
biz_0315-000019,2024-10-02 18:08:14,236.23,mada
biz_0315-000029,2024-10-02 19:01:31,441.91,mada
biz_0315-000031,2024-10-02 19:41:19,171.11,mada
biz_0315-000035,2024-10-02 20:30:36,160.39,credit_card
biz_0315-000033,2024-10-02 20:52:02,163.14,mada
biz_0315-000022,2024-10-02 20:55:05,332.46,mada
biz_0315-000025,2024-10-02 21:04:16,437.42,mada
biz_0315-000046,2024-10-03 11:53:16,150.43,cash
biz_0315-000044,2024-10-03 11:55:01,81.32,mada
biz_0315-000043,2024-10-03 12:20:01,460.09,mada
biz_0315-000036,2024-10-03 12:54:31,316.24,cash
biz_0315-000045,2024-10-03 13:48:24,354.23,mada
biz_0315-000040,2024-10-03 15:58:16,152.12,mada
biz_0315-000039,2024-10-03 17:04:27,146.24,cash
biz_0315-000042,2024-10-03 17:16:16,362.74,cash
biz_0315-000048,2024-10-03 17:17:56,190.67,mada
biz_0315-000050,2024-10-03 17:33:24,317.54,mada
biz_0315-000052,2024-10-03 17:43:59,182.69,mada
biz_0315-000041,2024-10-03 18:04:42,513.26,mada
biz_0315-000049,2024-10-03 18:08:15,225.32,mada
biz_0315-000037,2024-10-03 20:10:29,180.04,mada
biz_0315-000051,2024-10-03 20:14:41,293.01,credit_card
biz_0315-000053,2024-10-03 20:46:45,148.43,mada
biz_0315-000047,2024-10-03 20:47:18,290.33,mada
biz_0315-000038,2024-10-03 21:06:01,316.06,mada
biz_0315-000063,2024-10-04 12:02:15,217.63,mada
biz_0315-000061,2024-10-04 13:33:22,583.74,cash
biz_0315-000067,2024-10-04 13:46:20,241.51,mada
biz_0315-000059,2024-10-04 14:54:03,525.58,mada
biz_0315-000056,2024-10-04 16:05:04,349.41,mada
biz_0315-000066,2024-10-04 16:10:41,474.77,cash
biz_0315-000055,2024-10-04 16:35:54,358.56,mada
biz_0315-000058,2024-10-04 17:07:19,498.68,mada
biz_0315-000064,2024-10-04 17:42:48,547.0,mada
biz_0315-000060,2024-10-04 17:52:24,471.0,mada
biz_0315-000054,2024-10-04 18:26:07,310.43,credit_card
biz_0315-000068,2024-10-04 19:31:47,725.77,mada
biz_0315-000065,2024-10-04 19:49:27,248.56,mada
biz_0315-000062,2024-10-04 20:16:51,219.53,mada
biz_0315-000057,2024-10-04 20:44:11,763.26,mada
biz_0315-000074,2024-10-05 10:31:46,585.79,mada
