transaction_id,timestamp,amount_sar,payment_method
biz_0245-000015,2024-10-02 10:12:21,23.57,mada
biz_0245-000003,2024-10-02 11:12:01,15.72,cash
biz_0245-000020,2024-10-02 11:26:30,28.91,cash
biz_0245-000021,2024-10-02 11:27:50,35.27,cash
biz_0245-000019,2024-10-02 11:40:31,26.94,cash
biz_0245-000004,2024-10-02 11:47:17,31.25,cash
biz_0245-000006,2024-10-02 11:50:40,29.59,mada
biz_0245-000012,2024-10-02 13:06:34,17.46,mada
biz_0245-000013,2024-10-02 13:15:52,18.26,mada
biz_0245-000017,2024-10-02 14:07:14,51.66,mada
biz_0245-000022,2024-10-02 14:22:28,31.04,mada
biz_0245-000025,2024-10-02 14:43:49,28.33,cash
biz_0245-000026,2024-10-02 14:52:18,46.08,mada
biz_0245-000002,2024-10-02 15:06:28,26.55,cash
biz_0245-000005,2024-10-02 15:14:51,14.66,cash
biz_0245-000018,2024-10-02 16:50:16,24.83,mada
biz_0245-000009,2024-10-02 17:07:13,20.42,cash
biz_0245-000016,2024-10-02 17:31:04,42.41,mada
biz_0245-000010,2024-10-02 17:58:41,29.99,cash
biz_0245-000001,2024-10-02 18:12:33,18.61,credit_card
biz_0245-000008,2024-10-02 18:53:24,32.17,mada
biz_0245-000023,2024-10-02 18:59:16,17.5,credit_card
biz_0245-000011,2024-10-02 19:05:57,20.08,mada
biz_0245-000014,2024-10-02 19:08:26,79.03,mada
biz_0245-000007,2024-10-02 19:09:45,20.92,mada
biz_0245-000024,2024-10-02 19:42:58,33.53,mada
biz_0245-000042,2024-10-04 08:48:06,57.86,mada
biz_0245-000036,2024-10-04 09:54:47,43.07,mada
biz_0245-000027,2024-10-04 10:29:01,30.04,mada
biz_0245-000034,2024-10-04 10:43:04,24.42,mada
biz_0245-000039,2024-10-04 11:40:51,28.41,mada
biz_0245-000028,2024-10-04 12:26:15,71.14,cash
biz_0245-000032,2024-10-04 12:31:14,46.87,cash
biz_0245-000041,2024-10-04 12:33:33,24.77,mada
biz_0245-000035,2024-10-04 13:09:50,39.77,cash
biz_0245-000031,2024-10-04 16:12:39,25.95,cash
biz_0245-000029,2024-10-04 16:20:44,26.77,mada
biz_0245-000038,2024-10-04 17:39:25,20.8,mada
biz_0245-000030,2024-10-04 17:50:24,32.6,cash
biz_0245-000037,2024-10-04 19:13:10,12.77,cash
biz_0245-000033,2024-10-04 21:29:36,15.2,mada
biz_0245-000040,2024-10-04 21:57:34,25.45,mada
biz_0245-000043,2024-10-05 09:42:06,30.74,cash
biz_0245-000061,2024-10-05 10:26:24,16.68,mada
biz_0245-000047,2024-10-05 11:31:55,31.8,credit_card
biz_0245-000059,2024-10-05 11:40:32,46.73,cash
biz_0245-000062,2024-10-05 13:28:48,36.14,mada
biz_0245-000053,2024-10-05 13:32:25,33.31,mada
biz_0245-000050,2024-10-05 13:39:26,31.34,cash
biz_0245-000044,2024-10-05 14:10:46,27.97,cash
biz_0245-000060,2024-10-05 14:58:41,38.83,cash
biz_0245-000046,2024-10-05 15:03:19,32.2,mada
biz_0245-000049,2024-10-05 15:16:33,41.37,mada
biz_0245-000054,2024-10-05 15:34:09,17.95,cash
biz_0245-000066,2024-10-05 15:34:26,42.73,cash
biz_0245-000056,2024-10-05 15:51:21,33.11,mada
biz_0245-000058,2024-10-05 16:17:17,22.73,cash
biz_0245-000051,2024-10-05 17:41:07,34.65,mada
biz_0245-000065,2024-10-05 17:45:28,42.27,cash
biz_0245-000057,2024-10-05 17:55:02,33.48,mada
biz_0245-000064,2024-10-05 17:55:52,29.04,mada
biz_0245-000045,2024-10-05 18:22:21,10.33,credit_card
biz_0245-000048,2024-10-05 18:35:33,41.0,mada
biz_0245-000052,2024-10-05 18:37:18,37.88,cash
biz_0245-000055,2024-10-05 20:09:40,15.02,mada
biz_0245-000063,2024-10-05 20:42:08,24.38,cash
biz_0245-000080,2024-10-06 09:50:41,36.22,mada
