date,total_kwh,peak_hour_kwh,off_peak_kwh,energy_efficiency_score
2024-10-01,36.32,23.92,12.4,0.7719
2024-10-02,61.31,36.52,24.79,0.6453
2024-10-03,45.38,29.16,16.22,0.668
2024-10-04,43.9,23.26,20.64,0.6288
2024-10-05,46.06,30.08,15.98,0.5608
2024-10-06,57.46,39.61,17.85,0.6562
2024-10-07,35.57,20.38,15.19,0.6136
2024-10-08,58.87,40.89,17.98,0.8524
2024-10-09,53.5,30.63,22.87,0.3427
2024-10-10,36.16,25.14,11.02,0.8156
2024-10-11,46.14,30.72,15.42,0.7408
2024-10-12,55.36,36.3,19.06,0.6435
2024-10-13,53.29,31.63,21.66,0.5582
2024-10-14,47.5,27.52,19.98,0.7865
2024-10-15,51.39,28.82,22.57,0.7603
2024-10-16,39.45,28.25,11.2,0.5442
2024-10-17,62.13,37.96,24.17,0.7713
2024-10-18,37.31,20.23,17.08,0.6226
2024-10-19,37.75,23.81,13.94,0.712
2024-10-20,37.48,25.77,11.71,0.6209
2024-10-21,39.08,22.38,16.7,0.7677
2024-10-22,57.43,35.92,21.51,0.8668
2024-10-23,48.36,24.26,24.1,0.752
2024-10-24,64.25,32.82,31.43,0.7745
2024-10-25,56.59,37.36,19.23,0.8995
2024-10-26,40.93,22.92,18.01,0.6056
2024-10-27,56.56,36.74,19.82,0.3404
2024-10-28,60.47,31.67,28.8,0.7373
2024-10-29,51.78,34.49,17.29,0.6908
2024-10-30,43.41,25.74,17.67,0.5364
2024-10-31,57.0,39.23,17.77,0.7394
2024-11-01,48.18,29.83,18.35,0.6461
2024-11-02,49.78,29.19,20.59,0.6988
2024-11-03,59.52,31.49,28.03,0.5723
2024-11-04,53.15,27.78,25.37,0.7243
2024-11-05,38.18,20.73,17.45,0.6497
2024-11-06,46.42,29.79,16.63,0.6458
2024-11-07,62.12,34.83,27.29,0.5967
2024-11-08,49.82,31.34,18.48,0.8012
2024-11-09,56.48,31.66,24.82,0.8116
2024-11-10,60.29,42.7,17.59,0.5796
2024-11-11,38.8,25.76,13.04,0.6496
2024-11-12,64.73,46.45,18.28,0.9489
2024-11-13,59.7,37.27,22.43,0.4836
2024-11-14,49.09,32.33,16.76,0.6915
2024-11-15,60.83,33.45,27.38,0.6782
2024-11-16,37.42,20.7,16.72,0.6236
2024-11-17,60.38,32.53,27.85,0.617
2024-11-18,52.27,32.04,20.23,0.4533
2024-11-19,43.79,30.28,13.51,0.5949
2024-11-20,35.65,19.17,16.48,0.4244
2024-11-21,40.46,20.58,19.88,0.6545
2024-11-22,31.6,22.6,9.0,0.767
2024-11-23,34.18,22.17,12.01,0.7727
2024-11-24,48.55,30.68,17.87,0.5814
2024-11-25,54.0,28.84,25.16,0.6501
2024-11-26,37.48,25.69,11.79,0.7529
2024-11-27,33.37,23.5,9.87,0.5028
2024-11-28,45.7,31.93,13.77,0.7406
2024-11-29,46.88,31.22,15.66,0.5035
2024-11-30,53.56,36.88,16.68,0.6379
2024-12-01,45.31,30.63,14.68,0.7119
2024-12-02,57.96,37.15,20.81,0.7005
2024-12-03,43.27,23.71,19.56,0.48
2024-12-04,45.77,32.77,13.0,0.6267
2024-12-05,46.44,28.09,18.35,0.6531
2024-12-06,53.57,38.08,15.49,0.4818
2024-12-07,54.29,29.56,24.73,0.8123
2024-12-08,46.96,32.88,14.08,0.5772
2024-12-09,32.05,22.02,10.03,0.4832
2024-12-10,52.78,35.95,16.83,0.6628
2024-12-11,51.73,30.66,21.07,0.6758
2024-12-12,61.11,30.89,30.22,0.5826
2024-12-13,53.53,32.7,20.83,0.7042
2024-12-14,56.89,32.51,24.38,0.8186
2024-12-15,47.58,26.78,20.8,0.7425
2024-12-16,53.53,38.4,15.13,0.671
2024-12-17,55.07,29.19,25.88,0.5
2024-12-18,53.11,32.55,20.56,0.692
2024-12-19,48.89,27.18,21.71,0.7121
2024-12-20,60.48,34.04,26.44,0.573
2024-12-21,40.98,26.63,14.35,0.808
2024-12-22,37.56,23.9,13.66,0.4592
2024-12-23,47.37,27.38,19.99,0.6403
2024-12-24,38.09,21.71,16.38,0.4683
2024-12-25,41.69,21.62,20.07,0.7197
2024-12-26,54.88,29.94,24.94,0.7228
2024-12-27,54.75,32.55,22.2,0.7929
2024-12-28,54.02,38.3,15.72,0.5169
2024-12-29,57.43,40.04,17.39,0.7733
2024-12-30,45.72,28.47,17.25,0.6599
