transaction_id,timestamp,amount_sar,payment_method
biz_0171-000003,2024-10-01 09:10:20,303.7,mada
biz_0171-000009,2024-10-01 12:47:02,1064.33,mada
biz_0171-000008,2024-10-01 13:26:22,667.75,mada
biz_0171-000002,2024-10-01 13:36:23,134.3,mada
biz_0171-000006,2024-10-01 14:07:56,338.72,mada
biz_0171-000001,2024-10-01 14:23:32,1094.54,mada
biz_0171-000007,2024-10-01 17:09:08,350.86,mada
biz_0171-000004,2024-10-01 18:56:37,1048.2,mada
biz_0171-000005,2024-10-01 19:45:03,1539.71,mada
biz_0171-000018,2024-10-02 10:43:19,1551.65,mada
biz_0171-000014,2024-10-02 11:24:46,1929.84,mada
biz_0171-000020,2024-10-02 11:37:54,1883.55,mada
biz_0171-000011,2024-10-02 12:08:18,900.09,mada
biz_0171-000019,2024-10-02 12:37:07,511.72,mada
biz_0171-000016,2024-10-02 13:38:27,543.07,mada
biz_0171-000010,2024-10-02 16:04:14,415.04,mada
biz_0171-000015,2024-10-02 16:25:24,1527.3,mada
biz_0171-000013,2024-10-02 17:02:26,1227.27,mada
biz_0171-000012,2024-10-02 17:51:47,593.02,credit_card
biz_0171-000017,2024-10-02 19:33:32,1153.19,mada
biz_0171-000028,2024-10-03 10:31:29,1310.87,mada
biz_0171-000024,2024-10-03 11:32:37,1167.19,mada
biz_0171-000022,2024-10-03 13:23:26,1516.56,mada
biz_0171-000021,2024-10-03 14:03:14,230.25,mada
biz_0171-000025,2024-10-03 15:05:03,466.61,mada
biz_0171-000029,2024-10-03 16:11:59,483.61,mada
biz_0171-000026,2024-10-03 17:10:53,357.02,cash
biz_0171-000023,2024-10-03 17:25:06,177.88,mada
biz_0171-000027,2024-10-03 18:57:11,1388.94,mada
biz_0171-000032,2024-10-04 09:59:42,421.66,mada
biz_0171-000036,2024-10-04 10:24:28,617.99,mada
biz_0171-000037,2024-10-04 11:43:31,1141.26,mada
biz_0171-000034,2024-10-04 11:45:33,829.42,mada
biz_0171-000030,2024-10-04 12:50:16,1889.86,mada
biz_0171-000035,2024-10-04 15:52:23,582.27,mada
biz_0171-000033,2024-10-04 16:07:48,220.11,mada
