date,total_kwh,peak_hour_kwh,off_peak_kwh,energy_efficiency_score
2024-10-01,44.65,25.54,19.11,0.6654
2024-10-02,45.7,31.52,14.18,0.862
2024-10-03,64.2,33.43,30.77,0.7708
2024-10-04,47.84,29.75,18.09,0.6041
2024-10-05,57.87,34.24,23.63,0.6139
2024-10-06,49.51,30.66,18.85,0.7081
2024-10-07,83.63,51.47,32.16,0.6178
2024-10-08,57.8,33.95,23.85,0.4572
2024-10-09,70.5,44.82,25.68,0.686
2024-10-10,50.4,31.91,18.49,0.8024
2024-10-11,66.0,38.49,27.51,0.4748
2024-10-12,75.56,46.42,29.14,0.7796
2024-10-13,71.86,50.01,21.85,0.6752
2024-10-14,43.47,25.48,17.99,0.6461
2024-10-15,59.41,40.09,19.32,0.5877
2024-10-16,63.27,34.31,28.96,0.5887
2024-10-17,48.79,34.3,14.49,0.6453
2024-10-18,54.38,37.66,16.72,0.8846
2024-10-19,48.98,25.02,23.96,0.5686
2024-10-20,63.25,37.94,25.31,0.5999
2024-10-21,67.27,41.32,25.95,0.8814
2024-10-22,66.28,37.91,28.37,0.5397
2024-10-23,41.65,28.58,13.07,0.5675
2024-10-24,77.97,46.55,31.42,0.6049
2024-10-25,41.4,24.48,16.92,0.5489
2024-10-26,41.97,25.92,16.05,0.6193
2024-10-27,71.58,46.97,24.61,0.7078
2024-10-28,80.63,41.58,39.05,0.6987
2024-10-29,64.9,45.35,19.55,0.5451
2024-10-30,56.5,30.63,25.87,0.6506
2024-10-31,55.29,28.68,26.61,0.5825
2024-11-01,64.75,41.15,23.6,0.6106
2024-11-02,39.44,24.77,14.67,0.7739
2024-11-03,58.35,29.37,28.98,0.7906
2024-11-04,74.68,39.05,35.63,0.6768
2024-11-05,72.48,41.46,31.02,0.7265
2024-11-06,79.91,42.5,37.41,0.6747
2024-11-07,53.32,32.52,20.8,0.675
2024-11-08,66.64,34.07,32.57,0.5294
2024-11-09,55.34,30.16,25.18,0.5366
2024-11-10,66.51,35.52,30.99,0.8034
2024-11-11,57.52,31.08,26.44,0.6164
2024-11-12,66.36,45.47,20.89,0.6571
2024-11-13,63.0,36.73,26.27,0.6737
2024-11-14,65.38,36.64,28.74,0.8107
2024-11-15,50.04,35.09,14.95,0.7124
2024-11-16,71.1,40.88,30.22,0.5523
2024-11-17,44.7,22.35,22.35,0.701
2024-11-18,56.24,32.26,23.98,0.6668
2024-11-19,60.37,34.22,26.15,0.6052
2024-11-20,73.0,41.93,31.07,0.5934
2024-11-21,67.77,42.87,24.9,0.6159
2024-11-22,56.04,34.49,21.55,0.7369
2024-11-23,63.41,32.69,30.72,0.6359
2024-11-24,51.25,28.63,22.62,0.7193
2024-11-25,61.62,34.33,27.29,0.6992
2024-11-26,60.33,33.64,26.69,0.5687
2024-11-27,51.79,28.05,23.74,0.4215
2024-11-28,74.23,45.19,29.04,0.6894
2024-11-29,79.25,41.83,37.42,0.3722
2024-11-30,55.46,36.59,18.87,0.7159
2024-12-01,51.68,29.15,22.53,0.7754
2024-12-02,72.1,42.45,29.65,0.5454
2024-12-03,73.33,44.82,28.51,0.6677
2024-12-04,59.83,41.86,17.97,0.7613
2024-12-05,61.93,42.42,19.51,0.7591
2024-12-06,49.34,26.57,22.77,0.5831
2024-12-07,72.87,48.51,24.36,0.5841
2024-12-08,52.66,35.42,17.24,0.7869
2024-12-09,63.03,36.88,26.15,0.5061
2024-12-10,51.11,31.99,19.12,0.6893
2024-12-11,75.37,40.47,34.9,0.5979
2024-12-12,65.68,39.0,26.68,0.6283
2024-12-13,67.81,47.72,20.09,0.4103
2024-12-14,60.75,37.14,23.61,0.7224
2024-12-15,68.38,40.9,27.48,0.6628
2024-12-16,61.59,32.41,29.18,0.7295
2024-12-17,83.3,59.62,23.68,0.7166
2024-12-18,50.67,29.21,21.46,0.4703
2024-12-19,60.31,41.12,19.19,0.8492
2024-12-20,62.9,34.51,28.39,0.6656
2024-12-21,67.8,47.67,20.13,0.8031
2024-12-22,80.58,49.69,30.89,0.6284
2024-12-23,58.41,35.58,22.83,0.7865
2024-12-24,55.21,38.26,16.95,0.602
2024-12-25,75.65,52.21,23.44,0.5045
2024-12-26,49.93,25.56,24.37,0.7824
2024-12-27,70.05,44.37,25.68,0.5718
2024-12-28,66.02,43.35,22.67,0.5187
2024-12-29,58.68,36.08,22.6,0.8356
2024-12-30,62.21,39.43,22.78,0.5918
