date,total_kwh,peak_hour_kwh,off_peak_kwh,energy_efficiency_score
2024-10-01,140.86,78.4,62.46,0.7934
2024-10-02,187.6,129.82,57.78,0.6007
2024-10-03,168.5,114.42,54.08,0.7914
2024-10-04,167.05,116.62,50.43,0.4707
2024-10-05,157.78,88.06,69.72,0.529
2024-10-06,217.45,138.34,79.11,0.5612
2024-10-07,221.57,151.53,70.04,0.7182
2024-10-08,209.97,124.63,85.34,0.704
2024-10-09,236.54,146.32,90.22,0.6426
2024-10-10,208.32,120.41,87.91,0.5144
2024-10-11,190.49,109.14,81.35,0.4398
2024-10-12,168.76,98.61,70.15,0.5984
2024-10-13,182.32,102.83,79.49,0.5778
2024-10-14,170.58,103.67,66.91,0.4898
2024-10-15,205.48,112.25,93.23,0.7305
2024-10-16,200.69,139.63,61.06,0.8178
2024-10-17,177.49,93.58,83.91,0.6335
2024-10-18,164.01,109.52,54.49,0.5184
2024-10-19,154.43,110.67,43.76,0.6567
2024-10-20,185.0,109.52,75.48,0.5902
2024-10-21,196.39,120.96,75.43,0.6905
2024-10-22,204.09,121.56,82.53,0.7514
2024-10-23,190.45,97.17,93.28,0.7841
2024-10-24,164.33,104.85,59.48,0.6964
2024-10-25,175.1,119.33,55.77,0.6676
2024-10-26,216.56,150.97,65.59,0.6136
2024-10-27,163.73,109.9,53.83,0.684
2024-10-28,171.34,121.35,49.99,0.7114
2024-10-29,174.63,98.95,75.68,0.5648
2024-10-30,212.99,143.18,69.81,0.6899
2024-10-31,169.29,85.35,83.94,0.4902
2024-11-01,176.7,89.96,86.74,0.6879
2024-11-02,180.63,118.14,62.49,0.8098
2024-11-03,193.71,127.68,66.03,0.7187
2024-11-04,231.78,125.68,106.1,0.4698
2024-11-05,197.8,130.46,67.34,0.4858
2024-11-06,164.67,85.75,78.92,0.6557
2024-11-07,180.23,102.36,77.87,0.4481
2024-11-08,164.7,84.58,80.12,0.6006
2024-11-09,138.68,83.21,55.47,0.5172
2024-11-10,187.95,123.71,64.24,0.4871
2024-11-11,197.26,102.96,94.3,0.7271
2024-11-12,203.44,132.18,71.26,0.7867
2024-11-13,190.82,116.84,73.98,0.6783
2024-11-14,179.64,104.89,74.75,0.4537
2024-11-15,193.8,101.66,92.14,0.5148
2024-11-16,227.42,158.66,68.76,0.5173
2024-11-17,163.35,113.31,50.04,0.5789
2024-11-18,171.59,118.87,52.72,0.9284
2024-11-19,223.05,129.05,94.0,0.7547
2024-11-20,181.36,102.86,78.5,0.7645
2024-11-21,210.08,106.94,103.14,0.6281
2024-11-22,148.79,89.33,59.46,0.5139
2024-11-23,223.5,128.97,94.53,0.7939
2024-11-24,205.68,142.84,62.84,0.5981
2024-11-25,213.57,108.68,104.89,0.6469
2024-11-26,186.73,101.3,85.43,0.7486
2024-11-27,206.43,123.09,83.34,0.9375
2024-11-28,213.7,134.03,79.67,0.5738
2024-11-29,172.24,92.16,80.08,0.7559
2024-11-30,152.71,86.14,66.57,0.619
2024-12-01,162.98,105.43,57.55,0.6038
2024-12-02,167.11,103.49,63.62,0.5
2024-12-03,149.92,82.11,67.81,0.5086
2024-12-04,227.38,130.98,96.4,0.5775
2024-12-05,140.43,90.48,49.95,0.6662
2024-12-06,189.6,121.31,68.29,0.4611
2024-12-07,219.27,129.23,90.04,0.6122
2024-12-08,171.68,87.42,84.26,0.8941
2024-12-09,208.03,128.29,79.74,0.9212
2024-12-10,172.74,90.21,82.53,0.6778
2024-12-11,205.13,107.14,97.99,0.7466
2024-12-12,184.74,93.74,91.0,0.5536
2024-12-13,148.13,83.17,64.96,0.6648
2024-12-14,211.67,115.17,96.5,0.7814
2024-12-15,207.48,109.95,97.53,0.483
2024-12-16,216.76,138.91,77.85,0.6928
2024-12-17,224.52,128.68,95.84,0.7054
2024-12-18,211.58,139.74,71.84,0.6938
2024-12-19,154.42,81.11,73.31,0.7786
2024-12-20,184.46,95.02,89.44,0.7263
2024-12-21,231.77,121.96,109.81,0.6585
2024-12-22,190.13,120.12,70.01,0.7539
2024-12-23,194.57,128.67,65.9,0.5581
2024-12-24,136.9,92.87,44.03,0.6279
2024-12-25,225.85,160.98,64.87,0.7487
2024-12-26,194.44,107.42,87.02,0.8269
2024-12-27,199.73,118.55,81.18,0.5539
2024-12-28,163.21,92.19,71.02,0.732
2024-12-29,229.13,131.64,97.49,0.6813
2024-12-30,171.22,110.39,60.83,0.5985
