date,total_kwh,peak_hour_kwh,off_peak_kwh,energy_efficiency_score
2024-10-01,47.39,24.54,22.85,0.4487
2024-10-02,64.55,46.27,18.28,0.7806
2024-10-03,41.53,27.32,14.21,0.8204
2024-10-04,37.1,26.62,10.48,0.6312
2024-10-05,50.78,27.6,23.18,0.5709
2024-10-06,48.77,28.4,20.37,0.6146
2024-10-07,39.65,21.67,17.98,0.6828
2024-10-08,37.71,24.56,13.15,0.5145
2024-10-09,33.75,23.36,10.39,0.7159
2024-10-10,56.46,28.65,27.81,0.6542
2024-10-11,42.44,21.24,21.2,0.6061
2024-10-12,58.42,38.95,19.47,0.5645
2024-10-13,37.53,22.59,14.94,0.7021
2024-10-14,43.28,28.21,15.07,0.7525
2024-10-15,33.74,18.41,15.33,0.7128
2024-10-16,34.97,18.39,16.58,0.7539
2024-10-17,64.41,35.34,29.07,0.5807
2024-10-18,42.38,24.88,17.5,0.6081
2024-10-19,54.75,39.17,15.58,0.8378
2024-10-20,43.65,26.5,17.15,0.4895
2024-10-21,31.71,17.48,14.23,0.5905
2024-10-22,36.82,23.02,13.8,0.6601
2024-10-23,46.04,27.78,18.26,0.6439
2024-10-24,51.76,28.33,23.43,0.7644
2024-10-25,44.89,31.51,13.38,0.4813
2024-10-26,60.83,38.67,22.16,0.6342
2024-10-27,47.12,28.53,18.59,0.7865
2024-10-28,49.21,28.98,20.23,0.6054
2024-10-29,58.72,38.61,20.11,0.526
2024-10-30,37.12,19.44,17.68,0.4902
2024-10-31,60.01,32.12,27.89,0.5182
2024-11-01,41.25,28.58,12.67,0.7282
2024-11-02,47.93,29.56,18.37,0.7394
2024-11-03,63.63,39.63,24.0,0.615
2024-11-04,45.55,32.76,12.79,0.455
2024-11-05,55.17,29.41,25.76,0.6708
2024-11-06,49.6,30.46,19.14,0.5122
2024-11-07,43.01,28.7,14.31,0.7303
2024-11-08,34.73,23.29,11.44,0.7639
2024-11-09,49.43,34.66,14.77,0.734
2024-11-10,37.68,26.96,10.72,0.661
2024-11-11,45.42,31.85,13.57,0.2666
2024-11-12,39.63,24.31,15.32,0.51
2024-11-13,61.16,33.26,27.9,0.7349
2024-11-14,45.72,26.24,19.48,0.6877
2024-11-15,46.63,24.6,22.03,0.8836
2024-11-16,56.88,28.86,28.02,0.8944
2024-11-17,53.38,27.59,25.79,0.5993
2024-11-18,33.0,18.17,14.83,0.99
2024-11-19,58.66,32.89,25.77,0.4378
2024-11-20,43.33,25.82,17.51,0.7028
2024-11-21,50.71,28.4,22.31,0.5855
2024-11-22,39.56,26.91,12.65,0.5419
2024-11-23,56.11,31.15,24.96,0.8185
2024-11-24,46.68,31.94,14.74,0.5185
2024-11-25,51.9,29.93,21.97,0.769
2024-11-26,57.94,37.84,20.1,0.5509
2024-11-27,57.27,32.36,24.91,0.712
2024-11-28,55.54,39.81,15.73,0.742
2024-11-29,53.98,35.91,18.07,0.566
2024-11-30,52.23,32.04,20.19,0.6263
2024-12-01,35.25,22.03,13.22,0.7754
2024-12-02,41.36,23.54,17.82,0.6526
2024-12-03,32.2,22.96,9.24,0.8022
2024-12-04,36.16,25.54,10.62,0.5278
2024-12-05,34.35,24.7,9.65,0.8935
2024-12-06,58.19,41.02,17.17,0.525
2024-12-07,53.4,36.66,16.74,0.6632
2024-12-08,56.54,35.13,21.41,0.6752
2024-12-09,45.49,27.34,18.15,0.9553
2024-12-10,62.49,37.2,25.29,0.6864
2024-12-11,49.03,28.86,20.17,0.6858
2024-12-12,53.82,34.34,19.48,0.6866
2024-12-13,58.36,40.92,17.44,0.5127
2024-12-14,50.53,31.73,18.8,0.5613
2024-12-15,63.12,32.22,30.9,0.8285
2024-12-16,56.99,32.44,24.55,0.6151
2024-12-17,43.7,22.23,21.47,0.7095
2024-12-18,52.14,29.76,22.38,0.771
2024-12-19,62.98,38.34,24.64,0.576
2024-12-20,62.37,40.6,21.77,0.5385
2024-12-21,45.62,30.89,14.73,0.7115
2024-12-22,36.1,20.09,16.01,0.6184
2024-12-23,36.81,18.43,18.38,0.7791
2024-12-24,39.2,27.75,11.45,0.756
2024-12-25,51.51,34.05,17.46,0.5112
2024-12-26,40.41,24.89,15.52,0.5252
2024-12-27,44.82,22.83,21.99,0.8127
2024-12-28,34.52,23.66,10.86,0.7344
2024-12-29,34.79,18.32,16.47,0.556
2024-12-30,51.67,26.95,24.72,0.7155
