date,total_kwh,peak_hour_kwh,off_peak_kwh,energy_efficiency_score
2024-10-01,38.42,22.55,15.87,0.6896
2024-10-02,73.17,48.56,24.61,0.5847
2024-10-03,46.77,23.77,23.0,0.6256
2024-10-04,70.0,37.27,32.73,0.9484
2024-10-05,80.99,46.85,34.14,0.5823
2024-10-06,60.4,36.96,23.44,0.5683
2024-10-07,63.11,43.88,19.23,0.659
2024-10-08,59.94,41.65,18.29,0.7519
2024-10-09,59.42,39.42,20.0,0.7635
2024-10-10,64.2,38.34,25.86,0.6004
2024-10-11,71.15,42.7,28.45,0.5835
2024-10-12,71.76,39.15,32.61,0.7326
2024-10-13,63.34,42.84,20.5,0.7721
2024-10-14,84.44,53.03,31.41,0.6588
2024-10-15,67.85,48.47,19.38,0.6795
2024-10-16,49.39,28.9,20.49,0.7342
2024-10-17,60.14,42.98,17.16,0.8095
2024-10-18,80.59,49.13,31.46,0.6277
2024-10-19,57.56,39.17,18.39,0.5067
2024-10-20,44.78,28.64,16.14,0.8309
2024-10-21,43.08,27.84,15.24,0.7358
2024-10-22,51.3,32.5,18.8,0.6968
2024-10-23,68.25,40.16,28.09,0.7359
2024-10-24,57.37,33.36,24.01,0.5722
2024-10-25,61.83,38.19,23.64,0.856
2024-10-26,69.03,49.53,19.5,0.5896
2024-10-27,59.58,37.03,22.55,0.4711
2024-10-28,68.61,48.35,20.26,0.5265
2024-10-29,61.12,30.83,30.29,0.5893
2024-10-30,65.5,45.13,20.37,0.6777
2024-10-31,77.71,50.9,26.81,0.779
2024-11-01,74.37,41.48,32.89,0.4719
2024-11-02,78.71,53.68,25.03,0.7779
2024-11-03,49.92,30.47,19.45,0.5716
2024-11-04,62.03,43.85,18.18,0.7121
2024-11-05,60.78,36.43,24.35,0.7914
2024-11-06,61.84,31.23,30.61,0.6946
2024-11-07,59.17,34.32,24.85,0.615
2024-11-08,62.11,43.51,18.6,0.6785
2024-11-09,71.68,40.57,31.11,0.652
2024-11-10,73.79,42.73,31.06,0.5005
2024-11-11,70.57,43.3,27.27,0.6697
2024-11-12,67.31,33.92,33.39,0.7942
2024-11-13,46.02,31.69,14.33,0.6709
2024-11-14,64.32,35.68,28.64,0.7125
2024-11-15,67.53,42.66,24.87,0.5175
2024-11-16,56.63,39.42,17.21,0.7407
2024-11-17,58.97,33.53,25.44,0.5283
2024-11-18,78.74,43.41,35.33,0.6685
2024-11-19,47.91,31.17,16.74,0.6288
2024-11-20,71.21,40.75,30.46,0.5449
2024-11-21,71.51,36.18,35.33,0.8603
2024-11-22,53.97,30.04,23.93,0.6747
2024-11-23,56.98,33.35,23.63,0.8674
2024-11-24,63.83,34.43,29.4,0.5956
2024-11-25,60.29,43.31,16.98,0.8224
2024-11-26,71.2,36.69,34.51,0.6843
2024-11-27,56.15,30.96,25.19,0.6775
2024-11-28,72.58,50.52,22.06,0.8661
2024-11-29,64.92,44.82,20.1,0.641
2024-11-30,74.24,43.19,31.05,0.7656
2024-12-01,57.86,36.72,21.14,0.7918
2024-12-02,76.42,49.71,26.71,0.5735
2024-12-03,75.59,41.95,33.64,0.6327
2024-12-04,60.23,34.49,25.74,0.8848
2024-12-05,55.51,33.16,22.35,0.6905
2024-12-06,74.87,48.1,26.77,0.5912
2024-12-07,50.91,30.69,20.22,0.6232
2024-12-08,71.76,49.1,22.66,0.8481
2024-12-09,48.63,34.81,13.82,0.5692
2024-12-10,60.39,37.44,22.95,0.8438
2024-12-11,81.29,54.78,26.51,0.6725
2024-12-12,48.19,29.4,18.79,0.5117
2024-12-13,75.86,43.72,32.14,0.5372
2024-12-14,48.41,31.1,17.31,0.6188
2024-12-15,63.65,37.05,26.6,0.6148
2024-12-16,59.09,31.86,27.23,0.7974
2024-12-17,66.96,34.69,32.27,0.4112
2024-12-18,76.51,41.4,35.11,0.761
2024-12-19,40.51,24.47,16.04,0.6876
2024-12-20,72.44,46.92,25.52,0.5144
2024-12-21,62.65,37.0,25.65,0.7617
2024-12-22,44.32,30.04,14.28,0.4439
2024-12-23,66.14,34.98,31.16,0.7474
2024-12-24,57.88,37.59,20.29,0.4982
2024-12-25,72.08,44.94,27.14,0.7109
2024-12-26,57.96,36.34,21.62,0.4745
2024-12-27,62.31,43.06,19.25,0.8908
2024-12-28,67.89,35.79,32.1,0.709
2024-12-29,56.51,30.57,25.94,0.6253
2024-12-30,61.31,35.31,26.0,0.6221
