date,total_kwh,peak_hour_kwh,off_peak_kwh,energy_efficiency_score
2024-10-01,46.45,26.82,19.63,0.6698
2024-10-02,35.12,23.23,11.89,0.5517
2024-10-03,45.56,30.15,15.41,0.7019
2024-10-04,38.13,19.54,18.59,0.4852
2024-10-05,39.94,27.87,12.07,0.6196
2024-10-06,42.33,26.23,16.1,0.7369
2024-10-07,39.99,24.31,15.68,0.8628
2024-10-08,43.54,24.27,19.27,0.7168
2024-10-09,41.33,26.37,14.96,0.7189
2024-10-10,31.7,18.13,13.57,0.771
2024-10-11,32.46,23.0,9.46,0.6551
2024-10-12,32.48,20.44,12.04,0.4869
2024-10-13,53.07,33.6,19.47,0.7638
2024-10-14,32.55,19.96,12.59,0.7005
2024-10-15,36.05,23.43,12.62,0.6835
2024-10-16,42.83,25.76,17.07,0.6509
2024-10-17,54.08,30.32,23.76,0.5548
2024-10-18,40.34,24.42,15.92,0.6177
2024-10-19,50.97,28.08,22.89,0.4333
2024-10-20,33.66,22.55,11.11,0.6108
2024-10-21,25.8,16.11,9.69,0.6193
2024-10-22,40.54,26.07,14.47,0.5977
2024-10-23,38.35,26.06,12.29,0.763
2024-10-24,47.28,26.23,21.05,0.3515
2024-10-25,32.27,20.9,11.37,0.5656
2024-10-26,29.66,17.29,12.37,0.7524
2024-10-27,35.55,19.55,16.0,0.5671
2024-10-28,44.6,22.54,22.06,0.6111
2024-10-29,56.26,40.27,15.99,0.7081
2024-10-30,35.62,23.95,11.67,0.7819
2024-10-31,31.94,17.41,14.53,0.6687
2024-11-01,35.65,22.79,12.86,0.5737
2024-11-02,46.37,23.27,23.1,0.8012
2024-11-03,32.92,21.02,11.9,0.7302
2024-11-04,47.42,29.53,17.89,0.6786
2024-11-05,53.53,36.94,16.59,0.5156
2024-11-06,41.8,25.12,16.68,0.8042
2024-11-07,29.09,15.48,13.61,0.5768
2024-11-08,48.22,29.8,18.42,0.6638
2024-11-09,36.44,22.47,13.97,0.861
2024-11-10,43.93,27.16,16.77,0.6153
2024-11-11,51.41,35.5,15.91,0.4511
2024-11-12,29.04,19.29,9.75,0.7007
2024-11-13,51.57,32.01,19.56,0.6802
2024-11-14,54.15,36.72,17.43,0.7357
2024-11-15,36.6,24.26,12.34,0.5224
2024-11-16,55.56,27.81,27.75,0.8389
2024-11-17,50.85,36.48,14.37,0.6254
2024-11-18,48.66,27.38,21.28,0.5955
2024-11-19,31.46,19.38,12.08,0.5996
2024-11-20,45.21,24.46,20.75,0.7994
2024-11-21,49.91,30.16,19.75,0.7133
2024-11-22,46.59,24.17,22.42,0.5227
2024-11-23,37.58,23.36,14.22,0.5978
2024-11-24,51.64,26.55,25.09,0.756
2024-11-25,41.39,24.36,17.03,0.8043
2024-11-26,39.2,21.81,17.39,0.6724
2024-11-27,50.83,28.2,22.63,0.7487
2024-11-28,58.46,38.74,19.72,0.557
2024-11-29,56.26,37.03,19.23,0.6487
2024-11-30,33.26,17.49,15.77,0.99
2024-12-01,45.4,27.92,17.48,0.6385
2024-12-02,55.96,38.99,16.97,0.8165
2024-12-03,25.96,16.52,9.44,0.5072
2024-12-04,44.02,30.12,13.9,0.8624
2024-12-05,55.41,32.64,22.77,0.6539
2024-12-06,39.89,25.57,14.32,0.5526
2024-12-07,28.92,17.14,11.78,0.6855
2024-12-08,44.47,23.99,20.48,0.5536
2024-12-09,49.87,28.89,20.98,0.6491
2024-12-10,29.47,15.18,14.29,0.5072
2024-12-11,52.51,29.73,22.78,0.7316
2024-12-12,52.25,34.95,17.3,0.5688
2024-12-13,37.29,19.21,18.08,0.6168
2024-12-14,31.86,16.02,15.84,0.5715
2024-12-15,30.67,19.98,10.69,0.6217
2024-12-16,33.36,19.77,13.59,0.6527
2024-12-17,38.37,19.89,18.48,0.7515
2024-12-18,38.75,24.5,14.25,0.9419
2024-12-19,53.69,36.87,16.82,0.6287
2024-12-20,38.84,24.11,14.73,0.7915
2024-12-21,37.09,20.14,16.95,0.7755
2024-12-22,46.5,30.28,16.22,0.6003
2024-12-23,54.65,33.04,21.61,0.4626
2024-12-24,35.32,21.72,13.6,0.6997
2024-12-25,49.03,29.22,19.81,0.5842
2024-12-26,32.16,21.99,10.17,0.6568
2024-12-27,49.87,35.59,14.28,0.5885
2024-12-28,57.3,38.84,18.46,0.7466
2024-12-29,49.23,24.82,24.41,0.6562
2024-12-30,35.47,18.95,16.52,0.5851
