date,total_kwh,peak_hour_kwh,off_peak_kwh,energy_efficiency_score
2024-10-01,86.7,54.31,32.39,0.6825
2024-10-02,105.71,57.32,48.39,0.6555
2024-10-03,125.18,89.05,36.13,0.6742
2024-10-04,97.66,67.92,29.74,0.5322
2024-10-05,135.54,80.84,54.7,0.6285
2024-10-06,112.62,75.38,37.24,0.6367
2024-10-07,97.26,58.34,38.92,0.6475
2024-10-08,82.94,49.87,33.07,0.617
2024-10-09,112.68,73.71,38.97,0.5869
2024-10-10,117.43,76.37,41.06,0.5148
2024-10-11,113.75,79.15,34.6,0.7609
2024-10-12,155.75,108.25,47.5,0.74
2024-10-13,89.63,56.46,33.17,0.77
2024-10-14,138.88,79.1,59.78,0.4926
2024-10-15,106.89,53.76,53.13,0.7074
2024-10-16,84.26,58.01,26.25,0.5867
2024-10-17,104.32,70.42,33.9,0.4799
2024-10-18,114.18,77.24,36.94,0.6248
2024-10-19,157.1,101.17,55.93,0.5836
2024-10-20,160.44,91.88,68.56,0.7448
2024-10-21,89.74,53.86,35.88,0.555
2024-10-22,148.15,94.02,54.13,0.9248
2024-10-23,151.21,97.52,53.69,0.5241
2024-10-24,151.64,93.97,57.67,0.6243
2024-10-25,130.12,75.49,54.63,0.6152
2024-10-26,116.84,66.33,50.51,0.6267
2024-10-27,113.29,72.45,40.84,0.4901
2024-10-28,96.25,59.73,36.52,0.7055
2024-10-29,84.08,46.46,37.62,0.9196
2024-10-30,115.17,66.55,48.62,0.7392
2024-10-31,133.09,93.98,39.11,0.8062
2024-11-01,135.69,88.33,47.36,0.7127
2024-11-02,153.7,84.89,68.81,0.569
2024-11-03,115.5,72.11,43.39,0.734
2024-11-04,138.0,86.3,51.7,0.7589
2024-11-05,140.29,95.24,45.05,0.493
2024-11-06,86.92,58.91,28.01,0.67
2024-11-07,88.91,60.11,28.8,0.5559
2024-11-08,135.24,83.91,51.33,0.8948
2024-11-09,128.87,77.14,51.73,0.6354
2024-11-10,124.03,84.86,39.17,0.5227
2024-11-11,96.69,69.33,27.36,0.7838
2024-11-12,97.83,66.01,31.82,0.5091
2024-11-13,114.04,69.69,44.35,0.8536
2024-11-14,133.99,84.39,49.6,0.6679
2024-11-15,121.59,65.24,56.35,0.4322
2024-11-16,135.03,94.35,40.68,0.6909
2024-11-17,148.13,74.95,73.18,0.5901
2024-11-18,152.33,79.52,72.81,0.5632
2024-11-19,141.06,82.84,58.22,0.7729
2024-11-20,152.65,84.1,68.55,0.5617
2024-11-21,150.04,107.4,42.64,0.4576
2024-11-22,133.91,67.93,65.98,0.6379
2024-11-23,102.9,53.15,49.75,0.6495
2024-11-24,149.24,75.39,73.85,0.5967
2024-11-25,100.24,62.25,37.99,0.5856
2024-11-26,110.0,55.31,54.69,0.7462
2024-11-27,117.71,75.07,42.64,0.6917
2024-11-28,117.04,62.78,54.26,0.5892
2024-11-29,146.95,94.65,52.3,0.6878
2024-11-30,90.39,63.25,27.14,0.9223
2024-12-01,109.01,60.52,48.49,0.6115
2024-12-02,100.9,58.76,42.14,0.7014
2024-12-03,113.15,57.19,55.96,0.6806
2024-12-04,134.88,80.37,54.51,0.7463
2024-12-05,108.37,54.63,53.74,0.45
2024-12-06,134.75,95.91,38.84,0.6352
2024-12-07,138.54,89.77,48.77,0.6108
2024-12-08,148.34,105.75,42.59,0.5854
2024-12-09,148.34,74.97,73.37,0.5004
2024-12-10,109.31,62.38,46.93,0.6576
2024-12-11,99.87,59.75,40.12,0.5646
2024-12-12,159.35,82.74,76.61,0.5659
2024-12-13,87.24,55.4,31.84,0.5712
2024-12-14,90.99,57.35,33.64,0.7425
2024-12-15,106.85,60.49,46.36,0.9155
2024-12-16,85.09,55.85,29.24,0.544
2024-12-17,133.75,75.74,58.01,0.6979
2024-12-18,153.06,80.28,72.78,0.6958
2024-12-19,93.02,61.2,31.82,0.6374
2024-12-20,127.9,67.79,60.11,0.6652
2024-12-21,148.62,105.58,43.04,0.811
2024-12-22,103.02,67.89,35.13,0.6164
2024-12-23,114.65,58.42,56.23,0.6817
2024-12-24,87.37,61.57,25.8,0.6811
2024-12-25,106.53,67.9,38.63,0.6534
2024-12-26,88.84,49.9,38.94,0.7262
2024-12-27,107.18,66.04,41.14,0.7387
2024-12-28,133.49,70.49,63.0,0.8191
2024-12-29,158.96,85.42,73.54,0.7035
2024-12-30,112.29,63.1,49.19,0.5573
