transaction_id,timestamp,amount_sar,payment_method
biz_0045-000099,2024-10-01 06:41:04,36.54,mada
biz_0045-000012,2024-10-01 07:00:39,83.98,mada
biz_0045-000058,2024-10-01 07:02:35,17.83,mada
biz_0045-000021,2024-10-01 07:08:49,42.5,cash
biz_0045-000114,2024-10-01 07:16:33,40.93,mada
biz_0045-000090,2024-10-01 07:21:04,24.81,mada
biz_0045-000054,2024-10-01 07:23:50,36.97,mada
biz_0045-000097,2024-10-01 07:27:16,25.55,mada
biz_0045-000106,2024-10-01 07:32:03,22.72,mada
biz_0045-000122,2024-10-01 07:39:14,32.3,cash
biz_0045-000125,2024-10-01 07:40:52,28.7,mada
biz_0045-000020,2024-10-01 07:46:32,10.94,mada
biz_0045-000037,2024-10-01 07:48:55,42.93,mada
biz_0045-000068,2024-10-01 07:52:59,24.92,cash
biz_0045-000083,2024-10-01 07:53:40,27.92,mada
biz_0045-000004,2024-10-01 07:54:59,39.2,cash
biz_0045-000082,2024-10-01 08:00:07,36.09,cash
biz_0045-000091,2024-10-01 08:05:17,35.07,credit_card
biz_0045-000078,2024-10-01 08:06:50,35.55,cash
biz_0045-000075,2024-10-01 08:13:49,46.82,cash
biz_0045-000100,2024-10-01 08:16:27,45.98,credit_card
biz_0045-000057,2024-10-01 08:35:06,47.62,credit_card
biz_0045-000074,2024-10-01 08:49:42,17.88,mada
biz_0045-000010,2024-10-01 09:06:31,46.75,credit_card
biz_0045-000105,2024-10-01 09:07:49,49.87,mada
biz_0045-000028,2024-10-01 09:09:14,35.68,cash
biz_0045-000121,2024-10-01 09:13:32,23.42,cash
biz_0045-000089,2024-10-01 09:17:53,26.83,mada
biz_0045-000123,2024-10-01 09:23:45,21.39,credit_card
biz_0045-000031,2024-10-01 09:28:30,23.38,mada
biz_0045-000040,2024-10-01 09:30:05,28.01,mada
biz_0045-000002,2024-10-01 09:36:17,13.56,mada
biz_0045-000067,2024-10-01 09:40:40,35.18,mada
biz_0045-000016,2024-10-01 09:42:45,37.9,cash
biz_0045-000050,2024-10-01 09:44:21,25.7,mada
biz_0045-000095,2024-10-01 09:47:45,65.5,mada
biz_0045-000064,2024-10-01 09:49:26,26.19,mada
biz_0045-000005,2024-10-01 09:55:22,41.61,mada
biz_0045-000032,2024-10-01 09:56:55,16.09,mada
biz_0045-000027,2024-10-01 09:58:20,25.39,cash
biz_0045-000048,2024-10-01 10:14:47,18.18,credit_card
biz_0045-000108,2024-10-01 10:27:33,24.47,cash
biz_0045-000101,2024-10-01 10:29:51,23.3,mada
biz_0045-000116,2024-10-01 10:30:13,31.41,mada
biz_0045-000053,2024-10-01 10:45:47,19.93,mada
biz_0045-000061,2024-10-01 10:53:14,73.05,mada
biz_0045-000060,2024-10-01 10:53:37,23.37,cash
biz_0045-000044,2024-10-01 10:56:57,15.35,cash
biz_0045-000115,2024-10-01 11:00:29,17.83,cash
biz_0045-000110,2024-10-01 11:24:29,31.35,mada
biz_0045-000035,2024-10-01 11:28:26,30.64,cash
biz_0045-000124,2024-10-01 11:34:15,33.8,mada
biz_0045-000112,2024-10-01 11:39:35,13.95,mada
biz_0045-000129,2024-10-01 11:50:44,24.94,cash
biz_0045-000107,2024-10-01 11:51:17,30.29,mada
biz_0045-000026,2024-10-01 12:01:49,23.6,mada
biz_0045-000019,2024-10-01 12:16:59,42.44,cash
biz_0045-000128,2024-10-01 12:20:07,47.18,mada
biz_0045-000102,2024-10-01 12:21:12,28.47,cash
biz_0045-000042,2024-10-01 12:29:10,49.18,cash
biz_0045-000120,2024-10-01 12:38:14,21.65,cash
biz_0045-000055,2024-10-01 12:47:20,37.37,cash
biz_0045-000130,2024-10-01 12:53:23,67.0,mada
biz_0045-000087,2024-10-01 12:55:15,30.11,mada
biz_0045-000104,2024-10-01 13:00:36,28.04,cash
biz_0045-000022,2024-10-01 13:00:47,15.25,mada
biz_0045-000085,2024-10-01 13:01:47,46.78,mada
biz_0045-000131,2024-10-01 13:05:02,47.91,cash
biz_0045-000071,2024-10-01 13:05:10,35.53,cash
biz_0045-000073,2024-10-01 13:05:51,49.08,mada
biz_0045-000062,2024-10-01 13:07:04,17.38,credit_card
biz_0045-000030,2024-10-01 13:08:45,23.49,mada
biz_0045-000013,2024-10-01 13:11:41,50.43,mada
biz_0045-000014,2024-10-01 13:16:42,36.52,mada
biz_0045-000103,2024-10-01 13:17:55,16.05,mada
biz_0045-000063,2024-10-01 13:23:16,12.54,cash
biz_0045-000003,2024-10-01 13:26:36,24.8,mada
biz_0045-000034,2024-10-01 13:28:49,34.44,cash
biz_0045-000045,2024-10-01 13:30:28,43.74,mada
biz_0045-000070,2024-10-01 13:41:46,29.23,mada
biz_0045-000098,2024-10-01 13:48:25,21.4,mada
biz_0045-000023,2024-10-01 13:57:51,60.77,cash
biz_0045-000079,2024-10-01 13:58:12,13.78,mada
biz_0045-000006,2024-10-01 14:02:27,52.33,cash
biz_0045-000051,2024-10-01 14:02:45,46.63,cash
biz_0045-000109,2024-10-01 14:07:53,26.02,mada
biz_0045-000127,2024-10-01 14:11:02,13.37,mada
biz_0045-000043,2024-10-01 14:13:10,31.6,mada
biz_0045-000092,2024-10-01 14:19:53,53.97,mada
biz_0045-000059,2024-10-01 14:22:19,40.46,mada
biz_0045-000066,2024-10-01 14:34:38,33.52,credit_card
biz_0045-000093,2024-10-01 14:35:57,32.83,mada
biz_0045-000007,2024-10-01 14:41:21,20.96,mada
biz_0045-000036,2024-10-01 14:47:50,55.56,cash
biz_0045-000015,2024-10-01 14:50:17,25.11,cash
biz_0045-000009,2024-10-01 14:51:26,21.14,cash
biz_0045-000038,2024-10-01 14:51:48,28.5,credit_card
biz_0045-000113,2024-10-01 14:52:22,17.82,cash
biz_0045-000069,2024-10-01 14:56:10,51.84,mada
biz_0045-000024,2024-10-01 15:15:28,36.71,mada
biz_0045-000029,2024-10-01 15:32:37,70.85,mada
biz_0045-000049,2024-10-01 15:39:22,79.71,credit_card
biz_0045-000018,2024-10-01 16:02:15,31.57,mada
biz_0045-000056,2024-10-01 16:02:27,70.73,credit_card
biz_0045-000096,2024-10-01 16:03:23,58.52,mada
biz_0045-000118,2024-10-01 16:04:55,12.25,mada
biz_0045-000041,2024-10-01 17:00:23,20.2,mada
biz_0045-000052,2024-10-01 17:10:54,36.11,mada
biz_0045-000076,2024-10-01 17:14:43,25.48,cash
biz_0045-000008,2024-10-01 17:17:15,45.73,mada
biz_0045-000126,2024-10-01 17:31:41,21.77,mada
biz_0045-000065,2024-10-01 17:33:12,18.15,mada
biz_0045-000025,2024-10-01 17:37:44,19.67,mada
biz_0045-000011,2024-10-01 18:04:13,27.23,mada
biz_0045-000072,2024-10-01 18:14:35,20.11,mada
biz_0045-000086,2024-10-01 18:24:47,46.59,mada
biz_0045-000077,2024-10-01 18:30:23,45.94,mada
biz_0045-000080,2024-10-01 18:31:41,18.81,mada
biz_0045-000017,2024-10-01 18:38:06,33.21,mada
biz_0045-000033,2024-10-01 18:40:36,19.44,mada
biz_0045-000111,2024-10-01 18:41:43,24.5,cash
biz_0045-000119,2024-10-01 18:44:49,14.55,mada
biz_0045-000047,2024-10-01 18:52:41,31.41,credit_card
biz_0045-000094,2024-10-01 18:55:48,68.51,mada
biz_0045-000081,2024-10-01 18:57:05,16.16,mada
biz_0045-000039,2024-10-01 18:59:09,22.96,mada
biz_0045-000117,2024-10-01 19:04:50,17.27,mada
biz_0045-000046,2024-10-01 19:08:39,35.44,cash
biz_0045-000084,2024-10-01 19:18:34,33.1,cash
biz_0045-000088,2024-10-01 20:53:07,57.29,mada
biz_0045-000001,2024-10-01 21:05:08,32.05,cash
biz_0045-000167,2024-10-02 01:20:31,21.63,mada
biz_0045-000202,2024-10-02 02:52:28,36.14,mada
biz_0045-000214,2024-10-02 07:07:36,23.66,mada
biz_0045-000220,2024-10-02 07:11:59,30.29,mada
biz_0045-000148,2024-10-02 07:12:38,45.05,mada
