date,total_kwh,peak_hour_kwh,off_peak_kwh,energy_efficiency_score
2024-10-01,193.56,114.65,78.91,0.8833
2024-10-02,226.37,118.66,107.71,0.7059
2024-10-03,166.57,94.36,72.21,0.7722
2024-10-04,221.11,122.18,98.93,0.6718
2024-10-05,196.66,139.79,56.87,0.8714
2024-10-06,197.76,140.77,56.99,0.5004
2024-10-07,224.32,112.77,111.55,0.6308
2024-10-08,229.68,122.72,106.96,0.6566
2024-10-09,146.51,85.87,60.64,0.4958
2024-10-10,174.02,108.56,65.46,0.6288
2024-10-11,149.45,92.65,56.8,0.5451
2024-10-12,208.86,108.64,100.22,0.6009
2024-10-13,219.82,152.17,67.65,0.7104
2024-10-14,156.59,106.32,50.27,0.8317
2024-10-15,184.73,130.61,54.12,0.5827
2024-10-16,200.44,108.67,91.77,0.652
2024-10-17,229.69,132.28,97.41,0.8824
2024-10-18,184.65,125.76,58.89,0.6931
2024-10-19,185.57,105.98,79.59,0.6231
2024-10-20,175.32,95.51,79.81,0.6339
2024-10-21,198.47,142.19,56.28,0.6263
2024-10-22,155.96,91.16,64.8,0.4899
2024-10-23,159.62,105.99,53.63,0.5832
2024-10-24,215.61,150.45,65.16,0.857
2024-10-25,149.49,99.37,50.12,0.6275
2024-10-26,188.82,115.38,73.44,0.7375
2024-10-27,157.75,91.86,65.89,0.8084
2024-10-28,178.35,125.57,52.78,0.7846
2024-10-29,181.07,104.31,76.76,0.6392
2024-10-30,208.93,141.59,67.34,0.5847
2024-10-31,231.44,147.76,83.68,0.8772
2024-11-01,156.17,101.3,54.87,0.546
2024-11-02,194.84,109.17,85.67,0.5295
2024-11-03,173.12,99.22,73.9,0.5866
2024-11-04,200.23,104.93,95.3,0.7818
2024-11-05,142.81,85.44,57.37,0.7272
2024-11-06,157.85,93.26,64.59,0.5792
2024-11-07,217.17,115.55,101.62,0.7733
2024-11-08,193.67,108.78,84.89,0.7193
2024-11-09,221.3,151.01,70.29,0.6897
2024-11-10,176.99,123.08,53.91,0.7659
2024-11-11,182.97,100.67,82.3,0.5885
2024-11-12,177.42,112.84,64.58,0.6389
2024-11-13,211.74,140.14,71.6,0.6437
2024-11-14,201.15,126.06,75.09,0.5638
2024-11-15,153.36,106.01,47.35,0.5939
2024-11-16,165.92,90.2,75.72,0.5267
2024-11-17,163.57,88.28,75.29,0.6217
2024-11-18,174.74,101.06,73.68,0.6717
2024-11-19,209.63,139.55,70.08,0.8514
2024-11-20,150.11,89.12,60.99,0.5985
2024-11-21,179.75,128.56,51.19,0.7191
2024-11-22,203.25,101.81,101.44,0.7468
2024-11-23,203.11,133.79,69.32,0.7868
2024-11-24,198.58,111.04,87.54,0.6734
2024-11-25,169.8,115.18,54.62,0.7553
2024-11-26,213.63,127.14,86.49,0.7877
2024-11-27,145.99,78.93,67.06,0.688
2024-11-28,210.28,125.41,84.87,0.5086
2024-11-29,221.2,113.24,107.96,0.8232
2024-11-30,252.46,181.33,71.13,0.6654
2024-12-01,211.46,112.1,99.36,0.5672
2024-12-02,193.56,108.35,85.21,0.6519
2024-12-03,192.25,110.48,81.77,0.7209
2024-12-04,165.15,84.8,80.35,0.8009
2024-12-05,222.66,122.63,100.03,0.7763
2024-12-06,204.2,122.67,81.53,0.6126
2024-12-07,193.21,104.78,88.43,0.6111
2024-12-08,203.9,142.67,61.23,0.6371
2024-12-09,188.21,104.33,83.88,0.6857
2024-12-10,185.62,103.86,81.76,0.5489
2024-12-11,167.17,104.84,62.33,0.8588
2024-12-12,242.1,169.43,72.67,0.5621
2024-12-13,190.99,112.44,78.55,0.6195
2024-12-14,193.93,124.34,69.59,0.7542
2024-12-15,177.93,102.01,75.92,0.4136
2024-12-16,202.09,140.24,61.85,0.5463
2024-12-17,185.21,119.05,66.16,0.6104
2024-12-18,165.18,97.63,67.55,0.8284
2024-12-19,209.5,118.96,90.54,0.746
2024-12-20,210.85,120.45,90.4,0.5798
2024-12-21,151.81,106.45,45.36,0.6213
2024-12-22,242.39,142.26,100.13,0.6677
2024-12-23,197.25,100.33,96.92,0.7676
2024-12-24,195.96,108.05,87.91,0.5031
2024-12-25,158.74,88.18,70.56,0.6869
2024-12-26,207.61,120.47,87.14,0.6989
2024-12-27,187.78,128.1,59.68,0.7724
2024-12-28,159.43,93.58,65.85,0.5827
2024-12-29,146.18,86.48,59.7,0.4689
2024-12-30,213.76,119.84,93.92,0.4208
