date,total_kwh,peak_hour_kwh,off_peak_kwh,energy_efficiency_score
2024-10-01,64.44,33.55,30.89,0.7145
2024-10-02,59.55,31.3,28.25,0.99
2024-10-03,53.92,31.33,22.59,0.7707
2024-10-04,63.08,37.08,26.0,0.5586
2024-10-05,82.6,44.39,38.21,0.4704
2024-10-06,72.57,43.03,29.54,0.6316
2024-10-07,62.09,44.4,17.69,0.6314
2024-10-08,75.93,52.66,23.27,0.6339
2024-10-09,55.89,34.3,21.59,0.8281
2024-10-10,74.53,37.63,36.9,0.531
2024-10-11,69.01,45.0,24.01,0.5818
2024-10-12,52.62,31.86,20.76,0.7554
2024-10-13,52.11,34.06,18.05,0.608
2024-10-14,60.75,37.48,23.27,0.9108
2024-10-15,57.55,40.08,17.47,0.6698
2024-10-16,55.68,33.33,22.35,0.6937
2024-10-17,53.85,32.7,21.15,0.5148
2024-10-18,57.57,30.22,27.35,0.6125
2024-10-19,67.06,46.62,20.44,0.6807
2024-10-20,61.11,38.57,22.54,0.7739
2024-10-21,52.13,28.77,23.36,0.622
2024-10-22,59.93,32.35,27.58,0.8819
2024-10-23,69.02,45.08,23.94,0.6581
2024-10-24,58.05,31.32,26.73,0.5845
2024-10-25,78.78,56.29,22.49,0.5705
2024-10-26,61.28,43.8,17.48,0.7802
2024-10-27,70.71,37.21,33.5,0.5949
2024-10-28,83.66,48.92,34.74,0.5594
2024-10-29,74.03,51.64,22.39,0.5136
2024-10-30,71.98,39.66,32.32,0.6236
2024-10-31,61.02,41.26,19.76,0.8548
2024-11-01,71.15,50.11,21.04,0.9763
2024-11-02,54.48,33.45,21.03,0.5893
2024-11-03,60.53,40.64,19.89,0.6217
2024-11-04,64.39,37.52,26.87,0.6234
2024-11-05,74.4,51.64,22.76,0.6452
2024-11-06,52.61,35.87,16.74,0.5307
2024-11-07,64.68,36.76,27.92,0.5767
2024-11-08,66.77,35.62,31.15,0.6753
2024-11-09,61.1,32.98,28.12,0.6282
2024-11-10,54.72,27.49,27.23,0.868
2024-11-11,49.04,31.79,17.25,0.7773
2024-11-12,50.61,27.83,22.78,0.5398
2024-11-13,62.58,37.3,25.28,0.858
2024-11-14,62.08,33.09,28.99,0.7732
2024-11-15,58.97,30.01,28.96,0.99
2024-11-16,52.56,37.27,15.29,0.6678
2024-11-17,51.13,33.09,18.04,0.6831
2024-11-18,76.74,51.82,24.92,0.6292
2024-11-19,60.96,33.44,27.52,0.5224
2024-11-20,51.25,32.17,19.08,0.7107
2024-11-21,65.24,40.54,24.7,0.6763
2024-11-22,47.78,29.46,18.32,0.6283
2024-11-23,77.63,54.8,22.83,0.7582
2024-11-24,55.39,35.69,19.7,0.689
2024-11-25,58.34,33.59,24.75,0.6128
2024-11-26,60.18,34.31,25.87,0.5432
2024-11-27,60.2,41.01,19.19,0.4993
2024-11-28,73.97,45.27,28.7,0.6026
2024-11-29,84.11,58.47,25.64,0.5579
2024-11-30,43.76,27.06,16.7,0.5289
2024-12-01,58.38,35.48,22.9,0.5179
2024-12-02,39.54,28.38,11.16,0.7203
2024-12-03,70.02,36.61,33.41,0.6079
2024-12-04,67.58,44.38,23.2,0.6092
2024-12-05,61.93,37.26,24.67,0.6737
2024-12-06,45.24,24.56,20.68,0.6858
2024-12-07,75.53,50.34,25.19,0.808
2024-12-08,59.51,40.24,19.27,0.5651
2024-12-09,46.16,32.06,14.1,0.6662
2024-12-10,62.22,35.37,26.85,0.481
2024-12-11,60.78,32.86,27.92,0.6812
2024-12-12,54.21,31.47,22.74,0.5501
2024-12-13,70.36,37.58,32.78,0.7347
2024-12-14,77.62,44.63,32.99,0.5994
2024-12-15,68.55,35.97,32.58,0.3507
2024-12-16,45.32,28.0,17.32,0.7336
2024-12-17,76.12,41.07,35.05,0.5161
2024-12-18,43.66,31.27,12.39,0.6226
2024-12-19,62.48,42.26,20.22,0.6138
2024-12-20,46.19,29.91,16.28,0.6546
2024-12-21,68.66,40.4,28.26,0.7742
2024-12-22,71.52,36.01,35.51,0.5409
2024-12-23,64.6,45.57,19.03,0.5458
2024-12-24,42.34,28.8,13.54,0.6378
2024-12-25,76.05,49.17,26.88,0.5318
2024-12-26,56.61,28.85,27.76,0.4694
2024-12-27,46.97,30.82,16.15,0.4464
2024-12-28,52.2,29.07,23.13,0.7548
2024-12-29,57.51,39.56,17.95,0.5128
2024-12-30,65.12,32.98,32.14,0.8495
