date,total_kwh,peak_hour_kwh,off_peak_kwh,energy_efficiency_score
2024-10-01,87.63,55.18,32.45,0.6182
2024-10-02,84.95,58.49,26.46,0.6063
2024-10-03,88.49,49.47,39.02,0.4242
2024-10-04,78.47,39.6,38.87,0.7132
2024-10-05,111.09,74.42,36.67,0.5668
2024-10-06,80.02,56.0,24.02,0.6675
2024-10-07,114.78,71.56,43.22,0.6123
2024-10-08,106.01,67.84,38.17,0.6577
2024-10-09,96.81,68.41,28.4,0.806
2024-10-10,79.47,50.96,28.51,0.6345
2024-10-11,84.95,46.64,38.31,0.7964
2024-10-12,73.47,38.14,35.33,0.7578
2024-10-13,87.55,52.7,34.85,0.6646
2024-10-14,89.36,63.7,25.66,0.7677
2024-10-15,94.16,59.9,34.26,0.6424
2024-10-16,118.05,70.13,47.92,0.7604
2024-10-17,71.94,38.1,33.84,0.5647
2024-10-18,88.71,54.13,34.58,0.8169
2024-10-19,96.2,52.12,44.08,0.7557
2024-10-20,86.07,43.85,42.22,0.6476
2024-10-21,84.27,56.54,27.73,0.4254
2024-10-22,120.37,80.04,40.33,0.508
2024-10-23,86.55,59.77,26.78,0.8857
2024-10-24,74.63,41.91,32.72,0.684
2024-10-25,89.52,53.69,35.83,0.6728
2024-10-26,103.14,69.62,33.52,0.5358
2024-10-27,104.83,68.7,36.13,0.608
2024-10-28,74.17,51.97,22.2,0.7066
2024-10-29,85.78,49.95,35.83,0.495
2024-10-30,82.34,56.46,25.88,0.6353
2024-10-31,94.39,64.53,29.86,0.8374
2024-11-01,129.1,84.59,44.51,0.6389
2024-11-02,81.14,46.47,34.67,0.7615
2024-11-03,91.07,60.79,30.28,0.7416
2024-11-04,92.0,47.8,44.2,0.3537
2024-11-05,99.42,65.6,33.82,0.7761
2024-11-06,95.34,49.08,46.26,0.682
2024-11-07,72.8,49.18,23.62,0.9267
2024-11-08,92.61,62.28,30.33,0.6189
2024-11-09,83.48,48.37,35.11,0.7717
2024-11-10,77.41,53.41,24.0,0.5775
2024-11-11,69.89,36.01,33.88,0.5409
2024-11-12,96.7,58.07,38.63,0.6665
2024-11-13,104.17,59.98,44.19,0.6955
2024-11-14,77.32,51.0,26.32,0.6553
2024-11-15,96.79,48.97,47.82,0.556
2024-11-16,69.92,39.64,30.28,0.6524
2024-11-17,87.82,44.41,43.41,0.4805
2024-11-18,87.29,62.07,25.22,0.5997
2024-11-19,98.6,51.57,47.03,0.8537
2024-11-20,89.98,50.96,39.02,0.4523
2024-11-21,95.27,56.63,38.64,0.5578
2024-11-22,102.7,70.59,32.11,0.4805
2024-11-23,97.94,68.08,29.86,0.4627
2024-11-24,79.96,48.97,30.99,0.5978
2024-11-25,89.93,57.33,32.6,0.6596
2024-11-26,80.94,51.14,29.8,0.6474
2024-11-27,113.57,79.79,33.78,0.4567
2024-11-28,108.96,65.07,43.89,0.7219
2024-11-29,67.84,48.09,19.75,0.5252
2024-11-30,106.69,70.24,36.45,0.6166
2024-12-01,76.02,39.95,36.07,0.8567
2024-12-02,92.77,58.26,34.51,0.7404
2024-12-03,79.42,49.0,30.42,0.6775
2024-12-04,111.41,60.71,50.7,0.6743
2024-12-05,93.83,51.85,41.98,0.6065
2024-12-06,112.93,66.2,46.73,0.7073
2024-12-07,84.15,43.06,41.09,0.7696
2024-12-08,107.66,54.63,53.03,0.7033
2024-12-09,103.4,73.31,30.09,0.7135
2024-12-10,80.83,48.87,31.96,0.4688
2024-12-11,89.28,49.97,39.31,0.6321
2024-12-12,92.88,55.48,37.4,0.6906
2024-12-13,114.83,77.1,37.73,0.5078
2024-12-14,80.7,57.48,23.22,0.7153
2024-12-15,88.57,63.3,25.27,0.5625
2024-12-16,76.99,52.51,24.48,0.6387
2024-12-17,75.02,40.9,34.12,0.7825
2024-12-18,106.63,73.64,32.99,0.5999
2024-12-19,107.5,76.23,31.27,0.5053
2024-12-20,69.31,48.21,21.1,0.6046
2024-12-21,91.07,62.36,28.71,0.99
2024-12-22,75.93,44.78,31.15,0.4697
2024-12-23,102.42,62.53,39.89,0.7366
2024-12-24,102.98,56.35,46.63,0.4418
2024-12-25,76.31,52.35,23.96,0.713
2024-12-26,106.12,53.32,52.8,0.7669
2024-12-27,116.27,82.05,34.22,0.5655
2024-12-28,81.37,49.36,32.01,0.801
2024-12-29,88.92,56.25,32.67,0.7046
2024-12-30,106.72,75.94,30.78,0.6364
