transaction_id,timestamp,amount_sar,payment_method
biz_0324-000014,2024-10-01 09:20:45,429.19,cash
biz_0324-000002,2024-10-01 10:19:17,420.73,cash
biz_0324-000015,2024-10-01 10:30:04,314.68,mada
biz_0324-000006,2024-10-01 11:40:35,128.4,credit_card
biz_0324-000003,2024-10-01 12:57:09,259.9,mada
biz_0324-000007,2024-10-01 14:39:39,283.43,mada
biz_0324-000018,2024-10-01 14:55:02,179.19,mada
biz_0324-000009,2024-10-01 15:45:04,156.63,mada
biz_0324-000019,2024-10-01 15:46:56,284.96,mada
biz_0324-000011,2024-10-01 15:57:15,253.72,mada
biz_0324-000004,2024-10-01 15:58:45,306.59,mada
biz_0324-000013,2024-10-01 16:03:02,147.24,credit_card
biz_0324-000020,2024-10-01 16:04:05,61.68,mada
biz_0324-000010,2024-10-01 16:15:12,197.66,mada
biz_0324-000016,2024-10-01 16:23:28,201.96,credit_card
biz_0324-000001,2024-10-01 17:05:18,235.14,mada
biz_0324-000005,2024-10-01 17:48:42,560.55,mada
biz_0324-000008,2024-10-01 18:55:50,497.2,mada
biz_0324-000012,2024-10-01 19:04:09,144.87,credit_card
biz_0324-000017,2024-10-01 19:06:22,403.73,cash
biz_0324-000025,2024-10-03 09:27:05,200.92,mada
biz_0324-000024,2024-10-03 10:34:14,947.68,mada
biz_0324-000030,2024-10-03 11:10:45,414.81,mada
biz_0324-000032,2024-10-03 11:53:29,128.58,mada
biz_0324-000027,2024-10-03 11:54:41,68.01,credit_card
biz_0324-000023,2024-10-03 12:19:47,221.08,mada
biz_0324-000034,2024-10-03 12:42:15,318.86,mada
biz_0324-000029,2024-10-03 13:05:12,169.97,credit_card
biz_0324-000021,2024-10-03 13:33:52,368.67,mada
biz_0324-000036,2024-10-03 14:37:43,86.41,cash
biz_0324-000031,2024-10-03 14:57:03,180.49,cash
biz_0324-000028,2024-10-03 15:01:51,217.01,cash
biz_0324-000022,2024-10-03 15:55:57,91.32,mada
biz_0324-000026,2024-10-03 16:14:00,160.72,cash
biz_0324-000033,2024-10-03 16:28:42,230.78,mada
biz_0324-000035,2024-10-03 17:22:54,756.59,mada
biz_0324-000043,2024-10-04 09:14:06,197.38,cash
biz_0324-000039,2024-10-04 11:09:04,221.38,mada
biz_0324-000044,2024-10-04 11:10:56,216.57,credit_card
biz_0324-000040,2024-10-04 11:14:19,118.34,cash
biz_0324-000047,2024-10-04 11:27:53,238.14,cash
biz_0324-000041,2024-10-04 11:35:15,451.65,mada
biz_0324-000037,2024-10-04 13:17:00,256.49,mada
biz_0324-000050,2024-10-04 13:33:58,362.29,cash
biz_0324-000046,2024-10-04 14:07:35,147.37,mada
biz_0324-000051,2024-10-04 14:20:55,407.43,mada
biz_0324-000038,2024-10-04 15:00:23,199.35,mada
biz_0324-000049,2024-10-04 15:31:01,93.51,mada
biz_0324-000042,2024-10-04 16:20:13,492.44,mada
biz_0324-000045,2024-10-04 17:11:32,147.2,mada
biz_0324-000048,2024-10-04 19:48:34,355.52,cash
