date,total_kwh,peak_hour_kwh,off_peak_kwh,energy_efficiency_score
2024-10-01,59.19,35.51,23.68,0.7722
2024-10-02,55.65,39.8,15.85,0.7279
2024-10-03,71.83,38.54,33.29,0.4621
2024-10-04,53.04,36.73,16.31,0.7669
2024-10-05,55.59,37.98,17.61,0.4139
2024-10-06,56.52,37.8,18.72,0.6071
2024-10-07,65.11,43.25,21.86,0.7464
2024-10-08,78.81,43.49,35.32,0.687
2024-10-09,71.86,50.83,21.03,0.8918
2024-10-10,63.94,34.77,29.17,0.6882
2024-10-11,51.53,29.47,22.06,0.6809
2024-10-12,77.15,53.37,23.78,0.4505
2024-10-13,71.43,47.71,23.72,0.695
2024-10-14,59.34,41.57,17.77,0.608
2024-10-15,79.42,51.86,27.56,0.6556
2024-10-16,52.26,35.4,16.86,0.7186
2024-10-17,66.9,43.74,23.16,0.6153
2024-10-18,51.4,36.17,15.23,0.723
2024-10-19,57.63,40.48,17.15,0.553
2024-10-20,73.45,40.87,32.58,0.6375
2024-10-21,67.16,46.13,21.03,0.7895
2024-10-22,72.93,49.63,23.3,0.6884
2024-10-23,48.39,33.48,14.91,0.6818
2024-10-24,49.52,34.35,15.17,0.8702
2024-10-25,46.43,26.15,20.28,0.6018
2024-10-26,62.22,31.63,30.59,0.55
2024-10-27,71.5,49.82,21.68,0.7058
2024-10-28,72.3,49.35,22.95,0.5188
2024-10-29,42.43,25.28,17.15,0.9011
2024-10-30,53.27,28.12,25.15,0.3956
2024-10-31,70.0,42.58,27.42,0.5758
2024-11-01,47.58,34.21,13.37,0.7108
2024-11-02,53.66,30.45,23.21,0.7932
2024-11-03,72.45,41.23,31.22,0.6794
2024-11-04,67.86,35.73,32.13,0.4362
2024-11-05,81.09,54.26,26.83,0.6066
2024-11-06,76.67,42.03,34.64,0.6929
2024-11-07,69.64,41.19,28.45,0.6409
2024-11-08,59.14,41.36,17.78,0.7454
2024-11-09,71.57,35.85,35.72,0.8424
2024-11-10,41.66,21.22,20.44,0.5275
2024-11-11,56.82,38.83,17.99,0.7191
2024-11-12,72.87,48.11,24.76,0.6541
2024-11-13,45.71,32.16,13.55,0.751
2024-11-14,67.46,34.24,33.22,0.7268
2024-11-15,52.45,36.31,16.14,0.8524
2024-11-16,58.45,31.41,27.04,0.8889
2024-11-17,43.02,25.11,17.91,0.8645
2024-11-18,48.13,26.51,21.62,0.6588
2024-11-19,51.35,34.06,17.29,0.597
2024-11-20,44.81,28.57,16.24,0.9425
2024-11-21,44.25,27.86,16.39,0.7901
2024-11-22,76.03,42.49,33.54,0.99
2024-11-23,67.87,44.13,23.74,0.7268
2024-11-24,60.23,41.39,18.84,0.6229
2024-11-25,64.78,34.12,30.66,0.8089
2024-11-26,74.6,46.37,28.23,0.7638
2024-11-27,49.0,32.23,16.77,0.5861
2024-11-28,47.89,30.39,17.5,0.7987
2024-11-29,75.44,40.55,34.89,0.6846
2024-11-30,64.59,36.64,27.95,0.7259
2024-12-01,59.41,32.95,26.46,0.6437
2024-12-02,76.79,47.81,28.98,0.744
2024-12-03,76.84,38.97,37.87,0.6319
2024-12-04,41.43,29.19,12.24,0.7904
2024-12-05,41.93,22.93,19.0,0.4451
2024-12-06,77.29,48.22,29.07,0.7808
2024-12-07,43.46,28.3,15.16,0.6872
2024-12-08,59.71,37.47,22.24,0.4974
2024-12-09,58.33,39.12,19.21,0.7455
2024-12-10,70.02,41.41,28.61,0.5818
2024-12-11,79.65,55.46,24.19,0.6494
2024-12-12,44.33,29.2,15.13,0.7086
2024-12-13,66.15,47.34,18.81,0.7479
2024-12-14,81.01,57.66,23.35,0.6574
2024-12-15,67.03,40.66,26.37,0.5457
2024-12-16,64.39,39.23,25.16,0.5526
2024-12-17,41.76,24.01,17.75,0.4927
2024-12-18,53.8,28.81,24.99,0.6671
2024-12-19,60.81,33.9,26.91,0.5492
2024-12-20,66.29,42.53,23.76,0.6978
2024-12-21,52.49,32.24,20.25,0.7543
2024-12-22,58.2,41.9,16.3,0.4773
2024-12-23,79.9,56.36,23.54,0.6273
2024-12-24,70.05,36.71,33.34,0.5253
2024-12-25,79.6,50.27,29.33,0.9057
2024-12-26,65.21,40.0,25.21,0.7038
2024-12-27,68.66,38.2,30.46,0.6412
2024-12-28,78.41,39.79,38.62,0.649
2024-12-29,63.73,41.11,22.62,0.6805
2024-12-30,59.65,33.44,26.21,0.5872
