transaction_id,timestamp,amount_sar,payment_method
biz_0209-000007,2024-10-01 11:49:55,982.41,mada
biz_0209-000004,2024-10-01 12:15:03,1401.57,cash
biz_0209-000005,2024-10-01 13:15:37,1787.34,mada
biz_0209-000002,2024-10-01 15:12:02,2261.6,cash
biz_0209-000010,2024-10-01 15:22:52,1906.96,cash
biz_0209-000001,2024-10-01 16:39:15,3182.05,mada
biz_0209-000003,2024-10-01 18:43:11,1981.72,mada
biz_0209-000009,2024-10-01 19:04:42,1060.24,mada
biz_0209-000006,2024-10-01 21:28:18,1791.62,credit_card
biz_0209-000011,2024-10-01 21:49:44,2538.15,mada
biz_0209-000008,2024-10-01 23:46:35,1560.94,mada
biz_0209-000017,2024-10-02 11:03:11,1343.58,cash
biz_0209-000014,2024-10-02 15:21:46,2343.34,mada
biz_0209-000018,2024-10-02 15:43:32,1211.8,mada
biz_0209-000020,2024-10-02 15:46:20,1035.56,mada
biz_0209-000013,2024-10-02 16:15:30,2608.51,cash
biz_0209-000022,2024-10-02 18:12:32,1025.96,mada
biz_0209-000021,2024-10-02 19:12:21,724.04,mada
biz_0209-000019,2024-10-02 19:42:57,812.98,mada
biz_0209-000016,2024-10-02 21:40:35,823.75,mada
biz_0209-000012,2024-10-02 22:42:22,3543.93,credit_card
biz_0209-000015,2024-10-02 23:03:27,1214.95,credit_card
biz_0209-000027,2024-10-03 11:30:03,1306.8,mada
biz_0209-000029,2024-10-03 14:23:40,1122.93,mada
biz_0209-000024,2024-10-03 14:36:53,1194.37,mada
biz_0209-000025,2024-10-03 15:53:50,710.1,mada
biz_0209-000023,2024-10-03 17:03:38,2239.04,mada
biz_0209-000028,2024-10-03 18:06:06,689.95,cash
biz_0209-000032,2024-10-03 19:01:30,737.09,credit_card
biz_0209-000026,2024-10-03 19:42:30,2491.64,mada
biz_0209-000030,2024-10-03 19:55:30,1252.41,cash
biz_0209-000031,2024-10-03 20:35:43,4996.05,mada
biz_0209-000033,2024-10-03 21:45:23,2849.27,credit_card
biz_0209-000038,2024-10-04 11:01:07,2008.42,cash
biz_0209-000040,2024-10-04 12:57:42,736.58,mada
biz_0209-000041,2024-10-04 15:20:05,1413.09,credit_card
biz_0209-000034,2024-10-04 18:02:01,3169.65,mada
biz_0209-000035,2024-10-04 19:05:18,971.94,mada
biz_0209-000037,2024-10-04 20:13:49,5955.21,credit_card
biz_0209-000036,2024-10-04 20:14:25,990.95,mada
biz_0209-000039,2024-10-04 23:02:12,955.26,mada
biz_0209-000042,2024-10-05 11:28:47,311.31,mada
biz_0209-000047,2024-10-05 14:55:34,1753.25,cash
biz_0209-000050,2024-10-05 15:33:08,1505.52,mada
biz_0209-000046,2024-10-05 16:03:52,4695.14,mada
biz_0209-000045,2024-10-05 16:31:47,1642.84,mada
biz_0209-000049,2024-10-05 18:43:40,2174.86,mada
biz_0209-000044,2024-10-05 19:20:19,2126.16,mada
biz_0209-000043,2024-10-05 20:01:47,2554.63,mada
biz_0209-000048,2024-10-05 20:03:14,540.41,mada
biz_0209-000055,2024-10-06 11:36:16,1463.51,mada
biz_0209-000061,2024-10-06 12:18:41,1627.91,mada
biz_0209-000052,2024-10-06 14:37:27,2491.83,mada
biz_0209-000053,2024-10-06 16:01:24,1311.4,mada
biz_0209-000054,2024-10-06 16:59:37,1465.41,credit_card
biz_0209-000057,2024-10-06 17:16:41,1992.03,mada
biz_0209-000051,2024-10-06 17:24:24,873.15,credit_card
