date,total_kwh,peak_hour_kwh,off_peak_kwh,energy_efficiency_score
2024-10-01,59.51,36.17,23.34,0.6203
2024-10-02,41.66,26.26,15.4,0.7408
2024-10-03,78.65,52.63,26.02,0.6127
2024-10-04,77.73,43.35,34.38,0.758
2024-10-05,82.83,56.56,26.27,0.6254
2024-10-06,47.76,28.11,19.65,0.4659
2024-10-07,44.83,22.73,22.1,0.5557
2024-10-08,56.69,39.64,17.05,0.7063
2024-10-09,67.47,35.5,31.97,0.8549
2024-10-10,66.27,38.19,28.08,0.5285
2024-10-11,73.69,43.58,30.11,0.6298
2024-10-12,52.92,32.11,20.81,0.6355
2024-10-13,52.8,30.95,21.85,0.8207
2024-10-14,79.57,43.32,36.25,0.6267
2024-10-15,65.93,44.33,21.6,0.4537
2024-10-16,62.26,40.94,21.32,0.5279
2024-10-17,73.15,37.97,35.18,0.8033
2024-10-18,85.91,44.34,41.57,0.6441
2024-10-19,72.31,46.13,26.18,0.6249
2024-10-20,66.68,39.43,27.25,0.6456
2024-10-21,60.11,30.34,29.77,0.4919
2024-10-22,57.98,41.38,16.6,0.6565
2024-10-23,69.0,48.93,20.07,0.4789
2024-10-24,63.05,44.14,18.91,0.7688
2024-10-25,70.78,37.61,33.17,0.5623
2024-10-26,58.84,41.03,17.81,0.427
2024-10-27,67.34,35.18,32.16,0.5171
2024-10-28,68.77,34.44,34.33,0.5861
2024-10-29,51.83,26.56,25.27,0.4309
2024-10-30,72.31,43.59,28.72,0.6025
2024-10-31,74.67,45.31,29.36,0.6562
2024-11-01,67.91,46.71,21.2,0.8343
2024-11-02,56.95,39.71,17.24,0.6819
2024-11-03,64.21,35.16,29.05,0.5471
2024-11-04,73.53,51.98,21.55,0.6711
2024-11-05,52.08,26.97,25.11,0.6972
2024-11-06,82.73,47.64,35.09,0.6092
2024-11-07,73.42,43.81,29.61,0.5381
2024-11-08,70.87,50.14,20.73,0.7987
2024-11-09,76.91,41.99,34.92,0.5881
2024-11-10,42.27,29.64,12.63,0.5405
2024-11-11,56.22,36.14,20.08,0.7235
2024-11-12,70.87,39.37,31.5,0.596
2024-11-13,72.04,36.56,35.48,0.9667
2024-11-14,59.01,40.93,18.08,0.6081
2024-11-15,61.52,39.97,21.55,0.6932
2024-11-16,73.8,36.99,36.81,0.6655
2024-11-17,55.93,30.82,25.11,0.6725
2024-11-18,59.09,32.61,26.48,0.7491
2024-11-19,65.0,36.07,28.93,0.854
2024-11-20,53.0,28.52,24.48,0.7843
2024-11-21,53.51,32.26,21.25,0.6015
2024-11-22,75.53,41.3,34.23,0.5444
2024-11-23,70.94,37.71,33.23,0.7656
2024-11-24,80.52,54.53,25.99,0.4434
2024-11-25,68.49,44.58,23.91,0.6129
2024-11-26,57.13,37.99,19.14,0.5119
2024-11-27,67.78,44.13,23.65,0.6869
2024-11-28,44.48,28.31,16.17,0.6846
2024-11-29,65.16,45.27,19.89,0.4881
2024-11-30,59.26,32.7,26.56,0.715
2024-12-01,73.44,51.39,22.05,0.6297
2024-12-02,59.25,34.37,24.88,0.6866
2024-12-03,67.96,37.47,30.49,0.5902
2024-12-04,56.5,29.87,26.63,0.7413
2024-12-05,69.78,38.39,31.39,0.5238
2024-12-06,69.82,37.15,32.67,0.6764
2024-12-07,59.69,42.06,17.63,0.6574
2024-12-08,72.91,47.8,25.11,0.7362
2024-12-09,53.26,27.28,25.98,0.6829
2024-12-10,72.73,47.26,25.47,0.6596
2024-12-11,58.67,40.34,18.33,0.7166
2024-12-12,79.58,43.68,35.9,0.7902
2024-12-13,51.0,32.47,18.53,0.7935
2024-12-14,46.92,24.12,22.8,0.5825
2024-12-15,72.02,41.16,30.86,0.576
2024-12-16,72.93,37.46,35.47,0.7194
2024-12-17,53.35,31.33,22.02,0.8058
2024-12-18,73.75,44.77,28.98,0.8575
2024-12-19,61.77,38.69,23.08,0.8418
2024-12-20,53.76,32.65,21.11,0.6954
2024-12-21,61.0,43.5,17.5,0.7202
2024-12-22,86.53,45.72,40.81,0.6162
2024-12-23,60.89,42.14,18.75,0.6583
2024-12-24,71.01,50.84,20.17,0.493
2024-12-25,58.78,37.64,21.14,0.6249
2024-12-26,46.5,25.98,20.52,0.6033
2024-12-27,56.13,35.96,20.17,0.7091
2024-12-28,59.14,36.88,22.26,0.6847
2024-12-29,75.01,47.38,27.63,0.5127
2024-12-30,77.3,41.04,36.26,0.5442
