date,total_kwh,peak_hour_kwh,off_peak_kwh,energy_efficiency_score
2024-10-01,99.91,67.82,32.09,0.6984
2024-10-02,85.43,46.19,39.24,0.705
2024-10-03,81.75,46.23,35.52,0.5557
2024-10-04,118.48,82.82,35.66,0.6002
2024-10-05,114.69,59.51,55.18,0.5742
2024-10-06,98.02,54.26,43.76,0.6287
2024-10-07,86.28,51.38,34.9,0.5992
2024-10-08,68.72,48.47,20.25,0.5865
2024-10-09,90.35,45.65,44.7,0.6072
2024-10-10,101.15,62.9,38.25,0.6318
2024-10-11,91.27,53.67,37.6,0.6038
2024-10-12,116.66,65.71,50.95,0.8193
2024-10-13,89.47,60.54,28.93,0.5808
2024-10-14,90.96,57.13,33.83,0.7174
2024-10-15,109.93,62.92,47.01,0.8644
2024-10-16,89.28,51.44,37.84,0.744
2024-10-17,93.43,47.77,45.66,0.5484
2024-10-18,101.46,63.72,37.74,0.516
2024-10-19,74.19,39.69,34.5,0.7675
2024-10-20,96.79,67.93,28.86,0.753
2024-10-21,104.45,61.63,42.82,0.4737
2024-10-22,103.91,60.72,43.19,0.7549
2024-10-23,90.01,53.97,36.04,0.7269
2024-10-24,86.32,59.41,26.91,0.6519
2024-10-25,110.66,76.97,33.69,0.7424
2024-10-26,97.9,66.42,31.48,0.7913
2024-10-27,83.43,54.85,28.58,0.4953
2024-10-28,87.85,51.57,36.28,0.6391
2024-10-29,84.47,47.73,36.74,0.6911
2024-10-30,83.39,55.01,28.38,0.6054
2024-10-31,96.2,61.71,34.49,0.7566
2024-11-01,93.31,51.24,42.07,0.8086
2024-11-02,85.3,60.07,25.23,0.4947
2024-11-03,91.14,53.61,37.53,0.7331
2024-11-04,95.79,48.45,47.34,0.7157
2024-11-05,89.8,46.73,43.07,0.7113
2024-11-06,81.94,44.8,37.14,0.715
2024-11-07,94.99,61.11,33.88,0.7124
2024-11-08,82.77,42.64,40.13,0.7229
2024-11-09,95.77,59.5,36.27,0.5839
2024-11-10,78.03,52.29,25.74,0.6634
2024-11-11,67.45,43.44,24.01,0.5852
2024-11-12,93.16,57.63,35.53,0.5886
2024-11-13,99.6,50.17,49.43,0.5
2024-11-14,68.46,40.59,27.87,0.5423
2024-11-15,115.27,73.68,41.59,0.7497
2024-11-16,99.78,63.45,36.33,0.648
2024-11-17,78.97,56.71,22.26,0.7299
2024-11-18,103.64,53.37,50.27,0.985
2024-11-19,102.11,58.3,43.81,0.5252
2024-11-20,82.53,50.26,32.27,0.6015
2024-11-21,101.07,62.24,38.83,0.8114
2024-11-22,124.12,78.06,46.06,0.6135
2024-11-23,100.01,64.97,35.04,0.5725
2024-11-24,68.48,40.34,28.14,0.6142
2024-11-25,101.74,57.94,43.8,0.4937
2024-11-26,99.23,58.53,40.7,0.507
2024-11-27,76.73,47.55,29.18,0.6208
2024-11-28,76.8,42.71,34.09,0.8117
2024-11-29,101.36,67.94,33.42,0.6548
2024-11-30,77.31,44.43,32.88,0.5197
2024-12-01,88.81,58.59,30.22,0.7163
2024-12-02,97.55,64.28,33.27,0.8958
2024-12-03,95.08,54.54,40.54,0.7266
2024-12-04,70.93,42.42,28.51,0.737
2024-12-05,99.91,61.61,38.3,0.8056
2024-12-06,74.39,44.46,29.93,0.7873
2024-12-07,98.05,53.4,44.65,0.709
2024-12-08,79.2,54.41,24.79,0.7904
2024-12-09,85.15,44.9,40.25,0.424
2024-12-10,92.8,61.57,31.23,0.5066
2024-12-11,108.23,54.53,53.7,0.8411
2024-12-12,87.71,59.44,28.27,0.5845
2024-12-13,98.44,51.43,47.01,0.7785
2024-12-14,68.05,39.09,28.96,0.7555
2024-12-15,89.02,48.64,40.38,0.6872
2024-12-16,87.76,51.3,36.46,0.6448
2024-12-17,95.79,48.08,47.71,0.4479
2024-12-18,93.16,57.17,35.99,0.5192
2024-12-19,75.96,45.12,30.84,0.546
2024-12-20,87.38,47.88,39.5,0.8387
2024-12-21,105.76,62.64,43.12,0.7094
2024-12-22,79.0,52.18,26.82,0.6978
2024-12-23,101.42,53.29,48.13,0.8012
2024-12-24,102.01,70.99,31.02,0.4395
2024-12-25,95.11,63.97,31.14,0.5441
2024-12-26,90.57,60.75,29.82,0.6519
2024-12-27,88.36,57.3,31.06,0.4857
2024-12-28,80.54,55.54,25.0,0.6201
2024-12-29,104.66,68.23,36.43,0.6633
2024-12-30,76.04,41.19,34.85,0.8135
