date,total_kwh,peak_hour_kwh,off_peak_kwh,energy_efficiency_score
2024-10-01,70.19,44.55,25.64,0.6148
2024-10-02,77.69,50.41,27.28,0.702
2024-10-03,74.41,50.86,23.55,0.6957
2024-10-04,62.94,38.14,24.8,0.4584
2024-10-05,67.8,44.65,23.15,0.6038
2024-10-06,53.32,33.29,20.03,0.5943
2024-10-07,75.31,50.65,24.66,0.7045
2024-10-08,45.19,29.15,16.04,0.641
2024-10-09,60.09,35.0,25.09,0.6392
2024-10-10,74.97,50.19,24.78,0.7289
2024-10-11,65.16,41.72,23.44,0.7221
2024-10-12,52.89,27.0,25.89,0.5904
2024-10-13,55.18,28.79,26.39,0.5503
2024-10-14,78.11,39.44,38.67,0.5386
2024-10-15,44.47,26.08,18.39,0.7755
2024-10-16,43.89,28.54,15.35,0.6229
2024-10-17,63.81,44.78,19.03,0.6121
2024-10-18,70.98,36.4,34.58,0.6145
2024-10-19,77.78,39.35,38.43,0.5844
2024-10-20,73.33,36.86,36.47,0.5567
2024-10-21,68.77,48.35,20.42,0.7562
2024-10-22,59.9,40.08,19.82,0.5914
2024-10-23,66.63,44.82,21.81,0.8169
2024-10-24,79.64,50.48,29.16,0.7026
2024-10-25,42.87,29.42,13.45,0.6417
2024-10-26,74.68,37.76,36.92,0.8148
2024-10-27,47.33,26.38,20.95,0.7159
2024-10-28,47.72,29.45,18.27,0.4966
2024-10-29,72.16,49.73,22.43,0.7453
2024-10-30,63.89,37.09,26.8,0.5152
2024-10-31,56.33,31.9,24.43,0.6694
2024-11-01,42.09,26.61,15.48,0.5816
2024-11-02,70.13,43.0,27.13,0.4325
2024-11-03,41.15,28.0,13.15,0.6966
2024-11-04,56.29,31.15,25.14,0.6969
2024-11-05,43.31,27.5,15.81,0.4804
2024-11-06,58.4,31.32,27.08,0.6889
2024-11-07,79.27,44.5,34.77,0.6802
2024-11-08,78.94,41.11,37.83,0.6783
2024-11-09,62.99,41.27,21.72,0.8309
2024-11-10,66.8,41.08,25.72,0.7531
2024-11-11,78.13,54.08,24.05,0.6241
2024-11-12,76.16,45.06,31.1,0.5429
2024-11-13,54.24,32.38,21.86,0.7097
2024-11-14,52.79,27.79,25.0,0.5852
2024-11-15,74.31,44.65,29.66,0.7217
2024-11-16,74.27,51.12,23.15,0.8951
2024-11-17,65.61,41.69,23.92,0.5734
2024-11-18,68.9,38.04,30.86,0.4773
2024-11-19,78.18,51.27,26.91,0.4768
2024-11-20,48.1,33.65,14.45,0.7302
2024-11-21,75.75,37.92,37.83,0.6237
2024-11-22,70.89,46.73,24.16,0.7819
2024-11-23,60.78,37.01,23.77,0.5673
2024-11-24,79.71,42.27,37.44,0.6372
2024-11-25,72.8,47.92,24.88,0.5241
2024-11-26,71.73,47.03,24.7,0.609
2024-11-27,48.74,35.03,13.71,0.6576
2024-11-28,45.37,28.34,17.03,0.6837
2024-11-29,51.42,26.6,24.82,0.5929
2024-11-30,71.11,43.11,28.0,0.6157
2024-12-01,70.36,39.59,30.77,0.5626
2024-12-02,41.68,28.2,13.48,0.6798
2024-12-03,74.98,46.54,28.44,0.8167
2024-12-04,58.35,33.92,24.43,0.4122
2024-12-05,63.97,44.1,19.87,0.5172
2024-12-06,65.21,42.42,22.79,0.5659
2024-12-07,43.75,25.23,18.52,0.7335
2024-12-08,46.01,29.85,16.16,0.8917
2024-12-09,42.41,30.47,11.94,0.7017
2024-12-10,72.85,44.42,28.43,0.5787
2024-12-11,68.37,42.85,25.52,0.5523
2024-12-12,61.26,34.76,26.5,0.7948
2024-12-13,42.58,28.05,14.53,0.7006
2024-12-14,51.69,31.73,19.96,0.7843
2024-12-15,60.47,32.77,27.7,0.7729
2024-12-16,65.46,43.53,21.93,0.4993
2024-12-17,65.21,45.4,19.81,0.505
2024-12-18,55.3,33.99,21.31,0.781
2024-12-19,51.27,36.32,14.95,0.8019
2024-12-20,54.24,35.45,18.79,0.44
2024-12-21,56.54,40.12,16.42,0.8755
2024-12-22,62.04,37.4,24.64,0.7703
2024-12-23,66.24,36.92,29.32,0.6667
2024-12-24,65.37,42.14,23.23,0.6349
2024-12-25,72.42,37.08,35.34,0.5542
2024-12-26,81.08,51.38,29.7,0.8622
2024-12-27,57.61,36.6,21.01,0.8417
2024-12-28,59.0,35.66,23.34,0.7565
2024-12-29,49.72,34.92,14.8,0.7874
2024-12-30,67.58,40.69,26.89,0.6847
