transaction_id,timestamp,amount_sar,payment_method
biz_0249-000003,2024-10-01 09:43:04,113979.09,bank_transfer
biz_0249-000002,2024-10-01 12:23:42,318229.34,cash
biz_0249-000005,2024-10-01 13:43:42,326363.0,cash
biz_0249-000001,2024-10-01 13:47:40,162841.1,bank_transfer
biz_0249-000004,2024-10-01 14:16:54,126736.63,bank_transfer
biz_0249-000006,2024-10-02 11:00:32,198569.8,cash
biz_0249-000008,2024-10-02 16:07:12,109107.92,bank_transfer
biz_0249-000007,2024-10-02 20:46:30,52417.93,bank_transfer
biz_0249-000009,2024-10-03 17:29:37,86506.06,bank_transfer
biz_0249-000010,2024-10-03 17:32:58,132281.63,bank_transfer
biz_0249-000014,2024-10-04 10:22:31,203003.0,bank_transfer
biz_0249-000013,2024-10-04 10:39:32,144931.72,cash
biz_0249-000011,2024-10-04 10:52:41,75221.09,bank_transfer
biz_0249-000015,2024-10-04 11:43:04,126514.29,bank_transfer
biz_0249-000012,2024-10-04 18:04:02,36227.08,bank_transfer
biz_0249-000019,2024-10-05 10:46:02,144251.69,bank_transfer
biz_0249-000016,2024-10-05 14:37:10,312599.76,bank_transfer
biz_0249-000017,2024-10-05 15:18:40,607257.17,credit_card
biz_0249-000018,2024-10-05 16:00:05,44224.82,cash
biz_0249-000023,2024-10-06 09:04:19,77651.31,cash
biz_0249-000020,2024-10-06 09:21:42,116244.92,bank_transfer
biz_0249-000024,2024-10-06 10:49:44,108334.9,bank_transfer
biz_0249-000025,2024-10-06 12:16:01,144655.25,bank_transfer
biz_0249-000021,2024-10-06 12:39:57,289635.26,bank_transfer
biz_0249-000022,2024-10-06 17:28:35,87618.33,credit_card
biz_0249-000028,2024-10-07 12:26:02,101441.25,bank_transfer
biz_0249-000027,2024-10-07 16:34:32,29338.93,cash
biz_0249-000026,2024-10-07 19:30:09,290777.18,bank_transfer
biz_0249-000029,2024-10-08 12:26:09,43136.97,bank_transfer
biz_0249-000032,2024-10-08 13:38:06,128219.26,credit_card
biz_0249-000030,2024-10-08 14:52:45,76916.38,bank_transfer
biz_0249-000031,2024-10-08 15:19:35,138336.5,credit_card
biz_0249-000037,2024-10-09 12:20:35,125346.21,bank_transfer
biz_0249-000035,2024-10-09 13:05:39,109089.45,cash
biz_0249-000036,2024-10-09 13:53:34,189578.23,bank_transfer
