date,total_kwh,peak_hour_kwh,off_peak_kwh,energy_efficiency_score
2024-10-01,367.37,257.62,109.75,0.7012
2024-10-02,522.61,315.6,207.01,0.5336
2024-10-03,406.11,246.25,159.86,0.5517
2024-10-04,521.09,358.48,162.61,0.7042
2024-10-05,374.96,239.59,135.37,0.6891
2024-10-06,558.53,392.99,165.54,0.674
2024-10-07,596.13,342.68,253.45,0.5269
2024-10-08,484.1,276.14,207.96,0.5137
2024-10-09,535.32,313.45,221.87,0.7348
2024-10-10,482.89,326.2,156.69,0.8239
2024-10-11,387.52,253.02,134.5,0.6471
2024-10-12,472.67,298.37,174.3,0.6555
2024-10-13,447.66,292.15,155.51,0.6305
2024-10-14,479.74,249.46,230.28,0.6095
2024-10-15,502.6,302.26,200.34,0.4824
2024-10-16,415.46,230.23,185.23,0.4971
2024-10-17,539.12,281.94,257.18,0.6681
2024-10-18,480.88,261.88,219.0,0.5998
2024-10-19,541.56,339.17,202.39,0.6379
2024-10-20,467.08,281.23,185.85,0.6736
2024-10-21,391.16,266.43,124.73,0.6617
2024-10-22,474.5,304.06,170.44,0.3882
2024-10-23,524.84,371.3,153.54,0.7587
2024-10-24,460.72,310.03,150.69,0.704
2024-10-25,542.27,326.77,215.5,0.5333
2024-10-26,530.43,288.5,241.93,0.7976
2024-10-27,586.06,328.48,257.58,0.7797
2024-10-28,551.5,307.49,244.01,0.5876
2024-10-29,569.0,297.93,271.07,0.6468
2024-10-30,590.26,379.35,210.91,0.5207
2024-10-31,368.33,201.62,166.71,0.5815
2024-11-01,538.09,345.8,192.29,0.675
2024-11-02,492.87,249.08,243.79,0.6914
2024-11-03,547.01,379.36,167.65,0.6291
2024-11-04,347.58,180.33,167.25,0.6926
2024-11-05,514.99,302.81,212.18,0.5283
2024-11-06,489.46,332.31,157.15,0.6908
2024-11-07,447.38,293.97,153.41,0.6477
2024-11-08,455.99,241.57,214.42,0.5909
2024-11-09,460.09,300.51,159.58,0.6275
2024-11-10,418.04,247.63,170.41,0.7917
2024-11-11,384.47,261.72,122.75,0.5171
2024-11-12,408.87,245.27,163.6,0.7368
2024-11-13,516.21,324.21,192.0,0.6108
2024-11-14,436.01,279.28,156.73,0.5163
2024-11-15,536.9,283.05,253.85,0.8294
2024-11-16,636.14,388.38,247.76,0.6827
2024-11-17,341.53,191.9,149.63,0.6626
2024-11-18,410.45,270.25,140.2,0.3904
2024-11-19,448.48,250.52,197.96,0.7358
2024-11-20,446.63,305.37,141.26,0.6783
2024-11-21,526.53,326.33,200.2,0.7531
2024-11-22,548.64,360.41,188.23,0.4878
2024-11-23,432.09,229.23,202.86,0.9107
2024-11-24,434.11,249.22,184.89,0.5209
2024-11-25,443.17,307.48,135.69,0.4861
2024-11-26,568.17,295.99,272.18,0.6665
2024-11-27,517.47,315.59,201.88,0.6585
2024-11-28,524.77,284.06,240.71,0.4605
2024-11-29,412.91,255.88,157.03,0.5745
2024-11-30,347.04,180.07,166.97,0.5238
2024-12-01,448.38,316.12,132.26,0.6455
2024-12-02,515.64,353.25,162.39,0.6077
2024-12-03,389.07,273.81,115.26,0.7781
2024-12-04,512.19,267.38,244.81,0.7074
2024-12-05,499.92,290.45,209.47,0.5227
2024-12-06,541.6,302.98,238.62,0.6372
2024-12-07,381.87,244.81,137.06,0.6164
2024-12-08,570.35,368.65,201.7,0.5913
2024-12-09,518.17,357.53,160.64,0.8014
2024-12-10,449.7,299.15,150.55,0.7808
2024-12-11,578.42,396.19,182.23,0.6559
2024-12-12,483.08,292.55,190.53,0.6422
2024-12-13,344.07,192.2,151.87,0.5655
2024-12-14,473.69,335.01,138.68,0.4183
2024-12-15,605.75,403.01,202.74,0.6603
2024-12-16,354.5,205.73,148.77,0.7584
2024-12-17,363.03,213.39,149.64,0.6735
2024-12-18,502.75,273.2,229.55,0.6102
2024-12-19,454.33,263.41,190.92,0.6519
2024-12-20,631.16,393.85,237.31,0.8055
2024-12-21,435.53,296.17,139.36,0.549
2024-12-22,517.82,264.83,252.99,0.518
2024-12-23,443.1,272.24,170.86,0.5231
2024-12-24,405.81,231.28,174.53,0.7563
2024-12-25,546.39,379.37,167.02,0.899
2024-12-26,495.12,282.11,213.01,0.6057
2024-12-27,496.87,308.71,188.16,0.5814
2024-12-28,367.0,227.54,139.46,0.8167
2024-12-29,522.1,275.98,246.12,0.6701
2024-12-30,535.87,291.47,244.4,0.7424
