date,total_kwh,peak_hour_kwh,off_peak_kwh,energy_efficiency_score
2024-10-01,109.03,66.74,42.29,0.6565
2024-10-02,107.66,62.63,45.03,0.8508
2024-10-03,95.03,62.46,32.57,0.6274
2024-10-04,75.33,52.14,23.19,0.5017
2024-10-05,86.02,47.9,38.12,0.8914
2024-10-06,97.84,63.32,34.52,0.5558
2024-10-07,103.06,69.73,33.33,0.7038
2024-10-08,84.44,58.18,26.26,0.6936
2024-10-09,109.83,70.61,39.22,0.6034
2024-10-10,94.58,49.91,44.67,0.7044
2024-10-11,98.68,52.68,46.0,0.7485
2024-10-12,89.02,58.02,31.0,0.4741
2024-10-13,115.73,67.06,48.67,0.4314
2024-10-14,70.91,40.01,30.9,0.6492
2024-10-15,83.87,58.29,25.58,0.4708
2024-10-16,99.78,67.2,32.58,0.4976
2024-10-17,95.4,62.55,32.85,0.5531
2024-10-18,105.1,60.05,45.05,0.5379
2024-10-19,88.6,63.56,25.04,0.5962
2024-10-20,94.51,50.85,43.66,0.5271
2024-10-21,94.67,67.81,26.86,0.5016
2024-10-22,72.75,49.06,23.69,0.6152
2024-10-23,81.32,56.99,24.33,0.4887
2024-10-24,118.01,66.6,51.41,0.5859
2024-10-25,90.89,64.03,26.86,0.896
2024-10-26,71.0,45.69,25.31,0.6324
2024-10-27,92.28,65.13,27.15,0.6325
2024-10-28,99.2,71.18,28.02,0.6579
2024-10-29,91.54,51.75,39.79,0.5473
2024-10-30,75.56,43.76,31.8,0.4836
2024-10-31,76.74,41.77,34.97,0.7303
2024-11-01,112.24,72.5,39.74,0.6093
2024-11-02,85.67,61.3,24.37,0.5886
2024-11-03,101.66,55.29,46.37,0.5488
2024-11-04,103.72,69.28,34.44,0.531
2024-11-05,84.68,58.21,26.47,0.6696
2024-11-06,87.85,61.12,26.73,0.7436
2024-11-07,89.1,57.71,31.39,0.6843
2024-11-08,82.79,44.41,38.38,0.3117
2024-11-09,74.61,51.79,22.82,0.6887
2024-11-10,89.43,53.77,35.66,0.7643
2024-11-11,94.96,62.3,32.66,0.7809
2024-11-12,107.99,71.9,36.09,0.4753
2024-11-13,78.7,53.03,25.67,0.6814
2024-11-14,112.54,74.15,38.39,0.6334
2024-11-15,66.57,42.73,23.84,0.4715
2024-11-16,99.63,61.0,38.63,0.7033
2024-11-17,80.39,57.53,22.86,0.6503
2024-11-18,89.27,57.56,31.71,0.4452
2024-11-19,74.51,52.8,21.71,0.5388
2024-11-20,83.32,45.31,38.01,0.5555
2024-11-21,93.26,50.02,43.24,0.4908
2024-11-22,98.49,69.55,28.94,0.5682
2024-11-23,105.44,74.76,30.68,0.6372
2024-11-24,98.58,58.81,39.77,0.7146
2024-11-25,99.3,71.48,27.82,0.7192
2024-11-26,74.29,46.5,27.79,0.6338
2024-11-27,98.41,59.3,39.11,0.6652
2024-11-28,75.03,47.99,27.04,0.8595
2024-11-29,85.84,55.48,30.36,0.5255
2024-11-30,98.43,69.88,28.55,0.6738
2024-12-01,104.86,73.93,30.93,0.5624
2024-12-02,97.1,56.1,41.0,0.8314
2024-12-03,96.46,58.13,38.33,0.5903
2024-12-04,92.04,53.15,38.89,0.6237
2024-12-05,75.3,41.18,34.12,0.6955
2024-12-06,103.14,72.24,30.9,0.6408
2024-12-07,108.77,66.04,42.73,0.7495
2024-12-08,86.42,56.6,29.82,0.7683
2024-12-09,91.63,48.0,43.63,0.6034
2024-12-10,87.44,56.15,31.29,0.8269
2024-12-11,75.26,48.67,26.59,0.8192
2024-12-12,71.18,46.19,24.99,0.6749
2024-12-13,72.59,46.66,25.93,0.3641
2024-12-14,98.3,50.7,47.6,0.6217
2024-12-15,89.7,61.05,28.65,0.7012
2024-12-16,78.38,47.44,30.94,0.6958
2024-12-17,97.52,49.62,47.9,0.5433
2024-12-18,101.59,52.44,49.15,0.539
2024-12-19,88.42,55.14,33.28,0.8018
2024-12-20,96.47,53.5,42.97,0.5932
2024-12-21,106.07,69.91,36.16,0.5422
2024-12-22,97.42,62.68,34.74,0.9135
2024-12-23,97.45,55.24,42.21,0.6518
2024-12-24,84.36,52.95,31.41,0.6402
2024-12-25,86.34,61.34,25.0,0.4933
2024-12-26,91.5,65.74,25.76,0.5628
2024-12-27,91.67,57.6,34.07,0.7119
2024-12-28,80.12,49.3,30.82,0.4398
2024-12-29,72.92,42.05,30.87,0.6087
2024-12-30,120.63,78.75,41.88,0.5768
