date,total_kwh,peak_hour_kwh,off_peak_kwh,energy_efficiency_score
2024-10-01,22.46,13.21,9.25,0.6451
2024-10-02,21.64,15.48,6.16,0.5214
2024-10-03,27.69,18.36,9.33,0.4907
2024-10-04,24.23,14.72,9.51,0.612
2024-10-05,27.43,15.91,11.52,0.551
2024-10-06,18.53,13.29,5.24,0.7999
2024-10-07,17.19,8.97,8.22,0.6202
2024-10-08,20.48,13.82,6.66,0.5573
2024-10-09,27.13,18.59,8.54,0.4337
2024-10-10,16.85,11.23,5.62,0.6386
2024-10-11,28.23,14.83,13.4,0.8022
2024-10-12,34.29,23.91,10.38,0.579
2024-10-13,17.2,10.58,6.62,0.4956
2024-10-14,26.96,14.47,12.49,0.6475
2024-10-15,33.54,19.06,14.48,0.6688
2024-10-16,25.18,12.67,12.51,0.6877
2024-10-17,33.01,19.92,13.09,0.7564
2024-10-18,31.06,20.62,10.44,0.8304
2024-10-19,34.48,21.33,13.15,0.6881
2024-10-20,23.57,14.55,9.02,0.5365
2024-10-21,17.88,12.31,5.57,0.7371
2024-10-22,26.95,15.97,10.98,0.7528
2024-10-23,17.49,10.06,7.43,0.5084
2024-10-24,28.98,17.54,11.44,0.7794
2024-10-25,16.63,9.25,7.38,0.6943
2024-10-26,32.38,18.63,13.75,0.7084
2024-10-27,32.17,18.22,13.95,0.4837
2024-10-28,33.29,17.89,15.4,0.882
2024-10-29,15.46,10.65,4.81,0.4005
2024-10-30,29.23,16.74,12.49,0.6378
2024-10-31,21.15,14.19,6.96,0.6477
2024-11-01,25.87,14.07,11.8,0.5813
2024-11-02,20.15,13.47,6.68,0.7893
2024-11-03,23.1,13.95,9.15,0.4208
2024-11-04,18.37,11.67,6.7,0.9249
2024-11-05,24.59,16.11,8.48,0.5097
2024-11-06,27.36,14.96,12.4,0.6345
2024-11-07,18.67,10.77,7.9,0.678
2024-11-08,27.98,16.86,11.12,0.49
2024-11-09,22.86,13.82,9.04,0.8177
2024-11-10,22.36,12.35,10.01,0.8464
2024-11-11,29.77,15.29,14.48,0.4928
2024-11-12,31.06,17.16,13.9,0.462
2024-11-13,19.57,12.22,7.35,0.6676
2024-11-14,25.94,13.03,12.91,0.6193
2024-11-15,34.19,24.06,10.13,0.6355
2024-11-16,17.9,11.16,6.74,0.6522
2024-11-17,20.74,13.38,7.36,0.4567
2024-11-18,34.97,19.22,15.75,0.6518
2024-11-19,25.24,14.28,10.96,0.5373
2024-11-20,24.15,13.82,10.33,0.4279
2024-11-21,15.52,10.04,5.48,0.5523
2024-11-22,26.46,15.53,10.93,0.737
2024-11-23,24.21,14.13,10.08,0.7817
2024-11-24,15.32,9.82,5.5,0.6533
2024-11-25,27.12,14.98,12.14,0.6317
2024-11-26,32.14,16.56,15.58,0.6219
2024-11-27,16.83,11.33,5.5,0.5828
2024-11-28,27.37,18.53,8.84,0.5437
2024-11-29,23.82,12.28,11.54,0.3861
2024-11-30,25.53,15.16,10.37,0.6887
2024-12-01,22.2,14.65,7.55,0.5344
2024-12-02,33.78,20.96,12.82,0.4749
2024-12-03,22.29,16.01,6.28,0.4323
2024-12-04,25.84,13.53,12.31,0.7146
2024-12-05,35.03,24.8,10.23,0.7745
2024-12-06,32.42,16.43,15.99,0.6765
2024-12-07,20.13,11.78,8.35,0.7293
2024-12-08,16.1,11.3,4.8,0.7571
2024-12-09,32.83,19.55,13.28,0.6764
2024-12-10,16.87,10.9,5.97,0.7053
2024-12-11,29.22,20.63,8.59,0.6357
2024-12-12,34.68,22.57,12.11,0.7886
2024-12-13,17.8,12.0,5.8,0.5222
2024-12-14,18.61,11.24,7.37,0.6423
2024-12-15,20.43,11.61,8.82,0.7048
2024-12-16,26.6,13.44,13.16,0.6097
2024-12-17,22.79,15.51,7.28,0.7778
2024-12-18,15.4,10.79,4.61,0.5592
2024-12-19,23.03,13.66,9.37,0.5746
2024-12-20,21.32,11.51,9.81,0.7083
2024-12-21,31.14,20.68,10.46,0.7728
2024-12-22,20.78,14.32,6.46,0.7062
2024-12-23,20.58,13.97,6.61,0.7101
2024-12-24,30.64,21.57,9.07,0.5132
2024-12-25,34.77,18.6,16.17,0.5539
2024-12-26,25.18,18.09,7.09,0.6855
2024-12-27,19.32,12.01,7.31,0.7342
2024-12-28,27.27,15.96,11.31,0.7428
2024-12-29,27.35,16.09,11.26,0.7472
2024-12-30,22.62,12.4,10.22,0.717
