date,total_kwh,peak_hour_kwh,off_peak_kwh,energy_efficiency_score
2024-10-01,214.57,144.6,69.97,0.5696
2024-10-02,172.69,116.05,56.64,0.6845
2024-10-03,156.97,95.67,61.3,0.6721
2024-10-04,209.33,111.38,97.95,0.6701
2024-10-05,152.4,102.88,49.52,0.6879
2024-10-06,210.69,144.94,65.75,0.7069
2024-10-07,147.72,78.74,68.98,0.6813
2024-10-08,204.78,142.19,62.59,0.7251
2024-10-09,193.77,124.56,69.21,0.8418
2024-10-10,170.71,120.92,49.79,0.7604
2024-10-11,168.34,88.41,79.93,0.733
2024-10-12,176.43,107.68,68.75,0.8302
2024-10-13,191.44,112.13,79.31,0.5169
2024-10-14,154.81,84.83,69.98,0.6152
2024-10-15,227.24,121.95,105.29,0.6822
2024-10-16,150.34,108.24,42.1,0.6545
2024-10-17,184.71,123.37,61.34,0.7112
2024-10-18,234.08,128.49,105.59,0.7792
2024-10-19,188.48,98.9,89.58,0.5659
2024-10-20,166.17,84.5,81.67,0.7678
2024-10-21,228.25,160.68,67.57,0.7275
2024-10-22,170.41,98.71,71.7,0.6142
2024-10-23,164.45,99.41,65.04,0.5908
2024-10-24,147.42,75.82,71.6,0.6927
2024-10-25,182.23,111.63,70.6,0.7702
2024-10-26,229.33,137.41,91.92,0.8711
2024-10-27,231.75,163.73,68.02,0.8239
2024-10-28,181.38,101.1,80.28,0.6523
2024-10-29,159.44,99.21,60.23,0.58
2024-10-30,158.03,108.12,49.91,0.5764
2024-10-31,193.73,137.63,56.1,0.5846
2024-11-01,179.72,126.58,53.14,0.7597
2024-11-02,221.24,146.33,74.91,0.6401
2024-11-03,198.47,134.76,63.71,0.5502
2024-11-04,193.06,126.83,66.23,0.5979
2024-11-05,166.31,105.95,60.36,0.6687
2024-11-06,193.16,117.0,76.16,0.617
2024-11-07,149.24,85.19,64.05,0.5308
2024-11-08,169.46,103.96,65.5,0.6985
2024-11-09,168.43,109.51,58.92,0.8452
2024-11-10,185.69,129.55,56.14,0.6596
2024-11-11,213.92,145.21,68.71,0.6744
2024-11-12,252.61,154.95,97.66,0.6528
2024-11-13,144.93,101.27,43.66,0.7397
2024-11-14,212.69,128.41,84.28,0.4266
2024-11-15,184.77,103.09,81.68,0.5368
2024-11-16,154.57,106.58,47.99,0.5973
2024-11-17,197.84,117.07,80.77,0.5257
2024-11-18,163.94,83.86,80.08,0.7334
2024-11-19,192.23,119.67,72.56,0.8722
2024-11-20,183.69,114.4,69.29,0.7415
2024-11-21,180.59,90.35,90.24,0.6512
2024-11-22,213.53,139.33,74.2,0.5771
2024-11-23,147.09,99.24,47.85,0.8406
2024-11-24,177.94,98.74,79.2,0.8143
2024-11-25,131.07,82.86,48.21,0.6895
2024-11-26,150.43,91.01,59.42,0.4667
2024-11-27,191.85,114.95,76.9,0.5988
2024-11-28,153.55,85.4,68.15,0.7001
2024-11-29,190.49,110.29,80.2,0.6447
2024-11-30,172.53,109.19,63.34,0.7092
2024-12-01,191.76,136.36,55.4,0.6159
2024-12-02,197.57,130.65,66.92,0.6863
2024-12-03,202.85,112.79,90.06,0.5347
2024-12-04,168.35,106.67,61.68,0.7375
2024-12-05,250.62,148.1,102.52,0.8762
2024-12-06,163.5,94.52,68.98,0.4798
2024-12-07,182.91,115.76,67.15,0.4553
2024-12-08,202.92,131.23,71.69,0.5921
2024-12-09,187.68,110.3,77.38,0.5988
2024-12-10,208.19,126.82,81.37,0.5122
2024-12-11,221.14,125.16,95.98,0.5607
2024-12-12,158.19,107.78,50.41,0.4512
2024-12-13,191.46,112.11,79.35,0.5198
2024-12-14,190.74,96.82,93.92,0.7758
2024-12-15,208.69,115.91,92.78,0.7661
2024-12-16,194.21,112.91,81.3,0.6001
2024-12-17,189.54,130.41,59.13,0.8469
2024-12-18,156.87,87.13,69.74,0.8418
2024-12-19,223.92,114.94,108.98,0.479
2024-12-20,195.67,106.87,88.8,0.4748
2024-12-21,157.33,94.0,63.33,0.7702
2024-12-22,192.25,104.57,87.68,0.713
2024-12-23,243.59,166.41,77.18,0.7647
2024-12-24,212.41,127.62,84.79,0.5624
2024-12-25,175.34,103.57,71.77,0.6986
2024-12-26,177.7,106.12,71.58,0.5668
2024-12-27,211.86,124.61,87.25,0.7084
2024-12-28,183.73,116.27,67.46,0.6158
2024-12-29,177.19,120.87,56.32,0.8528
2024-12-30,173.31,114.18,59.13,0.5595
