date,total_kwh,peak_hour_kwh,off_peak_kwh,energy_efficiency_score
2024-10-01,163.04,95.61,67.43,0.7098
2024-10-02,185.64,124.51,61.13,0.4375
2024-10-03,206.92,132.76,74.16,0.7047
2024-10-04,178.33,96.17,82.16,0.6909
2024-10-05,196.69,124.95,71.74,0.6261
2024-10-06,156.94,92.29,64.65,0.5802
2024-10-07,150.53,95.35,55.18,0.6585
2024-10-08,186.83,131.49,55.34,0.6004
2024-10-09,220.87,117.09,103.78,0.771
2024-10-10,157.82,81.38,76.44,0.7692
2024-10-11,191.61,134.64,56.97,0.5162
2024-10-12,150.12,99.21,50.91,0.6976
2024-10-13,189.2,121.63,67.57,0.5836
2024-10-14,199.73,106.31,93.42,0.5902
2024-10-15,159.77,91.02,68.75,0.5094
2024-10-16,143.11,91.68,51.43,0.7063
2024-10-17,216.82,154.54,62.28,0.7722
2024-10-18,214.5,112.8,101.7,0.7201
2024-10-19,143.72,85.07,58.65,0.5517
2024-10-20,150.39,88.22,62.17,0.6959
2024-10-21,183.25,102.67,80.58,0.7599
2024-10-22,190.42,132.29,58.13,0.4168
2024-10-23,210.98,144.6,66.38,0.6571
2024-10-24,193.71,129.25,64.46,0.6978
2024-10-25,187.35,101.95,85.4,0.626
2024-10-26,224.63,161.38,63.25,0.589
2024-10-27,201.92,117.93,83.99,0.5457
2024-10-28,170.22,101.62,68.6,0.5054
2024-10-29,181.61,91.88,89.73,0.7165
2024-10-30,219.5,126.73,92.77,0.4375
2024-10-31,173.97,103.04,70.93,0.7669
2024-11-01,176.36,103.51,72.85,0.6218
2024-11-02,204.1,105.91,98.19,0.6361
2024-11-03,171.77,105.91,65.86,0.7179
2024-11-04,214.68,133.77,80.91,0.7587
2024-11-05,175.05,95.93,79.12,0.4838
2024-11-06,166.66,97.12,69.54,0.5805
2024-11-07,180.0,117.82,62.18,0.5891
2024-11-08,228.63,116.02,112.61,0.6783
2024-11-09,169.17,111.25,57.92,0.8659
2024-11-10,200.34,120.3,80.04,0.5632
2024-11-11,138.73,78.9,59.83,0.6606
2024-11-12,202.78,134.56,68.22,0.7848
2024-11-13,173.06,115.51,57.55,0.6537
2024-11-14,195.78,105.63,90.15,0.6318
2024-11-15,218.18,151.31,66.87,0.6821
2024-11-16,157.15,103.16,53.99,0.5986
2024-11-17,151.31,96.08,55.23,0.6141
2024-11-18,158.35,99.31,59.04,0.6277
2024-11-19,196.89,105.41,91.48,0.8064
2024-11-20,223.66,112.67,110.99,0.5239
2024-11-21,155.37,80.78,74.59,0.6629
2024-11-22,212.35,134.3,78.05,0.7451
2024-11-23,156.61,79.83,76.78,0.6337
2024-11-24,234.01,155.87,78.14,0.6098
2024-11-25,185.53,132.66,52.87,0.688
2024-11-26,212.47,116.63,95.84,0.7476
2024-11-27,156.92,92.76,64.16,0.8252
2024-11-28,220.07,127.17,92.9,0.8381
2024-11-29,162.03,107.37,54.66,0.558
2024-11-30,185.49,99.85,85.64,0.9698
2024-12-01,174.73,101.32,73.41,0.5121
2024-12-02,195.93,125.95,69.98,0.8636
2024-12-03,138.97,74.58,64.39,0.6633
2024-12-04,152.26,97.0,55.26,0.7137
2024-12-05,212.08,143.85,68.23,0.4891
2024-12-06,212.41,130.68,81.73,0.8341
2024-12-07,156.89,108.03,48.86,0.4901
2024-12-08,143.3,76.99,66.31,0.6319
2024-12-09,197.42,101.81,95.61,0.7843
2024-12-10,176.11,119.62,56.49,0.5301
2024-12-11,182.06,107.54,74.52,0.6974
2024-12-12,246.23,137.24,108.99,0.6381
2024-12-13,165.67,119.05,46.62,0.6245
2024-12-14,145.66,85.09,60.57,0.6127
2024-12-15,183.43,106.32,77.11,0.483
2024-12-16,175.63,100.21,75.42,0.6285
2024-12-17,175.18,113.7,61.48,0.7748
2024-12-18,152.87,103.45,49.42,0.4679
2024-12-19,193.27,136.54,56.73,0.5686
2024-12-20,213.56,123.81,89.75,0.6379
2024-12-21,182.5,115.36,67.14,0.535
2024-12-22,208.59,115.83,92.76,0.5718
2024-12-23,231.85,121.3,110.55,0.9881
2024-12-24,179.99,114.76,65.23,0.8446
2024-12-25,210.72,135.15,75.57,0.6668
2024-12-26,190.58,118.2,72.38,0.6767
2024-12-27,187.89,111.81,76.08,0.8439
2024-12-28,146.81,97.1,49.71,0.6169
2024-12-29,190.16,127.95,62.21,0.8438
2024-12-30,199.07,119.34,79.73,0.6592
