date,total_kwh,peak_hour_kwh,off_peak_kwh,energy_efficiency_score
2024-10-01,39.06,22.56,16.5,0.6586
2024-10-02,28.76,14.96,13.8,0.6932
2024-10-03,46.4,29.29,17.11,0.8545
2024-10-04,44.77,27.33,17.44,0.6501
2024-10-05,35.88,22.15,13.73,0.6231
2024-10-06,26.28,17.42,8.86,0.6435
2024-10-07,24.92,12.54,12.38,0.8927
2024-10-08,43.34,26.23,17.11,0.5579
2024-10-09,37.4,23.99,13.41,0.6972
2024-10-10,36.68,21.75,14.93,0.5239
2024-10-11,28.25,14.58,13.67,0.6993
2024-10-12,34.3,20.85,13.45,0.6474
2024-10-13,29.06,18.15,10.91,0.6534
2024-10-14,27.97,17.45,10.52,0.7136
2024-10-15,37.68,23.42,14.26,0.568
2024-10-16,23.41,13.58,9.83,0.5793
2024-10-17,40.36,24.8,15.56,0.7512
2024-10-18,32.27,23.12,9.15,0.5423
2024-10-19,21.07,11.89,9.18,0.7193
2024-10-20,35.76,21.76,14.0,0.6776
2024-10-21,37.7,18.87,18.83,0.4525
2024-10-22,30.19,19.37,10.82,0.517
2024-10-23,21.83,13.46,8.37,0.5062
2024-10-24,26.28,18.81,7.47,0.6704
2024-10-25,33.68,21.14,12.54,0.682
2024-10-26,48.05,33.98,14.07,0.659
2024-10-27,36.2,19.25,16.95,0.6833
2024-10-28,47.31,32.58,14.73,0.6808
2024-10-29,44.19,27.08,17.11,0.5724
2024-10-30,42.29,28.68,13.61,0.619
2024-10-31,39.79,23.27,16.52,0.8382
2024-11-01,45.47,23.71,21.76,0.603
2024-11-02,29.7,18.93,10.77,0.5691
2024-11-03,45.26,29.51,15.75,0.5775
2024-11-04,27.18,17.28,9.9,0.6417
2024-11-05,43.84,28.88,14.96,0.8408
2024-11-06,23.35,13.72,9.63,0.5624
2024-11-07,40.53,25.84,14.69,0.541
2024-11-08,39.78,25.97,13.81,0.7422
2024-11-09,30.05,21.5,8.55,0.6527
2024-11-10,35.9,23.99,11.91,0.5174
2024-11-11,43.62,25.83,17.79,0.6947
2024-11-12,36.79,21.67,15.12,0.5703
2024-11-13,39.74,22.17,17.57,0.7412
2024-11-14,33.34,18.69,14.65,0.6437
2024-11-15,39.08,26.52,12.56,0.5392
2024-11-16,30.91,17.91,13.0,0.6754
2024-11-17,38.79,27.92,10.87,0.4764
2024-11-18,29.81,15.42,14.39,0.6583
2024-11-19,27.09,18.65,8.44,0.6091
2024-11-20,32.24,17.0,15.24,0.6831
2024-11-21,46.17,23.16,23.01,0.6664
2024-11-22,29.8,17.3,12.5,0.7687
2024-11-23,40.76,27.91,12.85,0.6891
2024-11-24,41.59,22.29,19.3,0.757
2024-11-25,45.13,29.03,16.1,0.69
2024-11-26,24.06,14.77,9.29,0.6795
2024-11-27,45.44,23.06,22.38,0.5408
2024-11-28,41.4,23.82,17.58,0.622
2024-11-29,26.76,15.0,11.76,0.4724
2024-11-30,30.37,20.23,10.14,0.6462
2024-12-01,50.96,31.17,19.79,0.6426
2024-12-02,36.22,25.76,10.46,0.6859
2024-12-03,36.39,18.94,17.45,0.4886
2024-12-04,28.34,19.07,9.27,0.7316
2024-12-05,43.04,25.3,17.74,0.668
2024-12-06,45.25,27.75,17.5,0.7185
2024-12-07,43.08,22.27,20.81,0.7685
2024-12-08,22.07,14.43,7.64,0.6266
2024-12-09,34.89,22.39,12.5,0.7043
2024-12-10,46.59,31.71,14.88,0.6743
2024-12-11,40.55,21.84,18.71,0.6763
2024-12-12,36.89,24.22,12.67,0.813
2024-12-13,39.32,22.8,16.52,0.5837
2024-12-14,35.84,24.43,11.41,0.7397
2024-12-15,42.54,28.93,13.61,0.6669
2024-12-16,35.96,25.12,10.84,0.7119
2024-12-17,38.86,21.23,17.63,0.7542
2024-12-18,29.53,19.64,9.89,0.5817
2024-12-19,31.78,17.65,14.13,0.6967
2024-12-20,38.56,26.06,12.5,0.7704
2024-12-21,44.3,30.66,13.64,0.6503
2024-12-22,49.72,30.07,19.65,0.6088
2024-12-23,33.62,17.84,15.78,0.6579
2024-12-24,46.01,29.84,16.17,0.7231
2024-12-25,29.63,20.19,9.44,0.5268
2024-12-26,32.64,22.07,10.57,0.685
2024-12-27,33.68,18.11,15.57,0.6006
2024-12-28,32.01,16.96,15.05,0.4941
2024-12-29,25.39,14.51,10.88,0.587
2024-12-30,33.53,17.62,15.91,0.6028
