date,total_kwh,peak_hour_kwh,off_peak_kwh,energy_efficiency_score
2024-10-01,81.41,45.9,35.51,0.6467
2024-10-02,77.34,50.6,26.74,0.6344
2024-10-03,95.76,49.69,46.07,0.7413
2024-10-04,74.57,50.75,23.82,0.7969
2024-10-05,83.9,49.03,34.87,0.9294
2024-10-06,75.26,53.56,21.7,0.7147
2024-10-07,78.87,54.75,24.12,0.6295
2024-10-08,63.12,43.35,19.77,0.6199
2024-10-09,89.96,47.27,42.69,0.6669
2024-10-10,98.78,64.01,34.77,0.586
2024-10-11,80.83,43.73,37.1,0.4247
2024-10-12,94.57,55.42,39.15,0.6796
2024-10-13,86.68,55.9,30.78,0.7983
2024-10-14,101.13,55.97,45.16,0.6236
2024-10-15,91.21,59.97,31.24,0.645
2024-10-16,78.0,47.1,30.9,0.6019
2024-10-17,84.09,60.42,23.67,0.99
2024-10-18,97.75,59.23,38.52,0.6172
2024-10-19,88.72,52.48,36.24,0.4767
2024-10-20,98.82,54.68,44.14,0.431
2024-10-21,93.76,64.68,29.08,0.6851
2024-10-22,102.65,69.25,33.4,0.6213
2024-10-23,81.37,44.14,37.23,0.5282
2024-10-24,88.3,51.95,36.35,0.3978
2024-10-25,72.71,40.15,32.56,0.7219
2024-10-26,85.98,52.02,33.96,0.7868
2024-10-27,87.13,44.58,42.55,0.5925
2024-10-28,101.52,64.97,36.55,0.5083
2024-10-29,98.34,57.22,41.12,0.6982
2024-10-30,88.56,49.83,38.73,0.6917
2024-10-31,70.98,44.78,26.2,0.7033
2024-11-01,83.75,57.26,26.49,0.7548
2024-11-02,96.07,51.37,44.7,0.5903
2024-11-03,82.04,44.59,37.45,0.6117
2024-11-04,78.01,44.97,33.04,0.6369
2024-11-05,70.69,50.62,20.07,0.5869
2024-11-06,104.65,59.96,44.69,0.7107
2024-11-07,90.42,47.89,42.53,0.6811
2024-11-08,97.62,59.9,37.72,0.6929
2024-11-09,89.7,61.63,28.07,0.7582
2024-11-10,101.5,64.89,36.61,0.5743
2024-11-11,89.71,62.0,27.71,0.6259
2024-11-12,82.22,41.63,40.59,0.7623
2024-11-13,76.88,48.25,28.63,0.4442
2024-11-14,86.01,51.22,34.79,0.5409
2024-11-15,97.51,58.89,38.62,0.7505
2024-11-16,100.1,51.04,49.06,0.5731
2024-11-17,80.35,56.83,23.52,0.6475
2024-11-18,109.71,61.08,48.63,0.4508
2024-11-19,99.22,54.23,44.99,0.7075
2024-11-20,87.27,60.26,27.01,0.5256
2024-11-21,100.49,53.83,46.66,0.8226
2024-11-22,101.73,54.62,47.11,0.6642
2024-11-23,73.26,38.62,34.64,0.6854
2024-11-24,112.65,69.25,43.4,0.5814
2024-11-25,100.48,56.46,44.02,0.4894
2024-11-26,69.78,37.02,32.76,0.6038
2024-11-27,100.9,64.28,36.62,0.6162
2024-11-28,94.83,59.85,34.98,0.5684
2024-11-29,89.03,51.42,37.61,0.7708
2024-11-30,94.04,62.23,31.81,0.6026
2024-12-01,95.87,49.36,46.51,0.8404
2024-12-02,89.56,59.1,30.46,0.6228
2024-12-03,83.57,58.86,24.71,0.5097
2024-12-04,108.34,60.04,48.3,0.6818
2024-12-05,116.09,60.66,55.43,0.7716
2024-12-06,73.05,51.35,21.7,0.6072
2024-12-07,116.71,65.27,51.44,0.7152
2024-12-08,69.31,42.57,26.74,0.8042
2024-12-09,89.57,51.49,38.08,0.7441
2024-12-10,69.99,42.54,27.45,0.6998
2024-12-11,70.59,35.47,35.12,0.5385
2024-12-12,89.18,54.71,34.47,0.6212
2024-12-13,85.01,43.64,41.37,0.669
2024-12-14,108.73,58.26,50.47,0.7187
2024-12-15,87.74,49.89,37.85,0.7207
2024-12-16,101.71,65.09,36.62,0.4294
2024-12-17,103.15,73.15,30.0,0.5
2024-12-18,80.03,43.26,36.77,0.5667
2024-12-19,111.81,57.72,54.09,0.7332
2024-12-20,97.75,67.07,30.68,0.5761
2024-12-21,82.28,46.62,35.66,0.5034
2024-12-22,92.48,54.34,38.14,0.6606
2024-12-23,98.29,52.04,46.25,0.537
2024-12-24,81.32,48.78,32.54,0.6154
2024-12-25,118.91,60.24,58.67,0.5729
2024-12-26,99.65,65.62,34.03,0.6882
2024-12-27,80.17,43.49,36.68,0.6631
2024-12-28,81.69,45.01,36.68,0.5316
2024-12-29,100.78,67.52,33.26,0.5917
2024-12-30,81.24,46.35,34.89,0.7545
