date,total_kwh,peak_hour_kwh,off_peak_kwh,energy_efficiency_score
2024-10-01,46.93,25.62,21.31,0.6897
2024-10-02,35.38,21.73,13.65,0.6628
2024-10-03,39.0,21.49,17.51,0.5933
2024-10-04,40.24,20.71,19.53,0.4124
2024-10-05,36.77,24.29,12.48,0.4297
2024-10-06,30.26,15.23,15.03,0.7126
2024-10-07,31.25,17.72,13.53,0.7479
2024-10-08,37.97,23.78,14.19,0.7075
2024-10-09,46.14,26.37,19.77,0.534
2024-10-10,32.94,21.93,11.01,0.5565
2024-10-11,35.61,20.42,15.19,0.7534
2024-10-12,49.81,26.85,22.96,0.7152
2024-10-13,26.66,13.61,13.05,0.4813
2024-10-14,45.04,31.55,13.49,0.5229
2024-10-15,26.72,16.63,10.09,0.8968
2024-10-16,34.34,23.53,10.81,0.7018
2024-10-17,26.72,13.67,13.05,0.5796
2024-10-18,27.68,15.89,11.79,0.7399
2024-10-19,35.06,22.43,12.63,0.5513
2024-10-20,33.06,16.61,16.45,0.5528
2024-10-21,45.02,27.89,17.13,0.4643
2024-10-22,26.73,17.05,9.68,0.8487
2024-10-23,27.4,16.83,10.57,0.4864
2024-10-24,27.26,19.24,8.02,0.9465
2024-10-25,31.17,20.56,10.61,0.5584
2024-10-26,30.2,16.78,13.42,0.6112
2024-10-27,47.09,29.14,17.95,0.6908
2024-10-28,24.88,15.01,9.87,0.5988
2024-10-29,25.09,13.22,11.87,0.4451
2024-10-30,35.47,24.13,11.34,0.6706
2024-10-31,45.84,26.79,19.05,0.69
2024-11-01,35.81,24.38,11.43,0.6929
2024-11-02,42.98,23.21,19.77,0.7376
2024-11-03,28.86,20.46,8.4,0.5719
2024-11-04,30.07,19.96,10.11,0.6459
2024-11-05,47.21,28.94,18.27,0.7976
2024-11-06,44.63,23.77,20.86,0.5691
2024-11-07,39.07,21.81,17.26,0.7474
2024-11-08,48.47,30.1,18.37,0.5106
2024-11-09,38.63,22.37,16.26,0.7466
2024-11-10,38.63,26.02,12.61,0.9808
2024-11-11,44.27,23.31,20.96,0.7319
2024-11-12,38.37,21.1,17.27,0.645
2024-11-13,26.91,17.74,9.17,0.7634
2024-11-14,43.52,29.61,13.91,0.3609
2024-11-15,39.14,25.77,13.37,0.5931
2024-11-16,38.5,26.29,12.21,0.4543
2024-11-17,46.96,23.98,22.98,0.5963
2024-11-18,33.58,20.55,13.03,0.6118
2024-11-19,45.41,29.43,15.98,0.7221
2024-11-20,48.67,28.94,19.73,0.4357
2024-11-21,50.06,32.63,17.43,0.8777
2024-11-22,49.75,27.36,22.39,0.6427
2024-11-23,25.92,14.62,11.3,0.5912
2024-11-24,26.47,18.77,7.7,0.637
2024-11-25,42.94,29.16,13.78,0.6563
2024-11-26,43.23,28.74,14.49,0.8756
2024-11-27,37.39,20.56,16.83,0.7885
2024-11-28,49.5,34.46,15.04,0.6555
2024-11-29,26.25,13.66,12.59,0.7466
2024-11-30,45.35,25.49,19.86,0.6189
2024-12-01,33.07,22.92,10.15,0.6277
2024-12-02,27.79,17.05,10.74,0.6102
2024-12-03,34.36,18.21,16.15,0.647
2024-12-04,23.34,14.77,8.57,0.6519
2024-12-05,35.6,24.5,11.1,0.4631
2024-12-06,40.35,27.4,12.95,0.2651
2024-12-07,28.47,20.11,8.36,0.4972
2024-12-08,20.05,11.77,8.28,0.8825
2024-12-09,46.3,30.45,15.85,0.4683
2024-12-10,33.39,20.37,13.02,0.4673
2024-12-11,39.29,19.69,19.6,0.6243
2024-12-12,26.63,14.71,11.92,0.5133
2024-12-13,39.0,25.12,13.88,0.6276
2024-12-14,32.21,22.31,9.9,0.4794
2024-12-15,42.02,29.35,12.67,0.7099
2024-12-16,31.76,17.92,13.84,0.7365
2024-12-17,45.79,26.74,19.05,0.6489
2024-12-18,49.2,33.77,15.43,0.6988
2024-12-19,31.18,17.3,13.88,0.7258
2024-12-20,36.68,24.42,12.26,0.7742
2024-12-21,31.45,16.39,15.06,0.7193
2024-12-22,33.36,23.66,9.7,0.4881
2024-12-23,27.69,16.73,10.96,0.7129
2024-12-24,28.73,19.22,9.51,0.4334
2024-12-25,24.36,15.58,8.78,0.7716
2024-12-26,44.66,27.69,16.97,0.4732
2024-12-27,33.39,22.28,11.11,0.3853
2024-12-28,23.06,16.35,6.71,0.7304
2024-12-29,43.02,25.66,17.36,0.8536
2024-12-30,31.45,18.74,12.71,0.7232
