transaction_id,timestamp,amount_sar,payment_method
biz_0367-000001,2024-10-01 12:03:39,48608.89,bank_transfer
biz_0367-000002,2024-10-02 11:24:03,11889.07,bank_transfer
biz_0367-000003,2024-10-03 11:19:33,22239.48,credit_card
biz_0367-000004,2024-10-06 10:52:03,49452.16,credit_card
biz_0367-000005,2024-10-08 12:04:56,39763.85,bank_transfer
biz_0367-000006,2024-10-09 13:50:51,5573.79,bank_transfer
biz_0367-000007,2024-10-09 14:49:33,21644.27,credit_card
biz_0367-000008,2024-10-10 11:42:22,66738.7,bank_transfer
biz_0367-000009,2024-10-18 10:49:18,20999.56,bank_transfer
biz_0367-000010,2024-10-18 12:02:03,22726.05,bank_transfer
biz_0367-000013,2024-10-19 10:05:27,11815.93,bank_transfer
biz_0367-000012,2024-10-19 11:40:58,17696.34,cash
biz_0367-000011,2024-10-19 18:04:53,23162.18,bank_transfer
biz_0367-000014,2024-10-21 12:16:47,28729.12,bank_transfer
biz_0367-000015,2024-10-23 09:08:20,12797.55,bank_transfer
biz_0367-000016,2024-10-23 13:37:58,13863.16,bank_transfer
biz_0367-000017,2024-10-24 13:34:46,89173.82,credit_card
biz_0367-000018,2024-10-24 14:10:43,17631.59,bank_transfer
biz_0367-000019,2024-10-25 14:50:21,40120.04,cash
biz_0367-000020,2024-10-26 10:03:49,12526.52,bank_transfer
biz_0367-000021,2024-10-27 18:16:19,6366.74,bank_transfer
biz_0367-000022,2024-10-29 14:58:09,17473.17,bank_transfer
biz_0367-000023,2024-11-02 09:37:54,1265.05,bank_transfer
biz_0367-000024,2024-11-03 15:56:46,23851.15,credit_card
biz_0367-000025,2024-11-08 10:26:09,41287.69,bank_transfer
biz_0367-000026,2024-11-10 16:15:41,152878.5,bank_transfer
biz_0367-000027,2024-11-11 10:45:11,19042.74,cash
biz_0367-000029,2024-11-12 12:24:15,8507.16,bank_transfer
biz_0367-000028,2024-11-12 13:43:22,15109.0,credit_card
biz_0367-000030,2024-11-12 15:48:55,19696.62,bank_transfer
biz_0367-000031,2024-11-13 15:59:13,22290.61,bank_transfer
biz_0367-000032,2024-11-15 11:06:57,12621.16,bank_transfer
biz_0367-000033,2024-11-17 17:07:57,75218.42,bank_transfer
biz_0367-000034,2024-11-18 10:53:14,30825.24,credit_card
biz_0367-000035,2024-11-19 14:16:47,34032.79,cash
biz_0367-000036,2024-11-24 15:14:50,11908.9,bank_transfer
biz_0367-000037,2024-11-26 12:41:42,3823.46,bank_transfer
biz_0367-000038,2024-11-28 14:32:52,16436.24,bank_transfer
biz_0367-000039,2024-11-29 12:04:54,17259.29,bank_transfer
biz_0367-000040,2024-11-30 15:13:30,2239.45,bank_transfer
biz_0367-000041,2024-12-01 10:07:07,62067.75,cash
biz_0367-000042,2024-12-01 16:19:10,41157.67,bank_transfer
biz_0367-000044,2024-12-02 11:23:51,7611.58,bank_transfer
biz_0367-000043,2024-12-02 14:32:12,25609.83,bank_transfer
biz_0367-000045,2024-12-04 14:43:25,21205.03,bank_transfer
biz_0367-000046,2024-12-05 15:59:08,14679.13,bank_transfer
biz_0367-000047,2024-12-07 12:45:54,120203.73,bank_transfer
biz_0367-000048,2024-12-08 12:20:38,13172.95,bank_transfer
biz_0367-000049,2024-12-11 13:26:26,5655.4,credit_card
biz_0367-000050,2024-12-12 16:40:55,70346.85,bank_transfer
biz_0367-000051,2024-12-15 17:29:30,21850.79,credit_card
biz_0367-000052,2024-12-18 11:44:00,55253.33,bank_transfer
biz_0367-000053,2024-12-19 12:24:26,4322.42,credit_card
biz_0367-000054,2024-12-22 12:19:06,4413.93,bank_transfer
biz_0367-000055,2024-12-23 15:37:54,4045.42,bank_transfer
biz_0367-000056,2024-12-25 12:13:36,44466.77,bank_transfer
biz_0367-000057,2024-12-27 11:50:54,5377.69,credit_card
biz_0367-000058,2024-12-28 14:10:08,10438.4,bank_transfer
biz_0367-000059,2024-12-29 10:02:32,20987.49,bank_transfer
biz_0367-000060,2024-12-30 12:10:28,9421.17,bank_transfer
