transaction_id,timestamp,amount_sar,payment_method
biz_0489-000017,2024-10-01 00:13:14,17.91,mada
biz_0489-000084,2024-10-01 00:20:09,11.55,mada
biz_0489-000085,2024-10-01 01:49:22,43.84,cash
biz_0489-000052,2024-10-01 07:08:02,16.82,mada
biz_0489-000012,2024-10-01 07:09:53,35.66,mada
biz_0489-000078,2024-10-01 07:12:46,35.8,mada
biz_0489-000022,2024-10-01 07:14:24,36.81,mada
biz_0489-000076,2024-10-01 07:25:42,56.0,cash
biz_0489-000038,2024-10-01 07:33:15,50.67,mada
biz_0489-000036,2024-10-01 07:38:41,55.58,mada
biz_0489-000046,2024-10-01 07:43:23,28.69,mada
biz_0489-000070,2024-10-01 07:48:16,35.09,cash
biz_0489-000068,2024-10-01 07:53:47,29.64,mada
biz_0489-000025,2024-10-01 08:02:03,37.4,mada
biz_0489-000057,2024-10-01 08:06:57,19.39,mada
biz_0489-000077,2024-10-01 08:07:18,21.49,mada
biz_0489-000051,2024-10-01 08:11:20,29.86,cash
biz_0489-000083,2024-10-01 08:25:36,30.04,mada
biz_0489-000029,2024-10-01 08:33:16,25.22,mada
biz_0489-000023,2024-10-01 08:37:05,14.46,cash
biz_0489-000072,2024-10-01 08:44:23,48.6,cash
biz_0489-000014,2024-10-01 08:58:29,26.46,cash
biz_0489-000021,2024-10-01 08:59:28,23.67,cash
biz_0489-000058,2024-10-01 09:28:07,19.94,credit_card
biz_0489-000056,2024-10-01 09:29:48,26.09,cash
biz_0489-000086,2024-10-01 09:31:24,23.4,mada
biz_0489-000075,2024-10-01 09:34:56,19.34,mada
biz_0489-000040,2024-10-01 09:43:36,41.71,mada
biz_0489-000053,2024-10-01 10:02:48,63.21,cash
biz_0489-000010,2024-10-01 10:23:38,61.01,credit_card
biz_0489-000026,2024-10-01 10:42:52,28.01,mada
biz_0489-000031,2024-10-01 10:50:12,76.42,mada
biz_0489-000048,2024-10-01 11:02:29,21.85,mada
biz_0489-000065,2024-10-01 11:43:35,37.84,mada
biz_0489-000027,2024-10-01 11:48:36,16.22,cash
biz_0489-000055,2024-10-01 11:55:19,36.43,cash
biz_0489-000044,2024-10-01 12:02:26,48.23,credit_card
biz_0489-000081,2024-10-01 12:19:47,21.36,mada
biz_0489-000003,2024-10-01 12:53:26,37.51,cash
biz_0489-000063,2024-10-01 12:56:19,15.0,credit_card
biz_0489-000020,2024-10-01 13:04:52,41.37,mada
biz_0489-000080,2024-10-01 13:10:22,40.17,credit_card
biz_0489-000024,2024-10-01 13:23:40,21.53,mada
biz_0489-000009,2024-10-01 13:26:10,28.51,credit_card
biz_0489-000019,2024-10-01 13:32:37,29.6,credit_card
biz_0489-000034,2024-10-01 13:53:04,14.99,mada
biz_0489-000045,2024-10-01 13:58:27,28.42,cash
biz_0489-000041,2024-10-01 14:10:55,21.65,mada
biz_0489-000005,2024-10-01 14:13:58,37.7,credit_card
biz_0489-000043,2024-10-01 14:17:12,30.94,mada
biz_0489-000061,2024-10-01 14:25:01,40.36,mada
biz_0489-000062,2024-10-01 14:30:51,22.38,cash
biz_0489-000089,2024-10-01 14:37:18,29.44,mada
biz_0489-000039,2024-10-01 14:38:00,31.01,mada
biz_0489-000042,2024-10-01 14:40:56,31.81,mada
biz_0489-000018,2024-10-01 14:41:48,16.07,mada
biz_0489-000060,2024-10-01 15:00:23,32.92,mada
biz_0489-000047,2024-10-01 15:07:35,24.36,cash
biz_0489-000067,2024-10-01 16:04:36,14.44,mada
biz_0489-000016,2024-10-01 16:09:16,44.3,mada
biz_0489-000015,2024-10-01 16:16:52,50.15,mada
biz_0489-000001,2024-10-01 16:31:50,36.6,mada
biz_0489-000013,2024-10-01 16:34:03,18.0,mada
biz_0489-000054,2024-10-01 17:05:17,18.33,cash
biz_0489-000030,2024-10-01 17:05:55,59.08,cash
biz_0489-000008,2024-10-01 17:14:19,30.23,credit_card
biz_0489-000074,2024-10-01 17:15:16,10.99,mada
