date,total_kwh,peak_hour_kwh,off_peak_kwh,energy_efficiency_score
2024-10-01,74.51,48.57,25.94,0.6646
2024-10-02,93.97,55.48,38.49,0.6967
2024-10-03,92.5,58.04,34.46,0.6238
2024-10-04,72.78,45.98,26.8,0.6034
2024-10-05,69.09,40.46,28.63,0.5374
2024-10-06,85.83,60.03,25.8,0.8327
2024-10-07,92.78,59.63,33.15,0.8059
2024-10-08,75.15,52.92,22.23,0.4954
2024-10-09,80.14,40.86,39.28,0.6685
2024-10-10,86.88,46.45,40.43,0.5273
2024-10-11,102.43,63.55,38.88,0.6224
2024-10-12,106.14,69.9,36.24,0.4284
2024-10-13,83.06,47.01,36.05,0.4825
2024-10-14,82.84,44.89,37.95,0.7888
2024-10-15,86.0,45.08,40.92,0.653
2024-10-16,93.2,48.46,44.74,0.7378
2024-10-17,97.62,67.03,30.59,0.7597
2024-10-18,110.88,73.99,36.89,0.6873
2024-10-19,86.22,44.91,41.31,0.7191
2024-10-20,83.55,45.33,38.22,0.8017
2024-10-21,93.98,51.45,42.53,0.6983
2024-10-22,105.14,74.46,30.68,0.806
2024-10-23,78.51,51.3,27.21,0.7858
2024-10-24,80.9,41.24,39.66,0.6763
2024-10-25,101.88,53.33,48.55,0.6352
2024-10-26,92.65,57.63,35.02,0.4211
2024-10-27,91.81,64.89,26.92,0.7573
2024-10-28,94.72,61.49,33.23,0.5513
2024-10-29,90.69,53.2,37.49,0.6331
2024-10-30,85.09,57.64,27.45,0.8997
2024-10-31,84.9,49.45,35.45,0.5404
2024-11-01,110.0,66.11,43.89,0.6662
2024-11-02,94.49,51.13,43.36,0.6354
2024-11-03,86.29,51.71,34.58,0.6914
2024-11-04,91.62,50.22,41.4,0.5598
2024-11-05,76.4,53.19,23.21,0.6073
2024-11-06,117.82,82.44,35.38,0.5243
2024-11-07,97.95,64.72,33.23,0.4978
2024-11-08,75.98,47.94,28.04,0.8303
2024-11-09,91.73,64.79,26.94,0.7358
2024-11-10,90.68,48.06,42.62,0.7662
2024-11-11,83.66,46.16,37.5,0.7457
2024-11-12,85.28,60.21,25.07,0.4943
2024-11-13,79.37,46.16,33.21,0.6677
2024-11-14,101.74,63.74,38.0,0.5755
2024-11-15,71.94,43.89,28.05,0.4779
2024-11-16,82.48,44.1,38.38,0.9257
2024-11-17,92.29,52.74,39.55,0.7285
2024-11-18,103.95,65.48,38.47,0.5697
2024-11-19,83.93,59.91,24.02,0.5743
2024-11-20,98.97,69.22,29.75,0.6679
2024-11-21,95.02,50.39,44.63,0.5969
2024-11-22,83.68,47.83,35.85,0.5167
2024-11-23,69.86,41.48,28.38,0.7481
2024-11-24,92.13,61.53,30.6,0.6451
2024-11-25,79.42,45.43,33.99,0.6035
2024-11-26,76.77,39.52,37.25,0.6901
2024-11-27,106.07,72.19,33.88,0.7911
2024-11-28,83.36,57.64,25.72,0.7002
2024-11-29,105.81,54.33,51.48,0.795
2024-11-30,92.18,46.46,45.72,0.5487
2024-12-01,105.83,64.62,41.21,0.7238
2024-12-02,88.81,45.28,43.53,0.4335
2024-12-03,91.35,63.51,27.84,0.6503
2024-12-04,76.43,49.94,26.49,0.6796
2024-12-05,94.01,61.73,32.28,0.4521
2024-12-06,91.65,58.91,32.74,0.7485
2024-12-07,86.02,44.89,41.13,0.5535
2024-12-08,104.98,63.21,41.77,0.6694
2024-12-09,81.1,47.18,33.92,0.5897
2024-12-10,104.87,62.5,42.37,0.6863
2024-12-11,84.92,49.32,35.6,0.7758
2024-12-12,84.55,47.42,37.13,0.3609
2024-12-13,98.48,53.48,45.0,0.6996
2024-12-14,85.27,54.1,31.17,0.88
2024-12-15,99.69,71.04,28.65,0.7836
2024-12-16,115.3,73.66,41.64,0.5629
2024-12-17,87.52,60.65,26.87,0.3641
2024-12-18,94.11,59.98,34.13,0.4006
2024-12-19,109.17,64.08,45.09,0.498
2024-12-20,89.59,62.98,26.61,0.6689
2024-12-21,79.55,50.81,28.74,0.4576
2024-12-22,104.73,68.2,36.53,0.5613
2024-12-23,69.76,49.8,19.96,0.5556
2024-12-24,91.03,48.74,42.29,0.7418
2024-12-25,102.65,73.57,29.08,0.7515
2024-12-26,90.57,57.66,32.91,0.6309
2024-12-27,86.23,61.33,24.9,0.5217
2024-12-28,108.78,63.31,45.47,0.7058
2024-12-29,91.02,63.69,27.33,0.532
2024-12-30,90.33,50.67,39.66,0.7137
