date,total_kwh,peak_hour_kwh,off_peak_kwh,energy_efficiency_score
2024-10-01,91.43,51.17,40.26,0.7016
2024-10-02,110.43,65.24,45.19,0.7293
2024-10-03,93.59,67.08,26.51,0.4913
2024-10-04,92.64,66.55,26.09,0.6225
2024-10-05,111.22,59.88,51.34,0.7904
2024-10-06,109.69,76.69,33.0,0.9569
2024-10-07,92.3,49.46,42.84,0.8274
2024-10-08,83.46,59.45,24.01,0.6243
2024-10-09,94.26,49.88,44.38,0.9782
2024-10-10,80.73,54.07,26.66,0.7163
2024-10-11,76.21,49.73,26.48,0.678
2024-10-12,111.97,80.45,31.52,0.7112
2024-10-13,86.81,54.89,31.92,0.5092
2024-10-14,81.07,57.27,23.8,0.5628
2024-10-15,79.36,53.95,25.41,0.6234
2024-10-16,87.6,47.83,39.77,0.442
2024-10-17,72.08,49.19,22.89,0.5895
2024-10-18,77.26,52.15,25.11,0.548
2024-10-19,97.67,67.98,29.69,0.7138
2024-10-20,94.82,62.23,32.59,0.4996
2024-10-21,94.34,61.32,33.02,0.7444
2024-10-22,87.43,59.14,28.29,0.7212
2024-10-23,96.4,49.31,47.09,0.4167
2024-10-24,122.14,73.58,48.56,0.6152
2024-10-25,100.96,67.66,33.3,0.7323
2024-10-26,78.66,44.06,34.6,0.6829
2024-10-27,90.92,54.94,35.98,0.4658
2024-10-28,97.04,61.67,35.37,0.6335
2024-10-29,98.24,51.46,46.78,0.658
2024-10-30,75.46,40.89,34.57,0.6926
2024-10-31,108.85,58.31,50.54,0.7061
2024-11-01,60.5,32.84,27.66,0.7929
2024-11-02,104.25,65.68,38.57,0.7293
2024-11-03,74.92,48.68,26.24,0.7265
2024-11-04,70.31,44.98,25.33,0.6933
2024-11-05,97.83,51.52,46.31,0.5738
2024-11-06,87.31,59.83,27.48,0.6496
2024-11-07,93.83,63.78,30.05,0.6422
2024-11-08,89.91,47.25,42.66,0.6109
2024-11-09,95.06,51.63,43.43,0.6354
2024-11-10,91.58,63.89,27.69,0.6791
2024-11-11,105.21,61.44,43.77,0.6073
2024-11-12,120.79,61.8,58.99,0.7388
2024-11-13,102.83,58.04,44.79,0.8609
2024-11-14,87.61,51.64,35.97,0.421
2024-11-15,92.97,63.04,29.93,0.6237
2024-11-16,89.8,46.08,43.72,0.7813
2024-11-17,84.08,44.61,39.47,0.5275
2024-11-18,83.52,48.64,34.88,0.7035
2024-11-19,78.22,45.95,32.27,0.3795
2024-11-20,94.2,55.3,38.9,0.7145
2024-11-21,99.12,66.62,32.5,0.478
2024-11-22,91.27,61.48,29.79,0.573
2024-11-23,88.32,55.38,32.94,0.5929
2024-11-24,95.61,60.12,35.49,0.5507
2024-11-25,102.45,58.99,43.46,0.8658
2024-11-26,98.51,54.31,44.2,0.6213
2024-11-27,77.58,41.68,35.9,0.4626
2024-11-28,77.38,49.29,28.09,0.7336
2024-11-29,90.23,61.89,28.34,0.6003
2024-11-30,102.5,70.01,32.49,0.7203
2024-12-01,79.81,56.57,23.24,0.5055
2024-12-02,101.77,68.96,32.81,0.3683
2024-12-03,119.34,70.91,48.43,0.585
2024-12-04,87.6,61.45,26.15,0.4485
2024-12-05,106.04,63.42,42.62,0.7772
2024-12-06,79.99,53.48,26.51,0.7433
2024-12-07,113.51,71.34,42.17,0.6567
2024-12-08,73.59,45.26,28.33,0.581
2024-12-09,90.18,49.93,40.25,0.5354
2024-12-10,126.35,86.54,39.81,0.7844
2024-12-11,99.78,69.65,30.13,0.6277
2024-12-12,87.47,49.49,37.98,0.7784
2024-12-13,106.45,67.36,39.09,0.5186
2024-12-14,99.3,52.3,47.0,0.6418
2024-12-15,70.43,44.6,25.83,0.7576
2024-12-16,68.44,37.11,31.33,0.6192
2024-12-17,82.89,44.13,38.76,0.6396
2024-12-18,82.1,51.16,30.94,0.5554
2024-12-19,96.2,51.94,44.26,0.6223
2024-12-20,101.75,51.58,50.17,0.6771
2024-12-21,84.97,59.95,25.02,0.7619
2024-12-22,88.68,52.1,36.58,0.5972
2024-12-23,95.12,54.33,40.79,0.4733
2024-12-24,77.62,38.85,38.77,0.5929
2024-12-25,83.29,55.79,27.5,0.5195
2024-12-26,73.41,45.5,27.91,0.6746
2024-12-27,96.75,59.81,36.94,0.8141
2024-12-28,118.83,67.28,51.55,0.674
2024-12-29,81.02,43.8,37.22,0.6909
2024-12-30,100.41,72.16,28.25,0.7188
